Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.81072,  0.00000,  1.00064
1, validation, -3.59091,  0.00000,  0.91540
2, train, -3.53940,  0.00000,  0.91431
2, validation, -3.44943,  0.00000,  0.81902
3, train, -3.42825,  0.00000,  0.84046
3, validation, -3.31956,  0.00000,  0.73607
4, train, -3.29715,  0.00000,  0.74276
4, validation, -3.19753,  0.33333,  0.67037
5, train, -3.08968,  0.33333,  0.64150
5, validation, -3.08399,  0.66667,  0.61479
6, train, -3.10280,  0.66667,  0.60170
6, validation, -2.97813,  0.66667,  0.57194
7, train, -2.90783,  0.66667,  0.59099
7, validation, -2.87859,  0.66667,  0.53569
8, train, -2.85859,  0.66667,  0.52624
8, validation, -2.78342,  0.66667,  0.50928
9, train, -2.88631,  0.66667,  0.52355
9, validation, -2.69242,  0.66667,  0.49092
10, train, -2.70458,  0.66667,  0.51016
10, validation, -2.60425,  0.66667,  0.47636
11, train, -2.63861,  0.66667,  0.46906
11, validation, -2.51751,  0.66667,  0.46706
12, train, -2.49258,  0.66667,  0.45605
12, validation, -2.43162,  0.66667,  0.46069
13, train, -2.39221,  0.66667,  0.44040
13, validation, -2.34877,  0.66667,  0.45667
14, train, -2.32751,  0.66667,  0.44932
14, validation, -2.26673,  0.66667,  0.45391
15, train, -2.25130,  0.66667,  0.45118
15, validation, -2.18583,  0.66667,  0.45238
16, train, -2.19681,  0.66667,  0.43892
16, validation, -2.10680,  0.66667,  0.45180
17, train, -2.11740,  0.66667,  0.45486
17, validation, -2.03069,  0.66667,  0.45200
18, train, -2.05794,  0.66667,  0.44137
18, validation, -1.95756,  0.66667,  0.45222
19, train, -1.98166,  0.66667,  0.44843
19, validation, -1.88792,  0.66667,  0.45251
20, train, -1.90714,  0.66667,  0.46059
20, validation, -1.82160,  0.66667,  0.45239
21, train, -1.83973,  0.66667,  0.45728
21, validation, -1.78967,  0.66667,  0.45212
22, train, -1.82135,  0.66667,  0.46345
22, validation, -1.75819,  0.66667,  0.45137
23, train, -1.76131,  0.66667,  0.44598
23, validation, -1.72726,  0.66667,  0.45011
24, train, -1.74737,  0.66667,  0.44838
24, validation, -1.69712,  0.66667,  0.44858
25, train, -1.75420,  0.66667,  0.45525
25, validation, -1.66751,  0.66667,  0.44665
