Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.62116,  0.28571,  1.78622
1, validation, -3.47247,  0.28571,  1.76752
2, train, -3.45219,  0.28571,  1.79660
2, validation, -3.38421,  0.28571,  1.77445
3, train, -3.39655,  0.28571,  1.82834
3, validation, -3.30255,  0.28571,  1.75544
4, train, -3.32865,  0.28571,  1.78018
4, validation, -3.22463,  0.28571,  1.73407
5, train, -3.24258,  0.28571,  1.77645
5, validation, -3.15212,  0.28571,  1.70351
6, train, -3.19623,  0.28571,  1.73783
6, validation, -3.08636,  0.42857,  1.67064
7, train, -3.06940,  0.42857,  1.67402
7, validation, -3.02858,  0.42857,  1.64276
8, train, -3.07397,  0.42857,  1.66728
8, validation, -2.97859,  0.57143,  1.61973
9, train, -3.03094,  0.42857,  1.66028
9, validation, -2.93690,  0.57143,  1.59719
10, train, -2.93142,  0.57143,  1.61063
10, validation, -2.89993,  0.57143,  1.57813
11, train, -2.99517,  0.57143,  1.64527
11, validation, -2.86349,  0.71429,  1.56363
12, train, -2.89424,  0.71429,  1.54190
12, validation, -2.82851,  0.71429,  1.55421
13, train, -2.80397,  0.57143,  1.58159
13, validation, -2.79558,  0.71429,  1.54549
14, train, -2.81745,  0.57143,  1.54634
14, validation, -2.76310,  0.71429,  1.53898
15, train, -2.80517,  0.71429,  1.53073
15, validation, -2.72950,  0.71429,  1.53818
16, train, -2.74162,  0.71429,  1.53214
16, validation, -2.69734,  0.71429,  1.54135
17, train, -2.73855,  0.71429,  1.57560
17, validation, -2.66653,  0.71429,  1.54586
18, train, -2.69454,  0.71429,  1.52330
18, validation, -2.63634,  0.71429,  1.54004
19, train, -2.65144,  0.85714,  1.49190
19, validation, -2.60817,  0.71429,  1.52523
20, train, -2.63154,  0.85714,  1.48183
20, validation, -2.58502,  0.71429,  1.50959
21, train, -2.62669,  0.71429,  1.47470
21, validation, -2.57259,  0.71429,  1.50328
22, train, -2.64633,  0.85714,  1.47288
22, validation, -2.55892,  0.71429,  1.49621
23, train, -2.56646,  0.71429,  1.49234
23, validation, -2.54400,  0.71429,  1.48614
24, train, -2.57466,  0.71429,  1.49702
24, validation, -2.52779,  0.71429,  1.47497
25, train, -2.55044,  0.85714,  1.45436
25, validation, -2.51165,  0.71429,  1.46506
