Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.78920,  0.33333,  1.73562
1, validation, -4.69917,  0.33333,  1.69689
2, train, -4.71055,  0.33333,  1.70384
2, validation, -4.66598,  0.33333,  1.67334
3, train, -4.69220,  0.33333,  1.66686
3, validation, -4.63292,  0.33333,  1.65173
4, train, -4.63344,  0.33333,  1.63484
4, validation, -4.59960,  0.33333,  1.62977
5, train, -4.60330,  0.33333,  1.65272
5, validation, -4.56638,  0.33333,  1.60752
6, train, -4.58535,  0.33333,  1.62070
6, validation, -4.53316,  0.66667,  1.58605
7, train, -4.56577,  0.66667,  1.61469
7, validation, -4.50000,  0.66667,  1.56456
8, train, -4.52292,  0.66667,  1.57576
8, validation, -4.46689,  0.66667,  1.54335
9, train, -4.50325,  0.66667,  1.55778
9, validation, -4.43381,  0.66667,  1.52241
10, train, -4.47700,  0.66667,  1.53391
10, validation, -4.40088,  0.66667,  1.50230
11, train, -4.40308,  0.66667,  1.50718
11, validation, -4.36795,  0.66667,  1.48269
12, train, -4.37003,  0.66667,  1.47288
12, validation, -4.33507,  0.66667,  1.46385
13, train, -4.40867,  0.66667,  1.52928
13, validation, -4.30246,  0.66667,  1.44597
14, train, -4.31015,  0.66667,  1.42081
14, validation, -4.26977,  0.66667,  1.42825
15, train, -4.28445,  0.66667,  1.43718
15, validation, -4.23713,  0.33333,  1.41082
16, train, -4.23722,  0.33333,  1.37519
16, validation, -4.20458,  0.33333,  1.39394
17, train, -4.24538,  0.66667,  1.45228
17, validation, -4.17214,  0.33333,  1.37727
18, train, -4.19813,  0.33333,  1.37689
18, validation, -4.13976,  0.33333,  1.36070
19, train, -4.15560,  0.66667,  1.40634
19, validation, -4.10747,  0.66667,  1.34353
20, train, -4.11475,  0.66667,  1.30443
20, validation, -4.07553,  0.66667,  1.32817
