Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.66896,  0.00000,  1.55218
1, validation, -3.63753,  0.06452,  1.53960
2, train, -3.64184,  0.12903,  1.54341
2, validation, -3.59919,  0.09677,  1.51469
3, train, -3.61046,  0.12903,  1.52829
3, validation, -3.56085,  0.09677,  1.49168
4, train, -3.55343,  0.09677,  1.49429
4, validation, -3.52351,  0.09677,  1.47235
5, train, -3.52398,  0.09677,  1.45612
5, validation, -3.48876,  0.09677,  1.45828
6, train, -3.49572,  0.09677,  1.44698
6, validation, -3.45716,  0.12903,  1.44893
7, train, -3.45082,  0.16129,  1.44699
7, validation, -3.42843,  0.22581,  1.44267
8, train, -3.42492,  0.16129,  1.43472
8, validation, -3.40155,  0.19355,  1.43808
9, train, -3.39102,  0.25806,  1.44094
9, validation, -3.37592,  0.19355,  1.43442
10, train, -3.37473,  0.22581,  1.42990
10, validation, -3.35138,  0.19355,  1.43117
11, train, -3.35483,  0.19355,  1.43077
11, validation, -3.32760,  0.22581,  1.42811
12, train, -3.33249,  0.25806,  1.42875
12, validation, -3.30443,  0.22581,  1.42528
13, train, -3.30118,  0.22581,  1.42396
13, validation, -3.28194,  0.22581,  1.42250
14, train, -3.28056,  0.22581,  1.43209
14, validation, -3.26010,  0.25806,  1.41935
15, train, -3.27215,  0.25806,  1.43455
15, validation, -3.23895,  0.25806,  1.41584
16, train, -3.24601,  0.29032,  1.42496
16, validation, -3.21858,  0.25806,  1.41214
17, train, -3.23153,  0.25806,  1.42014
17, validation, -3.19872,  0.25806,  1.40818
18, train, -3.20730,  0.29032,  1.41377
18, validation, -3.17945,  0.25806,  1.40366
19, train, -3.17325,  0.25806,  1.40289
19, validation, -3.16066,  0.25806,  1.39862
20, train, -3.17392,  0.25806,  1.41424
20, validation, -3.14250,  0.25806,  1.39273
