Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -2.81862,  0.66667,  1.52064
1, validation, -2.79696,  0.66667,  1.41395
2, train, -2.77435,  0.66667,  1.37557
2, validation, -2.76342,  0.66667,  1.31236
3, train, -2.75270,  0.66667,  1.30422
3, validation, -2.72963,  0.66667,  1.21264
4, train, -2.71670,  0.66667,  1.20221
4, validation, -2.69563,  0.66667,  1.11622
5, train, -2.71080,  0.66667,  1.16614
5, validation, -2.66144,  0.66667,  1.02319
6, train, -2.65524,  0.66667,  1.01310
6, validation, -2.62714,  0.66667,  0.93531
7, train, -2.62597,  0.66667,  0.93348
7, validation, -2.59278,  0.66667,  0.85285
8, train, -2.58720,  0.66667,  0.82086
8, validation, -2.55854,  0.66667,  0.77659
9, train, -2.55414,  0.66667,  0.76025
9, validation, -2.52423,  0.66667,  0.70602
10, train, -2.53192,  0.66667,  0.70441
10, validation, -2.49001,  0.66667,  0.64118
11, train, -2.48842,  0.66667,  0.64787
11, validation, -2.45594,  0.66667,  0.58206
12, train, -2.44760,  0.66667,  0.56360
12, validation, -2.42226,  0.66667,  0.52909
13, train, -2.42854,  0.66667,  0.54307
13, validation, -2.38892,  0.66667,  0.48169
14, train, -2.39116,  0.66667,  0.48709
14, validation, -2.35584,  0.66667,  0.43968
15, train, -2.35082,  0.66667,  0.43959
15, validation, -2.32306,  0.66667,  0.40291
16, train, -2.32749,  0.66667,  0.43089
16, validation, -2.29062,  0.66667,  0.37097
17, train, -2.29519,  0.66667,  0.37867
17, validation, -2.25848,  0.66667,  0.34370
18, train, -2.25875,  0.66667,  0.35696
18, validation, -2.22681,  0.66667,  0.32086
19, train, -2.23934,  0.66667,  0.34388
19, validation, -2.19556,  0.66667,  0.30203
20, train, -2.19460,  0.66667,  0.30483
20, validation, -2.16462,  0.66667,  0.28679
