Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.46605,  0.14286,  1.50559
1, validation, -3.45182,  0.28571,  1.57676
2, train, -3.48350,  0.28571,  1.59001
2, validation, -3.42317,  0.28571,  1.56605
3, train, -3.44224,  0.28571,  1.56339
3, validation, -3.39740,  0.28571,  1.55472
4, train, -3.38901,  0.28571,  1.53499
4, validation, -3.37368,  0.42857,  1.54313
5, train, -3.36508,  0.42857,  1.52098
5, validation, -3.35137,  0.42857,  1.53203
6, train, -3.34957,  0.42857,  1.51631
6, validation, -3.32989,  0.42857,  1.52160
7, train, -3.33147,  0.42857,  1.51684
7, validation, -3.30929,  0.42857,  1.51229
8, train, -3.31097,  0.42857,  1.51170
8, validation, -3.28908,  0.42857,  1.50425
9, train, -3.28873,  0.42857,  1.49217
9, validation, -3.26923,  0.42857,  1.49776
10, train, -3.27512,  0.42857,  1.53428
10, validation, -3.24973,  0.42857,  1.49237
11, train, -3.25101,  0.42857,  1.49301
11, validation, -3.23057,  0.42857,  1.48786
12, train, -3.22771,  0.42857,  1.48202
12, validation, -3.21193,  0.42857,  1.48399
13, train, -3.21311,  0.42857,  1.49104
13, validation, -3.19384,  0.42857,  1.48033
14, train, -3.20237,  0.42857,  1.48410
14, validation, -3.17638,  0.42857,  1.47687
15, train, -3.18523,  0.42857,  1.48899
15, validation, -3.15957,  0.42857,  1.47328
16, train, -3.15884,  0.42857,  1.46796
16, validation, -3.14351,  0.42857,  1.46968
17, train, -3.13286,  0.42857,  1.47794
17, validation, -3.12819,  0.42857,  1.46596
18, train, -3.12213,  0.42857,  1.45113
18, validation, -3.11362,  0.42857,  1.46213
19, train, -3.11873,  0.42857,  1.45637
19, validation, -3.09980,  0.42857,  1.45831
20, train, -3.10727,  0.42857,  1.46356
20, validation, -3.08672,  0.42857,  1.45418
