Epoch,Split,Log-likelihood,Accuracy,RMSE,num_events,SelectionMetric
1,train,-3.3108381093518746,,,8108,validation_loglike
1,valid,-2.9290002893518516,,,1971,validation_loglike
2,train,-3.0953890062284164,,,8108,validation_loglike
2,valid,-2.831029418759513,,,1971,validation_loglike
3,train,-2.9845547029168724,,,8108,validation_loglike
3,valid,-2.8406181625761033,,,1971,validation_loglike
4,train,-2.9875701467686238,,,8108,validation_loglike
4,valid,-2.8441877437690257,,,1971,validation_loglike
5,train,-2.9857745629316725,,,8108,validation_loglike
5,valid,-2.8421692173230593,,,1971,validation_loglike
6,train,-2.9794729164097187,,,8108,validation_loglike
6,valid,-2.8460246821093356,,,1971,validation_loglike
7,train,-2.976656446565121,,,8108,validation_loglike
7,valid,-2.8028954012874174,,,1971,validation_loglike
8,train,-2.933865954150222,,,8108,validation_loglike
8,valid,-2.7808880624524352,,,1971,validation_loglike
9,train,-2.915074954905649,,,8108,validation_loglike
9,valid,-2.776455380358955,,,1971,validation_loglike
10,train,-2.909114165793044,,,8108,validation_loglike
10,valid,-2.7654736352898275,,,1971,validation_loglike
11,train,-2.9018369203256045,,,8108,validation_loglike
11,valid,-2.742119373493785,,,1971,validation_loglike
12,train,-2.887167766403552,,,8108,validation_loglike
12,valid,-2.7405034127663623,,,1971,validation_loglike
13,train,-2.8852555924703998,,,8108,validation_loglike
13,valid,-2.7448213945966513,,,1971,validation_loglike
14,train,-2.886022340974963,,,8108,validation_loglike
14,valid,-2.7441525161719937,,,1971,validation_loglike
15,train,-2.8821264491859893,,,8108,validation_loglike
15,valid,-2.748111285514967,,,1971,validation_loglike
16,train,-2.8757665076159347,,,8108,validation_loglike
16,valid,-2.731226812214612,,,1971,validation_loglike
17,train,-2.8621500370004935,,,8108,validation_loglike
17,valid,-2.720925836742136,,,1971,validation_loglike
18,train,-2.8578802860600643,,,8108,validation_loglike
18,valid,-2.7202510127314814,,,1971,validation_loglike
19,train,-2.860385286907992,,,8108,validation_loglike
19,valid,-2.7190849346778285,,,1971,validation_loglike
20,train,-2.849782333035274,,,8108,validation_loglike
20,valid,-2.7211416119672753,,,1971,validation_loglike
21,train,-2.8481869276486185,,,8108,validation_loglike
21,valid,-2.7208819880454085,,,1971,validation_loglike
22,train,-2.848193672530217,,,8108,validation_loglike
22,valid,-2.7258406067668695,,,1971,validation_loglike
23,train,-2.847683229526394,,,8108,validation_loglike
23,valid,-2.709437230466768,,,1971,validation_loglike
24,train,-2.8375731337876173,,,8108,validation_loglike
24,valid,-2.705330069206621,,,1971,validation_loglike
25,train,-2.835295290916379,,,8108,validation_loglike
25,valid,-2.7056964659436833,,,1971,validation_loglike
26,train,-2.840037424457326,,,8108,validation_loglike
26,valid,-2.707087733066971,,,1971,validation_loglike
27,train,-2.8324472646614454,,,8108,validation_loglike
27,valid,-2.7103597872272958,,,1971,validation_loglike
28,train,-2.8387337351998028,,,8108,validation_loglike
28,valid,-2.7112996852803146,,,1971,validation_loglike
29,train,-2.8325404885606806,,,8108,validation_loglike
29,valid,-2.7095769517376964,,,1971,validation_loglike
30,train,-2.824352443188826,,,8108,validation_loglike
30,valid,-2.707486087328767,,,1971,validation_loglike
31,train,-2.823200995544524,,,8108,validation_loglike
31,valid,-2.7061255390664636,,,1971,validation_loglike
