Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.73510,  0.16129,  3.31499
1, validation, -3.46863,  0.16129,  3.15588
2, train, -3.47538,  0.16129,  3.14476
2, validation, -3.27757,  0.22581,  3.04166
3, train, -3.26958,  0.16129,  3.02247
3, validation, -3.08769,  0.22581,  2.95113
4, train, -3.10573,  0.22581,  2.95728
4, validation, -2.89438,  0.25806,  2.88596
5, train, -2.87855,  0.25806,  2.87144
5, validation, -2.69418,  0.29032,  2.83557
6, train, -2.73799,  0.25806,  2.89718
6, validation, -2.52441,  0.29032,  2.79762
7, train, -2.55385,  0.35484,  2.82201
7, validation, -2.41623,  0.38710,  2.76447
8, train, -2.45599,  0.35484,  2.78614
8, validation, -2.36977,  0.32258,  2.72755
9, train, -2.37761,  0.25806,  2.75227
9, validation, -2.31954,  0.35484,  2.68784
10, train, -2.30161,  0.35484,  2.69248
10, validation, -2.26481,  0.38710,  2.64773
11, train, -2.31214,  0.41935,  2.68460
11, validation, -2.21673,  0.38710,  2.61070
12, train, -2.22884,  0.38710,  2.62504
12, validation, -2.17557,  0.38710,  2.57319
13, train, -2.17929,  0.38710,  2.58934
13, validation, -2.13570,  0.38710,  2.53379
14, train, -2.15550,  0.38710,  2.55799
14, validation, -2.09754,  0.38710,  2.49282
15, train, -2.12126,  0.38710,  2.52427
15, validation, -2.06261,  0.38710,  2.44863
16, train, -2.08446,  0.38710,  2.48826
16, validation, -2.03261,  0.41935,  2.40155
17, train, -2.04691,  0.41935,  2.42927
17, validation, -2.00656,  0.45161,  2.35690
18, train, -2.02214,  0.45161,  2.42936
18, validation, -1.98463,  0.51613,  2.31313
19, train, -2.02341,  0.48387,  2.31812
19, validation, -1.95611,  0.48387,  2.28592
20, train, -1.95829,  0.48387,  2.30004
20, validation, -1.92699,  0.48387,  2.26071
21, train, -1.93658,  0.48387,  2.27206
21, validation, -1.91148,  0.48387,  2.25039
22, train, -1.93831,  0.48387,  2.29739
22, validation, -1.89621,  0.48387,  2.23933
23, train, -1.90905,  0.48387,  2.23390
23, validation, -1.88036,  0.48387,  2.23087
24, train, -1.89858,  0.48387,  2.23451
24, validation, -1.86532,  0.48387,  2.22376
25, train, -1.88369,  0.48387,  2.21609
25, validation, -1.85123,  0.48387,  2.21642
