regime_id,first_task,return_task,shift_type,first_pre_nll,first_post_nll,return_pre_nll,first_gain_nll,rrr,status
A_1,0,3,exact_recurrence,8.53568,3.14679,3.612,5.388889999999999,0.9136723889335281,available
A_1,0,8,long_gap_recurrence,8.53568,3.14679,3.14614,5.388889999999999,1.0001206185318312,available
