Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -6.67487,  0.00000,  6.46759
1, validation, -6.44213,  0.00000,  6.38926
2, train, -6.53451,  0.00000,  6.38562
2, validation, -6.32681,  0.00000,  6.30853
3, train, -6.42982,  0.00000,  6.32456
3, validation, -6.21660,  0.00000,  6.22605
4, train, -6.28429,  0.00000,  6.22619
4, validation, -6.11131,  0.00000,  6.14211
5, train, -6.15483,  0.00000,  6.14791
5, validation, -6.01062,  0.00000,  6.05729
6, train, -6.06574,  0.33333,  6.07201
6, validation, -5.91417,  0.33333,  5.97199
7, train, -5.98787,  0.33333,  5.98483
7, validation, -5.82172,  0.33333,  5.88685
8, train, -5.90800,  0.33333,  5.90068
8, validation, -5.73298,  0.33333,  5.80245
9, train, -5.79619,  0.33333,  5.81186
9, validation, -5.64776,  0.33333,  5.71908
10, train, -5.73052,  0.33333,  5.74113
10, validation, -5.56594,  0.33333,  5.63713
11, train, -5.61281,  0.33333,  5.65484
11, validation, -5.48729,  0.33333,  5.55699
12, train, -5.57445,  0.33333,  5.60557
12, validation, -5.41163,  0.33333,  5.47911
13, train, -5.52808,  0.33333,  5.50079
13, validation, -5.33895,  0.33333,  5.40388
14, train, -5.40365,  0.33333,  5.42401
14, validation, -5.26905,  0.33333,  5.33156
15, train, -5.30343,  0.33333,  5.34939
15, validation, -5.20190,  0.33333,  5.26244
16, train, -5.24336,  0.33333,  5.27937
16, validation, -5.13724,  0.33333,  5.19689
17, train, -5.19118,  0.33333,  5.20266
17, validation, -5.07509,  0.33333,  5.13509
18, train, -5.13009,  0.33333,  5.14029
18, validation, -5.01522,  0.33333,  5.07736
19, train, -5.06988,  0.33333,  5.08187
19, validation, -4.95746,  0.33333,  5.02397
20, train, -5.02482,  0.33333,  5.03027
20, validation, -4.90179,  0.33333,  4.97500
