Epoch,Split,Log-likelihood,RMSE,Accuracy,NumEvents,RMSE NumEvents,LearningRate
1,train,-9.076488864037298,3.1753189542949127,0.25806451612903225,31,31,0.001
1,valid,-9.076488864037298,1.7425942946888286,0.1935483870967742,31,31,0.001
2,train,-9.016339701990928,3.2231073273021753,0.3548387096774194,31,31,0.001
2,valid,-9.016339701990928,1.7526994970698,0.25806451612903225,31,31,0.001
3,train,-8.953762915826612,3.268144340216696,0.3548387096774194,31,31,0.001
3,valid,-8.953762915826612,1.5641547909461175,0.3225806451612903,31,31,0.001
4,train,-8.887900075604838,3.310919172584724,0.3225806451612903,31,31,0.001
4,valid,-8.887900075604838,1.5724714899161265,0.3548387096774194,31,31,0.001
5,train,-8.817855342741936,3.35288649806232,0.3225806451612903,31,31,0.001
5,valid,-8.817855342741936,1.5839088227402518,0.3548387096774194,31,31,0.001
6,train,-8.743221159904234,3.3966680019726687,0.3225806451612903,31,31,0.001
6,valid,-8.743221159904234,1.5957416441362051,0.3548387096774194,31,31,0.001
7,train,-8.66439720892137,3.4451892041887584,0.3225806451612903,31,31,0.001
7,valid,-8.66439720892137,1.600463701550222,0.3548387096774194,31,31,0.001
8,train,-8.581825502457157,3.5005415396411923,0.3225806451612903,31,31,0.001
8,valid,-8.581825502457157,1.6171438227018249,0.3548387096774194,31,31,0.001
9,train,-8.493210331086189,3.562962137761709,0.3225806451612903,31,31,0.001
9,valid,-8.493210331086189,1.6385380141243195,0.3548387096774194,31,31,0.001
10,train,-8.388797883064516,3.4768418302517308,0.3225806451612903,31,31,0.001
10,valid,-8.388797883064516,1.6678350639558865,0.3548387096774194,31,31,0.001
11,train,-8.269914196383569,3.4977018484665225,0.3225806451612903,31,31,0.001
11,valid,-8.269914196383569,1.6770969890430107,0.3548387096774194,31,31,0.001
12,train,-8.137234595514112,3.4928897763499984,0.3225806451612903,31,31,0.001
12,valid,-8.137234595514112,1.6612928242937863,0.3548387096774194,31,31,0.001
13,train,-7.9859171221333165,3.4387964930429535,0.3225806451612903,31,31,0.001
13,valid,-7.9859171221333165,1.6323855843343327,0.3548387096774194,31,31,0.001
14,train,-7.794841151083669,3.147724520047436,0.3225806451612903,31,31,0.001
14,valid,-7.794841151083669,1.6103851178152453,0.3548387096774194,31,31,0.001
15,train,-7.5134764640561995,3.084486949814116,0.3225806451612903,31,31,0.001
15,valid,-7.5134764640561995,1.5932929235904907,0.3548387096774194,31,31,0.001
16,train,-7.2458067863218245,3.0526376503867882,0.3225806451612903,31,31,0.001
16,valid,-7.2458067863218245,1.570754876452383,0.3548387096774194,31,31,0.001
17,train,-6.985120219569052,2.949089818400492,0.3225806451612903,31,31,0.001
17,valid,-6.985120219569052,1.5413525279875608,0.3548387096774194,31,31,0.001
18,train,-6.7288980791645665,2.7746685562924855,0.3225806451612903,31,31,0.001
18,valid,-6.7288980791645665,1.4965409624382302,0.3548387096774194,31,31,0.001
19,train,-6.469186106035786,2.5441140815229626,0.3225806451612903,31,31,0.001
19,valid,-6.469186106035786,1.586633495281533,0.3548387096774194,31,31,0.001
20,train,-6.212330479775706,2.382564705683859,0.3548387096774194,31,31,0.001
20,valid,-6.212330479775706,1.6003122271178374,0.3548387096774194,31,31,0.001
21,train,-6.0895932105279735,2.359309178644191,0.3548387096774194,31,31,0.001
21,valid,-6.0895932105279735,1.6170073806162308,0.3548387096774194,31,31,0.001
22,train,-5.9922214631111395,2.367523809516553,0.3548387096774194,31,31,0.001
22,valid,-5.9922214631111395,1.644660171250219,0.3548387096774194,31,31,0.001
23,train,-5.889835480720766,2.3818435901915014,0.3548387096774194,31,31,0.001
23,valid,-5.889835480720766,1.6614035577649497,0.3548387096774194,31,31,0.001
24,train,-5.787200927734375,2.39864640980999,0.3548387096774194,31,31,0.001
24,valid,-5.787200927734375,1.6820037919572728,0.3548387096774194,31,31,0.001
25,train,-5.662819154800907,2.4112366750512897,0.3548387096774194,31,31,0.001
25,valid,-5.662819154800907,1.6851647556689346,0.3548387096774194,31,31,0.001
