Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -5.03800,  0.28571,  2.75909
1, validation, -4.94770,  0.28571,  2.73426
2, train, -4.98503,  0.28571,  2.73031
2, validation, -4.90028,  0.28571,  2.70431
3, train, -4.92733,  0.28571,  2.71166
3, validation, -4.85528,  0.28571,  2.67498
4, train, -4.90024,  0.28571,  2.68807
4, validation, -4.81264,  0.28571,  2.64679
5, train, -4.83898,  0.28571,  2.65032
5, validation, -4.77212,  0.28571,  2.62044
6, train, -4.79075,  0.28571,  2.62711
6, validation, -4.73349,  0.28571,  2.59631
7, train, -4.77754,  0.28571,  2.60143
7, validation, -4.69655,  0.28571,  2.57488
8, train, -4.72914,  0.28571,  2.58258
8, validation, -4.66107,  0.28571,  2.55649
9, train, -4.68521,  0.28571,  2.56707
9, validation, -4.62700,  0.28571,  2.54089
10, train, -4.66130,  0.28571,  2.54675
10, validation, -4.59418,  0.28571,  2.52792
11, train, -4.61183,  0.28571,  2.53433
11, validation, -4.56242,  0.42857,  2.51758
12, train, -4.58655,  0.42857,  2.52757
12, validation, -4.53162,  0.42857,  2.50964
13, train, -4.54974,  0.57143,  2.51303
13, validation, -4.50166,  0.28571,  2.50383
14, train, -4.51910,  0.28571,  2.50581
14, validation, -4.47249,  0.28571,  2.49985
15, train, -4.48416,  0.28571,  2.50233
15, validation, -4.44414,  0.28571,  2.49729
16, train, -4.45319,  0.28571,  2.49161
16, validation, -4.41656,  0.28571,  2.49578
17, train, -4.45643,  0.28571,  2.49147
17, validation, -4.38971,  0.28571,  2.49491
18, train, -4.43711,  0.28571,  2.50575
18, validation, -4.36353,  0.28571,  2.49435
19, train, -4.38567,  0.28571,  2.49473
19, validation, -4.33801,  0.28571,  2.49386
20, train, -4.37512,  0.28571,  2.49912
20, validation, -4.31315,  0.28571,  2.49321
