Epoch,Split,Log-likelihood,Accuracy,RMSE,num_events,SelectionMetric
1,train,-2.838622062436996,,,31,validation_loglike
1,valid,-2.459112844159526,,,31,validation_loglike
2,train,-2.5302946029170865,,,31,validation_loglike
2,valid,-2.1723896149666078,,,31,validation_loglike
3,train,-2.2317052041330645,,,31,validation_loglike
3,valid,-2.0537426856256302,,,31,validation_loglike
4,train,-2.0452488314720894,,,31,validation_loglike
4,valid,-1.9464953022618448,,,31,validation_loglike
5,train,-1.9449929268129411,,,31,validation_loglike
5,valid,-1.8584419988816785,,,31,validation_loglike
6,train,-1.9599168838993195,,,31,validation_loglike
6,valid,-1.747804703251008,,,31,validation_loglike
7,train,-1.834197013608871,,,31,validation_loglike
7,valid,-1.6636795536164315,,,31,validation_loglike
8,train,-1.6457958836709299,,,31,validation_loglike
8,valid,-1.625000246109501,,,31,validation_loglike
9,train,-1.6370288479712702,,,31,validation_loglike
9,valid,-1.5890345419606855,,,31,validation_loglike
10,train,-1.6279992134340349,,,31,validation_loglike
10,valid,-1.498413578156502,,,31,validation_loglike
11,train,-1.5182379445722025,,,31,validation_loglike
11,valid,-1.4250941122731855,,,31,validation_loglike
12,train,-1.4493205162786669,,,31,validation_loglike
12,valid,-1.347591769310736,,,31,validation_loglike
13,train,-1.3806116657872354,,,31,validation_loglike
13,valid,-1.321410394483997,,,31,validation_loglike
14,train,-1.3644828796386719,,,31,validation_loglike
14,valid,-1.1978028820407005,,,31,validation_loglike
15,train,-1.2694938413558468,,,31,validation_loglike
15,valid,-1.132264168031754,,,31,validation_loglike
16,train,-1.1779210490565146,,,31,validation_loglike
16,valid,-1.058990724625126,,,31,validation_loglike
17,train,-1.017463868664157,,,31,validation_loglike
17,valid,-0.9703263928813319,,,31,validation_loglike
18,train,-0.9996298513104839,,,31,validation_loglike
18,valid,-0.8795590554514239,,,31,validation_loglike
19,train,-1.0037702129733177,,,31,validation_loglike
19,valid,-0.8018081418929561,,,31,validation_loglike
20,train,-0.9486706026138798,,,31,validation_loglike
20,valid,-0.7147487517326109,,,31,validation_loglike
21,train,-0.7391935163928617,,,31,validation_loglike
21,valid,-0.6381939918764176,,,31,validation_loglike
22,train,-0.721648185483871,,,31,validation_loglike
22,valid,-0.5959406206684728,,,31,validation_loglike
23,train,-0.7256215003228956,,,31,validation_loglike
23,valid,-0.47750823728499875,,,31,validation_loglike
24,train,-0.6188147760206654,,,31,validation_loglike
24,valid,-0.42720360909738847,,,31,validation_loglike
25,train,-0.48211230001141947,,,31,validation_loglike
25,valid,-0.4128585938484438,,,31,validation_loglike
26,train,-0.4398151520759829,,,31,validation_loglike
26,valid,-0.3357871886222593,,,31,validation_loglike
27,train,-0.38221925304782006,,,31,validation_loglike
27,valid,-0.1640753899851153,,,31,validation_loglike
