Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -2.99383,  0.00000,  0.37689
1, validation, -3.01147,  0.00000,  0.72979
2, train, -2.87990,  0.00000,  0.53469
2, validation, -2.77984,  0.00000,  0.54736
3, train, -2.77490,  0.00000,  0.52102
3, validation, -2.53284,  1.00000,  0.36303
4, train, -2.77536,  1.00000,  0.94329
4, validation, -2.32065,  1.00000,  0.19477
5, train, -2.28928,  1.00000,  0.32480
5, validation, -2.15157,  1.00000,  0.05179
6, train, -2.13222,  1.00000,  0.00969
6, validation, -2.01433,  1.00000,  0.01677
7, train, -2.01752,  1.00000,  0.00543
7, validation, -1.88811,  1.00000,  0.04165
8, train, -1.84395,  1.00000,  0.14028
8, validation, -1.78082,  1.00000,  0.06422
9, train, -1.92789,  1.00000,  0.06660
9, validation, -1.68166,  1.00000,  0.06173
10, train, -1.76406,  1.00000,  0.12955
10, validation, -1.58962,  1.00000,  0.03854
11, train, -1.66199,  1.00000,  0.12224
11, validation, -1.50936,  1.00000,  0.00128
12, train, -1.49113,  1.00000,  0.05089
12, validation, -1.44387,  1.00000,  0.03512
13, train, -1.53697,  1.00000,  0.09784
13, validation, -1.38949,  1.00000,  0.07528
14, train, -1.39849,  1.00000,  0.06161
14, validation, -1.34296,  1.00000,  0.10592
15, train, -1.35552,  1.00000,  0.12137
15, validation, -1.30126,  1.00000,  0.12156
16, train, -1.36176,  1.00000,  0.19966
16, validation, -1.26380,  1.00000,  0.11927
17, train, -1.29453,  1.00000,  0.00029
17, validation, -1.23111,  1.00000,  0.12072
18, train, -1.24588,  1.00000,  0.12342
18, validation, -1.20268,  1.00000,  0.10979
19, train, -1.21751,  1.00000,  0.06476
19, validation, -1.17845,  1.00000,  0.09647
20, train, -1.20087,  1.00000,  0.16460
20, validation, -1.15985,  1.00000,  0.06578
21, train, -1.16754,  1.00000,  0.07928
21, validation, -1.15274,  1.00000,  0.04646
22, train, -1.18781,  1.00000,  0.05252
22, validation, -1.14528,  1.00000,  0.03793
23, train, -1.15319,  1.00000,  0.02539
23, validation, -1.13744,  1.00000,  0.03637
24, train, -1.14035,  1.00000,  0.04171
24, validation, -1.12934,  1.00000,  0.03632
25, train, -1.13635,  1.00000,  0.02538
25, validation, -1.12074,  1.00000,  0.04294
