Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.62027,  0.00000,  1.71608
1, validation, -3.46885,  0.00000,  1.57608
2, train, -3.46189,  0.00000,  1.56518
2, validation, -3.31876,  0.19355,  1.42149
3, train, -3.30441,  0.16129,  1.40133
3, validation, -3.17168,  0.35484,  1.28070
4, train, -3.16893,  0.35484,  1.27446
4, validation, -3.02289,  0.35484,  1.16791
5, train, -3.01671,  0.35484,  1.15870
5, validation, -2.87047,  0.35484,  1.08414
6, train, -2.87208,  0.35484,  1.07996
6, validation, -2.71329,  0.35484,  1.02451
7, train, -2.71225,  0.35484,  1.02034
7, validation, -2.55396,  0.35484,  0.98251
8, train, -2.57072,  0.38710,  0.98503
8, validation, -2.41647,  0.38710,  0.95801
9, train, -2.40068,  0.38710,  0.95621
9, validation, -2.31685,  0.35484,  0.94574
10, train, -2.33876,  0.38710,  0.95566
10, validation, -2.25146,  0.41935,  0.94018
11, train, -2.28070,  0.29032,  0.93910
11, validation, -2.20546,  0.38710,  0.93887
12, train, -2.18802,  0.45161,  0.93900
12, validation, -2.15969,  0.38710,  0.93913
13, train, -2.18456,  0.38710,  0.93668
13, validation, -2.10720,  0.38710,  0.93955
14, train, -2.09638,  0.41935,  0.94212
14, validation, -2.05002,  0.35484,  0.94011
15, train, -2.04435,  0.41935,  0.93621
15, validation, -1.99304,  0.45161,  0.94101
16, train, -2.01005,  0.35484,  0.93780
16, validation, -1.94035,  0.41935,  0.94189
17, train, -1.94998,  0.38710,  0.94239
17, validation, -1.89249,  0.41935,  0.94266
18, train, -1.89727,  0.41935,  0.94379
18, validation, -1.84735,  0.41935,  0.94326
19, train, -1.84695,  0.45161,  0.93867
19, validation, -1.80440,  0.41935,  0.94371
20, train, -1.81353,  0.35484,  0.94558
20, validation, -1.76265,  0.41935,  0.94384
21, train, -1.76609,  0.45161,  0.94142
21, validation, -1.74162,  0.48387,  0.94377
22, train, -1.76177,  0.45161,  0.94559
22, validation, -1.72032,  0.54839,  0.94357
23, train, -1.71114,  0.45161,  0.94104
23, validation, -1.69895,  0.51613,  0.94322
24, train, -1.69906,  0.51613,  0.93935
24, validation, -1.67766,  0.48387,  0.94274
25, train, -1.69390,  0.41935,  0.94419
25, validation, -1.65645,  0.45161,  0.94191
