Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.76825,  0.66667,  3.42355
1, validation, -4.32389,  0.66667,  3.25997
2, train, -4.23936,  0.66667,  3.17306
2, validation, -4.03589,  0.66667,  3.09992
3, train, -4.21634,  0.66667,  3.15040
3, validation, -3.84546,  0.66667,  2.94596
4, train, -3.86026,  0.66667,  2.86895
4, validation, -3.71015,  0.66667,  2.81894
5, train, -3.77013,  1.00000,  2.91626
5, validation, -3.59771,  0.66667,  2.69223
6, train, -3.64281,  1.00000,  2.78812
6, validation, -3.50260,  1.00000,  2.57771
7, train, -3.55444,  1.00000,  2.57551
7, validation, -3.41591,  1.00000,  2.47693
8, train, -3.46728,  1.00000,  2.50975
8, validation, -3.33395,  1.00000,  2.37977
9, train, -3.44952,  1.00000,  2.47005
9, validation, -3.25654,  1.00000,  2.28281
10, train, -3.27851,  0.66667,  2.32729
10, validation, -3.18302,  1.00000,  2.18365
11, train, -3.21054,  0.66667,  2.25710
11, validation, -3.11735,  1.00000,  2.07958
12, train, -3.19065,  1.00000,  2.10104
12, validation, -3.05664,  1.00000,  1.97576
13, train, -3.10435,  1.00000,  2.00767
13, validation, -2.99859,  1.00000,  1.87076
14, train, -3.02734,  1.00000,  1.90466
14, validation, -2.93743,  1.00000,  1.78053
15, train, -2.95750,  1.00000,  1.81865
15, validation, -2.88549,  1.00000,  1.69464
16, train, -2.96515,  1.00000,  1.72201
16, validation, -2.84222,  1.00000,  1.59329
17, train, -2.90956,  1.00000,  1.73305
17, validation, -2.80534,  1.00000,  1.49086
18, train, -2.84876,  1.00000,  1.68001
18, validation, -2.78312,  1.00000,  1.38030
19, train, -2.79024,  1.00000,  1.62822
19, validation, -2.76338,  1.00000,  1.27685
20, train, -2.80559,  1.00000,  1.28235
20, validation, -2.72538,  1.00000,  1.19778
21, train, -2.74462,  1.00000,  1.27646
21, validation, -2.70344,  1.00000,  1.16633
22, train, -2.73566,  1.00000,  1.23804
22, validation, -2.67934,  1.00000,  1.14695
23, train, -2.67791,  1.00000,  1.21982
23, validation, -2.65898,  1.00000,  1.13043
24, train, -2.67276,  1.00000,  1.20286
24, validation, -2.64195,  1.00000,  1.10677
25, train, -2.66303,  1.00000,  1.20332
25, validation, -2.62853,  1.00000,  1.07050
