Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -2.99701,  0.33333,  1.94701
1, validation, -2.72718,  0.66667,  1.58578
2, train, -2.83940,  0.66667,  1.62074
2, validation, -2.41947,  0.66667,  1.23643
3, train, -2.41459,  0.66667,  1.25863
3, validation, -2.14498,  0.66667,  0.92075
4, train, -2.16592,  0.66667,  0.90955
4, validation, -1.89006,  0.66667,  0.64824
5, train, -1.99201,  0.66667,  0.70806
5, validation, -1.67335,  0.66667,  0.43913
6, train, -1.74974,  0.66667,  0.47538
6, validation, -1.51163,  0.66667,  0.29937
7, train, -1.52477,  0.66667,  0.30128
7, validation, -1.39390,  0.66667,  0.22703
8, train, -1.39415,  0.66667,  0.20795
8, validation, -1.31324,  0.66667,  0.21477
9, train, -1.35000,  0.66667,  0.22457
9, validation, -1.25871,  0.66667,  0.23083
10, train, -1.26494,  0.66667,  0.23844
10, validation, -1.21609,  0.66667,  0.25190
11, train, -1.24655,  0.66667,  0.28331
11, validation, -1.17314,  0.66667,  0.26493
12, train, -1.22353,  0.66667,  0.27681
12, validation, -1.12565,  0.66667,  0.27057
13, train, -1.13973,  0.66667,  0.26900
13, validation, -1.07806,  0.66667,  0.26961
14, train, -1.06799,  0.66667,  0.26756
14, validation, -1.03226,  1.00000,  0.26318
15, train, -1.05114,  0.66667,  0.26418
15, validation, -0.98933,  1.00000,  0.25092
16, train, -1.04204,  1.00000,  0.25733
16, validation, -0.95080,  1.00000,  0.23414
17, train, -0.96078,  1.00000,  0.22494
17, validation, -0.91675,  1.00000,  0.21519
18, train, -0.94952,  1.00000,  0.17035
18, validation, -0.88508,  1.00000,  0.19750
19, train, -0.89860,  1.00000,  0.21077
19, validation, -0.85637,  1.00000,  0.18022
20, train, -0.86506,  1.00000,  0.19787
20, validation, -0.82819,  1.00000,  0.16507
21, train, -0.85082,  1.00000,  0.13117
21, validation, -0.81502,  1.00000,  0.15992
22, train, -0.85066,  1.00000,  0.18067
22, validation, -0.80116,  1.00000,  0.15573
23, train, -0.81255,  1.00000,  0.18564
23, validation, -0.78651,  1.00000,  0.15247
24, train, -0.79498,  1.00000,  0.14190
24, validation, -0.77179,  1.00000,  0.15046
25, train, -0.79000,  1.00000,  0.14985
25, validation, -0.75774,  1.00000,  0.14972
