checkpoint_task,checkpoint,eval_name,regime_id,variant,protocol,memory_view,nll_per_event,accuracy,local_time_mae
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_00_best.pt,anchor_A_1,A_1,fast_adapt/full,fast_adapt,full,3.0243536357339353,0.3325398714591764,1.2092609564425463
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_00_best.pt,anchor_B_1,B_1,fast_adapt/full,fast_adapt,full,3.8454882481022175,0.07390791027154664,1.463844378582843
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_00_best.pt,anchor_C_1,C_1,fast_adapt/full,fast_adapt,full,3.2573561948605474,0.14350567465321565,1.0761067090990564
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_00_best.pt,anchor_B_prime_1,B_prime_1,fast_adapt/full,fast_adapt,full,3.7987100642963045,0.07840828820343772,1.4621204639396193
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_00_best.pt,anchor_A_2,A_2,fast_adapt/full,fast_adapt,full,3.1540994229317896,0.3042505592841163,1.213020557495542
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_00_best.pt,anchor_X_transient,X_transient,fast_adapt/full,fast_adapt,full,3.1742397819335704,0.2533904354032834,1.1303058018889736
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_00_best.pt,anchor_A_merge,A_merge,fast_adapt/full,fast_adapt,full,3.01283378674717,0.32553088803088803,1.145771228208505
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_00_best.pt,anchor_E_1,E_1,fast_adapt/full,fast_adapt,full,3.418826995267042,0.15075868820362212,1.1055062957330481
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_01_best.pt,anchor_A_1,A_1,fast_adapt/full,fast_adapt,full,3.3754274095418593,0.15996191383004046,1.228385257879855
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_01_best.pt,anchor_B_1,B_1,fast_adapt/full,fast_adapt,full,3.1807610377792486,0.26092089728453366,1.198256765318311
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_01_best.pt,anchor_C_1,C_1,fast_adapt/full,fast_adapt,full,3.0972251940194475,0.20226986128625474,0.9983822816557721
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_01_best.pt,anchor_B_prime_1,B_prime_1,fast_adapt/full,fast_adapt,full,3.1628744881209805,0.24252413468330586,1.205298490010067
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_01_best.pt,anchor_A_2,A_2,fast_adapt/full,fast_adapt,full,3.4683874017884713,0.11384538901317424,1.2228144859752044
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_01_best.pt,anchor_X_transient,X_transient,fast_adapt/full,fast_adapt,full,3.387984644989442,0.12824173209612183,1.1204072478950349
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_01_best.pt,anchor_A_merge,A_merge,fast_adapt/full,fast_adapt,full,3.362262434941001,0.14816602316602318,1.161999784381233
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_01_best.pt,anchor_E_1,E_1,fast_adapt/full,fast_adapt,full,3.305975340303112,0.1311796377875673,1.0435462919917693
