baseline_checkpoint_task,baseline_nll_per_event,best_nll_since_first_seen,bwt_nll,checkpoint_task,current_nll_per_event,first_seen_task,forgetting_nll,regime_id,variant
0,3.0244728220953485,3.0244728220953485,,0,3.0244728220953485,0,0.0,A_1,frozen/full
0,3.0244728220953485,3.0244728220953485,-0.3516957156574745,1,3.376168537752823,0,0.3516957156574745,A_1,frozen/full
1,3.1808946017250683,3.1808946017250683,,1,3.1808946017250683,1,0.0,B_1,frozen/full
0,3.0244728220953485,3.0244728220953485,-0.35156922134947877,2,3.3760420434448273,0,0.35156922134947877,A_1,frozen/full
1,3.1808946017250683,3.1808946017250683,-0.22802404158230782,2,3.408918643307376,1,0.22802404158230782,B_1,frozen/full
2,2.5772761745380723,2.5772761745380723,,2,2.5772761745380723,2,0.0,C_1,frozen/full
0,3.0244728220953485,3.0244728220953485,-0.055992208188898385,3,3.080465030284247,0,0.055992208188898385,A_1,frozen/full
1,3.1808946017250683,3.1808946017250683,-0.3279325410917209,3,3.508827142816789,1,0.3279325410917209,B_1,frozen/full
2,2.5772761745380723,2.5772761745380723,-0.22862734512002003,3,2.8059035196580924,2,0.22862734512002003,C_1,frozen/full
0,3.0244728220953485,3.0244728220953485,-0.11115686588700502,4,3.1356296879823535,0,0.11115686588700502,A_1,frozen/full
1,3.1808946017250683,3.1808946017250683,-0.03131262949253344,4,3.2122072312176018,1,0.03131262949253344,B_1,frozen/full
4,3.1689157326529664,3.1689157326529664,,4,3.1689157326529664,4,0.0,B_prime_1,frozen/full
2,2.5772761745380723,2.5772761745380723,-0.21975758998721728,4,2.7970337645252896,2,0.21975758998721728,C_1,frozen/full
0,3.0244728220953485,2.940566731475416,0.0839060906199327,5,2.940566731475416,0,0.0,A_1,frozen/full
5,3.063540256470849,3.063540256470849,,5,3.063540256470849,5,0.0,A_2,frozen/full
1,3.1808946017250683,3.1808946017250683,-0.20133518727920707,5,3.3822297890042754,1,0.20133518727920707,B_1,frozen/full
4,3.1689157326529664,3.1689157326529664,-0.15809588952150966,5,3.327011622174476,4,0.15809588952150966,B_prime_1,frozen/full
2,2.5772761745380723,2.5772761745380723,-0.5402233763570896,5,3.117499550895162,2,0.5402233763570896,C_1,frozen/full
0,3.0244728220953485,2.940566731475416,-0.19335447337280653,6,3.217827295468155,0,0.27726056399273924,A_1,frozen/full
5,3.063540256470849,3.063540256470849,-0.26743256533113335,6,3.3309728218019825,5,0.26743256533113335,A_2,frozen/full
1,3.1808946017250683,3.1808946017250683,-0.2402987645677297,6,3.421193366292798,1,0.2402987645677297,B_1,frozen/full
4,3.1689157326529664,3.1689157326529664,-0.19283917676091678,6,3.361754909413883,4,0.19283917676091678,B_prime_1,frozen/full
2,2.5772761745380723,2.5772761745380723,-0.012550285695329677,6,2.589826460233402,2,0.012550285695329677,C_1,frozen/full
0,3.0244728220953485,2.940566731475416,-0.07491404009671232,7,3.099386862192061,0,0.15882013071664502,A_1,frozen/full
5,3.063540256470849,3.063540256470849,-0.138290940070668,7,3.201831196541517,5,0.138290940070668,A_2,frozen/full
7,3.0853530743867736,3.0853530743867736,,7,3.0853530743867736,7,0.0,A_merge,frozen/full
1,3.1808946017250683,3.1808946017250683,-0.2179188986173628,7,3.398813500342431,1,0.2179188986173628,B_1,frozen/full
4,3.1689157326529664,3.1689157326529664,-0.17992772443002059,7,3.348843457082987,4,0.17992772443002059,B_prime_1,frozen/full
2,2.5772761745380723,2.5772761745380723,-0.17152694375036948,7,2.748803118288442,2,0.17152694375036948,C_1,frozen/full
0,3.0244728220953485,2.940566731475416,-0.02564430373023141,8,3.05011712582558,0,0.10955039435016412,A_1,frozen/full
5,3.063540256470849,3.063540256470849,-0.09825478292299739,8,3.1617950393938465,5,0.09825478292299739,A_2,frozen/full
7,3.0853530743867736,3.038860917551637,0.04649215683513663,8,3.038860917551637,7,0.0,A_merge,frozen/full
1,3.1808946017250683,3.1808946017250683,-0.24061400718643933,8,3.4215086089115077,1,0.24061400718643933,B_1,frozen/full
4,3.1689157326529664,3.1689157326529664,-0.19767302604515402,8,3.3665887586981205,4,0.19767302604515402,B_prime_1,frozen/full
2,2.5772761745380723,2.5772761745380723,-0.1792548238554641,8,2.7565309983935364,2,0.1792548238554641,C_1,frozen/full
0,3.0244728220953485,2.940566731475416,-0.1465963278745246,9,3.171069149969873,0,0.2305024184944573,A_1,frozen/full
5,3.063540256470849,3.063540256470849,-0.22061147744342113,9,3.2841517339142703,5,0.22061147744342113,A_2,frozen/full
7,3.0853530743867736,3.038860917551637,-0.07211193799051996,9,3.1574650123772936,7,0.11860409482565659,A_merge,frozen/full
1,3.1808946017250683,3.1808946017250683,-0.0793190948234117,9,3.26021369654848,1,0.0793190948234117,B_1,frozen/full
4,3.1689157326529664,3.1689157326529664,-0.03641022641096825,9,3.2053259590639347,4,0.03641022641096825,B_prime_1,frozen/full
2,2.5772761745380723,2.5772761745380723,-0.2698605204289981,9,2.8471366949670704,2,0.2698605204289981,C_1,frozen/full
9,2.953994483966426,2.953994483966426,,9,2.953994483966426,9,0.0,E_1,frozen/full
