Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.68936,  0.20000,  2.61863
1, validation, -3.45643,  0.46667,  2.55951
2, train, -3.46023,  0.46667,  2.57249
2, validation, -3.24247,  0.46667,  2.50428
3, train, -3.26009,  0.46667,  2.55183
3, validation, -3.10273,  0.46667,  2.47980
4, train, -3.10923,  0.46667,  2.52849
4, validation, -2.99829,  0.46667,  2.46110
5, train, -3.02446,  0.46667,  2.50790
5, validation, -2.90483,  0.46667,  2.43663
6, train, -2.90864,  0.46667,  2.45284
6, validation, -2.82136,  0.40000,  2.40898
7, train, -2.79128,  0.40000,  2.35968
7, validation, -2.74045,  0.66667,  2.38026
8, train, -2.75810,  0.53333,  2.40824
8, validation, -2.65854,  0.66667,  2.34874
9, train, -2.69911,  0.66667,  2.36545
9, validation, -2.57820,  0.66667,  2.31514
10, train, -2.58971,  0.66667,  2.31980
10, validation, -2.50479,  0.66667,  2.28070
11, train, -2.50252,  0.60000,  2.27215
11, validation, -2.44087,  0.73333,  2.24689
12, train, -2.45961,  0.73333,  2.26422
12, validation, -2.38599,  0.66667,  2.21280
13, train, -2.42667,  0.66667,  2.20939
13, validation, -2.33979,  0.73333,  2.17654
14, train, -2.33414,  0.73333,  2.15740
14, validation, -2.30144,  0.73333,  2.13947
15, train, -2.31113,  0.60000,  2.10885
15, validation, -2.26452,  0.73333,  2.10859
16, train, -2.26193,  0.73333,  2.11943
16, validation, -2.22803,  0.73333,  2.07807
17, train, -2.24508,  0.73333,  2.10072
17, validation, -2.18787,  0.73333,  2.05369
18, train, -2.21649,  0.73333,  2.13775
18, validation, -2.15341,  0.73333,  2.01941
19, train, -2.20229,  0.73333,  2.09724
19, validation, -2.11645,  0.73333,  1.99693
20, train, -2.09642,  0.73333,  1.98642
20, validation, -2.08098,  0.73333,  1.96879
21, train, -2.09242,  0.73333,  1.95885
21, validation, -2.06324,  0.73333,  1.95858
22, train, -2.06557,  0.73333,  1.98956
22, validation, -2.04474,  0.73333,  1.94138
23, train, -2.07973,  0.73333,  1.93526
23, validation, -2.02431,  0.73333,  1.91766
24, train, -2.03535,  0.73333,  1.98422
24, validation, -2.00591,  0.73333,  1.88499
25, train, -1.99804,  0.73333,  1.92268
25, validation, -1.98917,  0.73333,  1.85167
