Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.81444,  0.00000,  1.66746
1, validation, -3.81872,  0.20000,  1.67599
2, train, -3.84001,  0.26667,  1.67692
2, validation, -3.79669,  0.20000,  1.67183
3, train, -3.79510,  0.20000,  1.66779
3, validation, -3.77570,  0.20000,  1.66919
4, train, -3.77755,  0.20000,  1.68460
4, validation, -3.75563,  0.20000,  1.66847
5, train, -3.75246,  0.20000,  1.66842
5, validation, -3.73629,  0.20000,  1.66827
6, train, -3.72496,  0.26667,  1.65707
6, validation, -3.71735,  0.26667,  1.66816
7, train, -3.71559,  0.26667,  1.65792
7, validation, -3.69849,  0.26667,  1.66828
8, train, -3.70258,  0.26667,  1.66452
8, validation, -3.67957,  0.26667,  1.66841
9, train, -3.66420,  0.26667,  1.67909
9, validation, -3.66065,  0.26667,  1.66832
10, train, -3.65312,  0.26667,  1.66064
10, validation, -3.64176,  0.26667,  1.66806
11, train, -3.63954,  0.26667,  1.66567
11, validation, -3.62317,  0.26667,  1.66755
12, train, -3.60856,  0.26667,  1.67148
12, validation, -3.60467,  0.26667,  1.66716
13, train, -3.61279,  0.26667,  1.67690
13, validation, -3.58638,  0.26667,  1.66665
14, train, -3.58152,  0.26667,  1.67156
14, validation, -3.56857,  0.26667,  1.66535
15, train, -3.56985,  0.26667,  1.67690
15, validation, -3.55122,  0.26667,  1.66358
16, train, -3.55207,  0.26667,  1.66813
16, validation, -3.53424,  0.26667,  1.66179
17, train, -3.54676,  0.26667,  1.71256
17, validation, -3.51784,  0.26667,  1.65960
18, train, -3.52374,  0.26667,  1.66993
18, validation, -3.50189,  0.26667,  1.65749
19, train, -3.49703,  0.26667,  1.65638
19, validation, -3.48638,  0.26667,  1.65549
20, train, -3.48118,  0.26667,  1.64920
20, validation, -3.47154,  0.26667,  1.65331
