Epoch,Split,Log-likelihood,RMSE,Accuracy,NumEvents,RMSE NumEvents,LearningRate
1,train,-6.734761555989583,4.676018925837626,0.2,15,15,0.001
1,valid,-6.734761555989583,5.06673321596577,0.2,15,15,0.001
2,train,-6.544890340169271,4.475659813001737,0.2,15,15,0.001
2,valid,-6.544890340169271,4.981284349068625,0.2,15,15,0.001
3,train,-6.400774637858073,4.369451699503826,0.2,15,15,0.001
3,valid,-6.400774637858073,4.976952700885247,0.2,15,15,0.001
4,train,-6.2717336018880205,4.3696723979303504,0.2,15,15,0.001
4,valid,-6.2717336018880205,4.883549944312411,0.2,15,15,0.001
5,train,-6.126959228515625,4.401234355372531,0.2,15,15,0.001
5,valid,-6.126959228515625,4.379364917065363,0.2,15,15,0.001
6,train,-5.964216613769532,4.187144827132854,0.2,15,15,0.001
6,valid,-5.964216613769532,4.443853423770087,0.2,15,15,0.001
7,train,-5.825009155273437,4.168902313637373,0.2,15,15,0.001
7,valid,-5.825009155273437,4.294611856658173,0.2,15,15,0.001
8,train,-5.733968607584635,4.039353254565547,0.13333333333333333,15,15,0.001
8,valid,-5.733968607584635,4.713902207665906,0.2,15,15,0.001
9,train,-5.660096232096354,4.007766304964441,0.13333333333333333,15,15,0.001
9,valid,-5.660096232096354,4.415086072325393,0.3333333333333333,15,15,0.001
10,train,-5.595751444498698,4.004679422299696,0.13333333333333333,15,15,0.001
10,valid,-5.595751444498698,4.38653798510758,0.3333333333333333,15,15,0.001
11,train,-5.556501261393229,4.140904324304882,0.2,15,15,0.001
11,valid,-5.556501261393229,4.227477228880497,0.3333333333333333,15,15,0.001
12,train,-5.513549296061198,4.3157754299602935,0.13333333333333333,15,15,0.001
12,valid,-5.513549296061198,4.100043865682516,0.3333333333333333,15,15,0.001
13,train,-5.464363606770833,4.257623753461743,0.06666666666666667,15,15,0.001
13,valid,-5.464363606770833,4.052486406821615,0.3333333333333333,15,15,0.001
14,train,-5.415321858723958,4.230946153618326,0.06666666666666667,15,15,0.001
14,valid,-5.415321858723958,4.109009484496829,0.3333333333333333,15,15,0.001
15,train,-5.380318705240885,3.953759650348179,0.13333333333333333,15,15,0.001
15,valid,-5.380318705240885,4.257213499532171,0.26666666666666666,15,15,0.001
16,train,-5.347404479980469,3.9354197340401846,0.13333333333333333,15,15,0.001
16,valid,-5.347404479980469,3.936145109360185,0.2,15,15,0.001
17,train,-5.311689249674479,3.779492182453426,0.13333333333333333,15,15,0.001
17,valid,-5.311689249674479,4.0424218380082815,0.2,15,15,0.001
18,train,-5.270049540201823,3.739931551873017,0.13333333333333333,15,15,0.001
18,valid,-5.270049540201823,3.962693254028229,0.2,15,15,0.001
19,train,-5.2331385294596355,3.712797094374724,0.13333333333333333,15,15,0.001
19,valid,-5.2331385294596355,3.8999982524118013,0.2,15,15,0.001
20,train,-5.2224070231119795,3.6388683004662346,0.2,15,15,0.001
20,valid,-5.2224070231119795,3.703899988130121,0.2,15,15,0.001
21,train,-5.219991048177083,3.597347893272817,0.2,15,15,0.001
21,valid,-5.219991048177083,3.5951157957199955,0.13333333333333333,15,15,0.001
22,train,-5.209576416015625,3.5473338543134525,0.2,15,15,0.001
22,valid,-5.209576416015625,3.5918095134701518,0.13333333333333333,15,15,0.001
23,train,-5.193000284830729,3.5445442507200418,0.2,15,15,0.001
23,valid,-5.193000284830729,3.716847131108387,0.13333333333333333,15,15,0.001
24,train,-5.176064046223958,3.5638864775051786,0.2,15,15,0.001
24,valid,-5.176064046223958,3.7594106637093345,0.2,15,15,0.001
25,train,-5.159971110026041,3.55498110051235,0.2,15,15,0.001
25,valid,-5.159971110026041,4.002434434768719,0.2,15,15,0.001
