accuracy,checkpoint_task,evaluation_scope,first_seen_task,local_time_mae,nll_per_event,regime_id,variant
0.07367178276269186,0,ood_unseen,1,1.4604489962635243,3.8468622345006733,B_1,frozen/full
0.1631778058007566,0,ood_unseen,2,1.0734973147417528,3.256636158966026,C_1,frozen/full
0.07911466917824346,0,ood_unseen,4,1.4590088727756587,3.8001193986770994,B_prime_1,frozen/full
0.30275913497390006,0,ood_unseen,5,1.2113357181724493,3.153936613207577,A_2,frozen/full
0.25267665952890794,0,ood_unseen,,1.1272139411978912,3.174220210167728,X_transient,frozen/full
0.3216698841698842,0,ood_unseen,7,1.1440939866437876,3.012378348346843,A_merge,frozen/full
0.14977973568281938,0,ood_unseen,9,1.1015508673206242,3.4207364501056867,E_1,frozen/full
0.18940731399747793,1,ood_unseen,2,0.9976253841443441,3.1013150266861405,C_1,frozen/full
0.2451141982575936,1,ood_unseen,4,1.2017364398658992,3.1556389765765265,B_prime_1,frozen/full
0.11483967188665176,1,ood_unseen,5,1.225388542799223,3.466743717672456,A_2,frozen/full
0.12919343326195576,1,ood_unseen,,1.1227938198005192,3.387508965037761,X_transient,frozen/full
0.14937258687258687,1,ood_unseen,7,1.1647203843105713,3.362078397890776,A_merge,frozen/full
0.1343612334801762,1,ood_unseen,9,1.0442173967627526,3.306435680716165,E_1,frozen/full
0.08029197080291971,2,ood_unseen,4,1.1880876394280384,3.4357373206397073,B_prime_1,frozen/full
0.09346259010688542,2,ood_unseen,5,1.2108308299987018,3.5113621578268703,A_2,frozen/full
0.07566024268379729,2,ood_unseen,,1.1040079687256035,3.441483455188723,X_transient,frozen/full
0.09121621621621621,2,ood_unseen,7,1.1318996026249006,3.4076690489721115,A_merge,frozen/full
0.09006363191385218,2,ood_unseen,9,1.0027479609612209,3.407292314212928,E_1,frozen/full
0.08288203437720744,3,ood_unseen,4,1.31427784563374,3.540252976566869,B_prime_1,frozen/full
0.307979120059657,3,ood_unseen,5,1.172539850387175,3.1002331116648123,A_2,frozen/full
0.24601475136807044,3,ood_unseen,,1.0844383502953852,3.1157319030108237,X_transient,frozen/full
0.32215250965250963,3,ood_unseen,7,1.1068498508350268,2.9657783710818495,A_merge,frozen/full
0.14757709251101322,3,ood_unseen,9,1.022923891531505,3.3068325847489426,E_1,frozen/full
0.22719363658960975,4,ood_unseen,5,1.2583002284365508,3.3589047311758655,A_2,frozen/full
0.21484653818700927,4,ood_unseen,,1.1596202192322402,3.312898732525038,X_transient,frozen/full
0.24879343629343628,4,ood_unseen,7,1.1955524844092291,3.2508873479246634,A_merge,frozen/full
0.15638766519823788,4,ood_unseen,9,1.0562947969254592,3.298346617965213,E_1,frozen/full
0.3009754936949798,5,ood_unseen,,1.0847727330616477,3.0848000413203507,X_transient,frozen/full
0.35834942084942084,5,ood_unseen,7,1.1081912821324176,2.9414500030311377,A_merge,frozen/full
0.10230053842388644,5,ood_unseen,9,1.016201346047766,3.331336063902225,E_1,frozen/full
0.14465857720675707,6,ood_unseen,,1.0925230361608105,3.2416004777209917,X_transient,frozen/full
0.14816602316602318,6,ood_unseen,7,1.122694764818464,3.196583468021113,A_merge,frozen/full
0.09495839451786588,6,ood_unseen,9,1.0083176887799756,3.3341308123214652,E_1,frozen/full
0.2693314299310017,7,ood_unseen,,1.087611170062388,3.0958988753324914,X_transient,frozen/full
0.14194811551639747,7,ood_unseen,9,1.0195578991987515,3.263422659315202,E_1,frozen/full
0.2731382345943374,8,ood_unseen,,1.08573142466249,3.096125655136816,X_transient,frozen/full
0.13558492413117965,8,ood_unseen,9,1.0153339225406806,3.2720700122536366,E_1,frozen/full
0.26861765405662624,9,ood_unseen,,1.0763950189068123,3.1105200844437286,X_transient,frozen/full
