checkpoint_task,eval_task,eval_name,protocol,memory_view,variant,nll_per_event,accuracy,local_time_mae,events
7,7,task_07_test,frozen,full,frozen/full,3.065890622857886,0.3035096391497776,1.1429086120424445,2023
7,8,task_08_test_pre,frozen,full,frozen/full,3.062922810483946,0.3093078758949881,1.1241419753482063,2095
7,,anchor_A_1,frozen,full,frozen/full,3.00609244655581,0.3308736015234468,1.1755257451911678,4201
7,,anchor_B_1,frozen,full,frozen/full,3.4204698150526673,0.11097992916174734,1.2065024654023622,4235
7,,anchor_C_1,frozen,full,frozen/full,2.771390898080371,0.2776796973518285,0.9385502486932473,3965
7,,anchor_B_prime_1,frozen,full,frozen/full,3.3658918232981785,0.12385213091594066,1.2196674504110554,4247
7,,anchor_A_2,frozen,full,frozen/full,3.127055740640912,0.31270196370867515,1.1811714518464325,4023
7,,anchor_X_transient,frozen,full,frozen/full,3.0958988753324914,0.2693314299310017,1.087611170062388,4203
7,,anchor_A_merge,frozen,full,frozen/full,2.9992933641529453,0.3194980694980695,1.1142184476594668,4144
7,,anchor_E_1,frozen,full,frozen/full,3.263422659315202,0.14194811551639747,1.0195578991987515,4086
7,7,task_07_test,fast_adapt,full,fast_adapt/full,3.065952099259396,0.30103806228373703,1.1428812680359943,2023
7,8,task_08_test_pre,fast_adapt,full,fast_adapt/full,3.0629635758502385,0.3088305489260143,1.1240933839347311,2095
7,,anchor_A_1,fast_adapt,full,fast_adapt/full,3.006084185161922,0.32992144727445843,1.1754654114997207,4201
7,,anchor_B_1,fast_adapt,full,fast_adapt/full,3.4201239503682577,0.11168831168831168,1.206429571356655,4235
7,,anchor_C_1,fast_adapt,full,fast_adapt/full,2.77090381752197,0.27742749054224464,0.9384494439951258,3965
7,,anchor_B_prime_1,fast_adapt,full,fast_adapt/full,3.3655082912817824,0.12385213091594066,1.2195902928369646,4247
7,,anchor_A_2,fast_adapt,full,fast_adapt/full,3.1270293753270986,0.31145911011682825,1.181127751611401,4023
7,,anchor_X_transient,fast_adapt,full,fast_adapt/full,3.095666798698939,0.2688555793480847,1.0875459698702703,4203
7,,anchor_A_merge,fast_adapt,full,fast_adapt/full,2.9992730332157325,0.3185328185328185,1.114165567523264,4144
7,,anchor_E_1,fast_adapt,full,fast_adapt/full,3.2625688281178298,0.14219285364659814,1.019439290215207,4086
7,7,task_07_test,online_write,full,online_write/full,3.0659556832925055,0.30103806228373703,1.2417064754069551,2023
7,8,task_08_test_pre,online_write,full,online_write/full,3.0629602809538863,0.3088305489260143,1.1970070544167961,2095
7,,anchor_A_1,online_write,full,online_write/full,3.0060891765454674,0.32992144727445843,1.2685422527308292,4201
7,,anchor_B_1,online_write,full,online_write/full,3.420112964028873,0.11168831168831168,1.3089998787449324,4235
7,,anchor_C_1,online_write,full,online_write/full,2.770904247962117,0.27742749054224464,1.0153304941717343,3965
7,,anchor_B_prime_1,online_write,full,online_write/full,3.365502944912157,0.12385213091594066,1.3105711835827516,4247
7,,anchor_A_2,online_write,full,online_write/full,3.1270296311692576,0.31145911011682825,1.287070321956274,4023
7,,anchor_X_transient,online_write,full,online_write/full,3.0956666512206965,0.2688555793480847,1.1731432014399337,4203
7,,anchor_A_merge,online_write,full,online_write/full,2.999273393624984,0.3185328185328185,1.1964466432936518,4144
7,,anchor_E_1,online_write,full,online_write/full,3.2625762129159632,0.14219285364659814,1.111045009168927,4086
8,8,task_08_test,frozen,full,frozen/full,3.0556157587820705,0.31742243436754175,1.1218076373626054,2095
8,9,task_09_test_pre,frozen,full,frozen/full,3.389052792034252,0.12041116005873716,1.1499137729041669,2043
