anchor_index,checkpoint,checkpoint_task,evaluation_scope,events,first_seen_task,nise,nise_type_0,nise_type_1,nise_type_2,nise_type_3,nise_type_4,nise_type_5,nise_type_6,nise_type_7,plot_path,regime_id,variant
17,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,55,0,0.14760203191794277,0.13791702066670208,0.1553591315821801,0.07451317550326635,0.15696369234710292,0.09156334262413894,0.18251279530427963,0.14440572227028536,0.10714220817161452,,A_1,frozen/full
18,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,69,0,0.18671506681489758,0.28500188630318896,0.22070050642151784,0.07293147246480512,0.17507652783580246,0.18743655148040847,0.18797086571199909,0.16663703306127947,0.1622585295097668,,A_1,frozen/full
19,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,72,0,0.15976731850163917,0.16398323437499207,0.15679581459766453,0.06142046245209917,0.25574846889211206,0.08146652343996053,0.18431427607565523,0.16057617810083277,0.06894609744552171,,A_1,frozen/full
20,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,55,0,0.15914990401033355,0.15642321007076293,0.1634887170902457,0.08024759881268649,0.17379089574042433,0.12371061269331973,0.2052068128599107,0.1310762546988271,0.1311201260506212,,A_1,frozen/full
21,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,60,0,0.2076687569823743,0.2764746931910303,0.19203231135218396,0.10446546630174534,0.1943248595992724,0.14117690769912422,0.19866619659788387,0.14875471394199297,0.1631548551374748,,A_1,frozen/full
22,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,63,0,0.19035039441845372,0.16410521072212197,0.2093572200232351,0.0900700335077595,0.18077588527108523,0.11779218419279472,0.20245492760295405,0.16846810889877553,0.15485314605488598,,A_1,frozen/full
23,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,73,0,0.1575630599233994,0.15478161021780343,0.16426030182504495,0.07056795293701797,0.18955738888825915,0.17937308494317591,0.15631203259025028,0.0955438797747819,0.12243808822508907,,A_1,frozen/full
24,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,78,0,0.14157768543919577,0.16689090276590332,0.16453774576129918,0.06940663513665647,0.1161892197090858,0.18281579574139337,0.16485854961059174,0.18969780388697852,0.12658963886439803,,A_1,frozen/full
25,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,70,0,0.16424909154747758,0.1637280127625875,0.17302573315573178,0.07703979602980449,0.10112502638724727,0.1462789660328959,0.20023774676044734,0.15403233301422287,0.12837796259044107,,A_1,frozen/full
26,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,58,0,0.19047088585041472,0.2112097051000395,0.19218014735814848,0.07231782903519214,0.19330790215291258,0.12646427371577743,0.1895006588672186,0.1500161522562047,0.14240086505388425,,A_1,frozen/full
27,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,70,0,0.18123054206717407,0.2226960667260192,0.14848501220267998,0.0938481558296425,0.16771409579858623,0.12923362285450588,0.18956571043251072,0.11839570766102017,0.14411318150699406,,A_1,frozen/full
28,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,60,0,0.17289801750690348,0.2192444927002299,0.15755544031047664,0.053858089227877354,0.16001117390257133,0.1864592624698791,0.16996335242801025,0.21767131225068898,0.1322660266900048,,A_1,frozen/full
29,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,64,0,0.16625463329744306,0.19050593314448802,0.15859737197276705,0.06231274966419446,0.1674358760931596,0.12790632041001374,0.18122028899996268,0.16592743707890473,0.12342731385051886,,A_1,frozen/full
30,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,62,0,0.1452308934899233,0.16488968878202984,0.1565804627631621,0.06474588931418074,0.14112535792602243,0.18904225843684397,0.16473472702046071,0.15346626361397042,0.11799951757740788,,A_1,frozen/full
31,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,67,0,0.1560930606032628,0.16669551768657695,0.14604158040439358,0.09855066648193025,0.18739766819946851,0.13938495334103637,0.17786776469830107,0.21005137089771478,0.1520823028064629,,A_1,frozen/full
32,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,49,0,0.1768476061935647,0.19785274853056484,0.18822236812158671,0.07306014075217636,0.1678807910218235,0.16054463061471733,0.16947567165489183,0.13485237234493602,0.1201985451573965,,A_1,frozen/full
33,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,62,0,0.1614250961210199,0.20322507052146513,0.13527063173277312,0.08027005448141665,0.14118040596589165,0.16357133840697852,0.17949942076714323,0.11681464915851969,0.15137115540723947,,A_1,frozen/full
34,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,51,0,0.18435011909621585,0.22565407252788985,0.15852637919068963,0.05880628195700638,0.17094938987273553,0.18190241782682115,0.1724292877410244,0.10164976523435737,0.10742468396040745,,A_1,frozen/full
35,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,68,0,0.15140406162885925,0.1717889566170263,0.1416566083430099,0.06506765512383252,0.15938838563933613,0.16018147595560506,0.15939460798549154,0.220250454352883,0.12566284762224325,,A_1,frozen/full
36,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,55,0,0.18246549150114427,0.17693499120212433,0.19283831222969056,0.09843739666557783,0.1908137830381771,0.13858540419039966,0.18363291310125335,0.14873288758445255,0.14782359326532588,,A_1,frozen/full
37,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,69,0,0.1819397560492781,0.19369786913948367,0.1993045116532398,0.07825792666668645,0.20546520255417602,0.1657683236607347,0.17470202798027812,0.14643774404242715,0.14461703459306868,,A_1,frozen/full
38,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,49,0,0.17603474170031436,0.21163774677818134,0.13881090551938832,0.07328546917404923,0.28698181605713086,0.09280005976273725,0.18894616829448016,0.20527851453424123,0.11268372371707729,,A_1,frozen/full
39,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,75,0,0.16308855941005596,0.17954989224360388,0.15336687606985133,0.07580147507215558,0.18226507883727575,0.16972762686849518,0.1795708661953356,0.13783018029114458,0.14175309247210294,,A_1,frozen/full
40,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,59,0,0.21743789661211244,0.3021013492190576,0.23597665048275682,0.09347330196703932,0.1955601940854292,0.15948381291909924,0.19030439899662419,0.20648706469190134,0.16568065582099445,,A_1,frozen/full
41,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,78,0,0.1552490159304458,0.15117093003235121,0.15933435013410827,0.07269622562067223,0.15327501834719642,0.11733183022339513,0.18588262245194762,0.15261186249806807,0.05481389089078538,,A_1,frozen/full
42,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,75,0,0.16771554428336427,0.18767400298521492,0.15128503313306915,0.09481300571582305,0.20618323985732395,0.11215140097858446,0.1875881704498432,0.20123240127200545,0.13810705951425217,,A_1,frozen/full
43,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,78,0,0.17500135952710216,0.1854355287437382,0.17203460526466416,0.0827981704980283,0.20706831496386718,0.1436511355323393,0.18190362454400508,0.17655473098679758,0.15081990904115847,,A_1,frozen/full
44,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,77,0,0.17054646720271407,0.19359406100061885,0.14736475192813955,0.07185772299340322,0.20580042673080642,0.12329215474781824,0.18015412908970435,0.11654358778834324,0.10925152174641434,,A_1,frozen/full
45,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,71,0,0.17387409878853888,0.1982358613088635,0.1717530802765131,0.0644405955938523,0.1796276616062028,0.11998406738595181,0.16085448329080204,0.1618880961460735,0.12343930285472193,,A_1,frozen/full
46,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,65,0,0.15981433489621774,0.15179048730939226,0.17236183123485357,0.060255425955428245,0.1780861834736702,0.12014961646103604,0.16223659725021877,0.10669992316856268,0.09647389527559454,,A_1,frozen/full
47,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,70,0,0.15117014846908253,0.16470838103407515,0.14202858586297462,0.08791817748673213,0.17265834780934294,0.15048666138871894,0.1759503267731328,0.1704536061288379,0.12778724947272804,,A_1,frozen/full
48,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,71,0,0.16214351269519703,0.16333533130737934,0.1663559803736268,0.0865707156065651,0.18266546820371643,0.15845128501110414,0.18339755207059716,0.16778393497411614,0.13493748250718973,,A_1,frozen/full
49,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,80,0,0.16225707148489824,0.19173756446034654,0.14609961404576677,0.05339199762386376,0.14993675243767765,0.08036465808177601,0.1802486071008109,0.15026738372523013,0.130192425880061,,A_1,frozen/full
50,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,50,0,0.15408176261877643,0.1299838275816292,0.16923585540027286,0.09731284079606735,0.1584135523229893,0.09599514453149799,0.19837479188312346,0.21953283691330544,0.1299094271834842,,A_1,frozen/full
51,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,60,0,0.1458950107500734,0.18882475311840305,0.15341821704319641,0.07193368988463833,0.14442734308391036,0.21073060530305102,0.15507518912874113,0.2091819554038932,0.1472484270132232,,A_1,frozen/full
52,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,66,0,0.17450740956858662,0.14658836032752012,0.1904260229107798,0.09851643604315763,0.20260755283916787,0.1460766265011644,0.1886896596726162,0.2840029152258379,0.16475669410674793,,A_1,frozen/full
53,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,49,0,0.20629722377430382,0.2158721192649696,0.22130632187403515,0.10329303227400591,0.21205741599736164,0.12443733176824052,0.19717406500696305,0.15124825395928485,0.16401072544876721,,A_1,frozen/full
54,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,72,0,0.1650097767399875,0.22698227036206917,0.0988018516765177,0.06179809839880538,0.13957837859628747,0.18668340253520171,0.15386605063979453,0.15974171190636635,0.13278606199064635,,A_1,frozen/full
55,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,77,0,0.16148339311787888,0.16366620842187668,0.1627611342441971,0.08741073271029653,0.1836281202431393,0.13571087322555367,0.1989951926140121,0.17695254586011108,0.1728763123263616,,A_1,frozen/full
56,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,77,0,0.15886473337082743,0.2108261700800846,0.20694887165174422,0.08815055644071171,0.13838640456767956,0.23200522773148452,0.17611626626114663,0.12557747917713075,0.15747346991820543,,A_1,frozen/full
57,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,70,0,0.1616781613697912,0.1788674608178013,0.1414480233445414,0.09679121176131651,0.21355546899209885,0.10403896265517462,0.18795625595077015,0.22813820834600274,0.14614047371461894,,A_1,frozen/full
58,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,70,0,0.15573792493802277,0.17756223767408127,0.1324000495067399,0.06279247756418013,0.19278684927337786,0.14295806679817516,0.16762440602334105,0.10555305981149737,0.09016051161129235,,A_1,frozen/full
59,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,58,0,0.16083816738698256,0.17603898835178855,0.14707003247927586,0.09940057120217113,0.19742347523034176,0.09870961622958128,0.1910955594748306,0.13409996596947524,0.13661196949866974,,A_1,frozen/full
60,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,73,0,0.13693855751635714,0.1634002505348969,0.12478080499171607,0.044248204933056944,0.1420516873405115,0.25390642858538226,0.1433618496416949,0.3311956788977312,0.13582748433626218,,A_1,frozen/full
61,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,59,0,0.16937874070380401,0.1725080294482999,0.17477131145537017,0.09100737267672279,0.17726057850701754,0.13194187464582507,0.19224544476187805,0.1084631637486026,0.15156938525931052,,A_1,frozen/full
62,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,56,0,0.16320154382158503,0.20742249159665205,0.09955864060490814,0.13040735342271662,0.23235747471731244,0.13853066141115483,0.14630491160837486,0.2098284016945263,0.10352434920806738,,A_1,frozen/full
63,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,seen_law,72,0,0.16913208582120481,0.2004810965555478,0.16012695421063405,0.08503650253269335,0.12091362725963715,0.1358903090493346,0.17950107783731106,0.20213708644551245,0.13982700020187003,,A_1,frozen/full
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,72,1,0.7914168187930577,2.330927057934211,1.7711076854605863,0.1469658562924489,1.2784290999667074,0.7512417327090917,0.7492825691780206,0.8012704035515228,0.4729819920813319,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/native/intensity_curves/checkpoint_task_00/B_1_000.png,B_1,frozen/full
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,73,1,0.845361761250198,2.7269066399832145,2.4063256625679554,0.15859755039526327,1.4412983339398042,0.8395651057320559,0.8079051561039585,0.8658527947222523,0.6006040906048236,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/native/intensity_curves/checkpoint_task_00/B_1_001.png,B_1,frozen/full
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,57,1,0.7884922231864296,2.0545450019604092,1.6381068875813825,0.23014594985092773,1.7913775835038745,0.6868863080206875,0.742477646645525,0.7617032999324628,0.38150156178737055,,B_1,frozen/full
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,79,1,0.7990765181654549,1.8231016083542917,1.5445297684352934,0.3634903916428219,1.863844885985291,0.781159833576617,0.741542799794118,0.8277498971673366,0.38868970426225663,,B_1,frozen/full
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,74,1,0.7816388590450996,2.1983637031797927,1.9230343686729432,0.25469501130952854,1.1265865134450956,0.743494891630481,0.7429454815695027,0.7916573616960431,0.4873154771458534,,B_1,frozen/full
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,56,1,0.8685149371117298,3.9497085651365085,3.460942312097017,0.4828870799466069,2.377629301638287,0.8651715702322424,0.8502341297898289,0.8836853934016523,0.6085475694024856,,B_1,frozen/full
6,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,54,1,0.8111413714188938,1.8405508680252902,1.6329008946489685,0.21853264093428998,2.556722139753665,0.7878196566829141,0.8095090316706801,0.8228655001242376,0.6101670101685435,,B_1,frozen/full
7,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,48,1,0.8209709905047023,1.8909066553984117,1.8985356606326516,0.25868909563237796,1.2745204638819578,0.7852343634984555,0.8147356392659947,0.83073189735071,0.4733063726921863,,B_1,frozen/full
8,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,65,1,0.8488471203051444,2.8336740570380687,2.1127077633534537,0.13584375431840606,2.2217733352056004,0.8082073369683456,0.8362869887119788,0.8525971853061213,0.4356092725694248,,B_1,frozen/full
9,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,80,1,0.7949482975334349,2.461515209505171,1.9699593404288012,0.12191298184869544,1.5183921810668781,0.7445797481553956,0.7467193513102732,0.7936245735066382,0.510997498422221,,B_1,frozen/full
10,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,80,1,0.8919882453483241,6.039445750423769,4.586698574864655,1.0595405802140125,4.215921922106073,0.8806368587155236,0.8757319742955968,0.9016764843795149,0.5650613924334865,,B_1,frozen/full
11,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,68,1,0.8327460635561159,2.523317889331603,1.9717153871484703,0.1742336674279417,0.8550376146673558,0.8111572081257518,0.8159502595260922,0.8510486159624308,0.4878109114084998,,B_1,frozen/full
12,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,70,1,0.8230893227136324,1.873769546206616,1.539280581084473,0.22608533479042325,0.9776252649593189,0.8226342185057183,0.7986923973519535,0.8595283807496183,0.4764254860833448,,B_1,frozen/full
13,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,68,1,0.7810379794589123,1.9983919133570933,1.767264551426425,0.19761171211277126,1.29386330328093,0.7638205465561906,0.7182977444241699,0.8127244559298915,0.4479507173922713,,B_1,frozen/full
14,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,61,1,0.8426446125023915,3.518912599474035,3.1392577769241345,0.15277755819787986,1.449873361036329,0.7618553988308724,0.750979756961111,0.8102422555292684,0.449690678484206,,B_1,frozen/full
15,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,68,1,0.8516797140575303,2.5951473472548297,2.1822384266243318,0.23437528065370425,1.4876753890259502,0.785503329159147,0.8275478593933715,0.8399019934088319,0.300356550093723,,B_1,frozen/full
16,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,70,1,0.8427790868816841,2.2819365697319536,1.940353940768637,0.2262974007045904,1.5945559916517078,0.8294067927286106,0.809713199274016,0.8677537769469629,0.37963167785915347,,B_1,frozen/full
17,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,64,1,0.8576527635613657,3.0820349701967857,2.8380328642952897,0.46723860342482576,1.4715557767850043,0.820294862585049,0.8468422271812548,0.8557549861388033,0.4353854756527611,,B_1,frozen/full
18,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,60,1,0.8410271302766246,2.1306010583195754,1.9372550965280617,0.44348457743862185,1.7584552312556792,0.8090805366034787,0.8310938392205972,0.849216912048466,0.43962666370872794,,B_1,frozen/full
19,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,65,1,0.7411137036379821,1.2902129894840364,1.195890775313907,0.14161406186653325,1.5508955617867044,0.7256594908006017,0.7369711364560473,0.7845742439501227,0.44326625613247783,,B_1,frozen/full
20,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,63,1,0.7742178050743521,2.0042726440526546,1.8067090564489834,0.21591600595520474,0.6067667968585433,0.7388285348391597,0.7173503076246854,0.7950790541785322,0.44880172548228725,,B_1,frozen/full
21,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,55,1,0.8140219663051651,1.9615289142021897,1.759510615426822,0.4398703601793728,1.4350063715334003,0.7759980641087137,0.7925726975930377,0.825430496581623,0.4268241617454363,,B_1,frozen/full
22,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,0,ood_unseen,75,1,0.7816531182484748,1.6164548264301806,1.4173035240869898,0.161806692493374,1.4593569823146002,0.7648145851084235,0.7482774952984949,0.8217810974681371,0.3720843476632029,,B_1,frozen/full
