Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.37134,  0.00000,  0.67436
1, validation, -3.38615,  0.00000,  0.68042
2, train, -3.35632,  0.00000,  0.67667
2, validation, -3.35580,  0.00000,  0.67009
3, train, -3.36553,  0.00000,  0.66230
3, validation, -3.32551,  0.00000,  0.65994
4, train, -3.32832,  0.00000,  0.66250
4, validation, -3.29535,  0.33333,  0.64996
5, train, -3.29784,  0.33333,  0.63618
5, validation, -3.26537,  0.66667,  0.64042
6, train, -3.24705,  0.66667,  0.61657
6, validation, -3.23569,  0.66667,  0.63129
7, train, -3.24336,  0.66667,  0.63236
7, validation, -3.20619,  0.66667,  0.62257
8, train, -3.22434,  0.66667,  0.61752
8, validation, -3.17681,  0.66667,  0.61420
9, train, -3.19912,  0.66667,  0.60978
9, validation, -3.14747,  0.66667,  0.60623
10, train, -3.17311,  0.66667,  0.57226
10, validation, -3.11814,  0.66667,  0.59886
11, train, -3.12632,  0.66667,  0.60258
11, validation, -3.08877,  0.66667,  0.59178
12, train, -3.09409,  0.66667,  0.57682
12, validation, -3.05939,  0.66667,  0.58514
13, train, -3.17633,  0.66667,  0.56626
13, validation, -3.03001,  0.66667,  0.57888
14, train, -3.03329,  0.66667,  0.58021
14, validation, -3.00053,  0.66667,  0.57286
15, train, -2.99944,  0.66667,  0.56085
15, validation, -2.97097,  0.66667,  0.56713
16, train, -2.97896,  0.66667,  0.57598
16, validation, -2.94132,  0.66667,  0.56161
17, train, -2.98007,  0.66667,  0.55075
17, validation, -2.91156,  0.66667,  0.55630
18, train, -2.91354,  0.66667,  0.56379
18, validation, -2.88173,  0.66667,  0.55109
19, train, -2.90485,  0.66667,  0.54764
19, validation, -2.85178,  0.66667,  0.54609
20, train, -2.87729,  0.66667,  0.53934
20, validation, -2.82165,  0.66667,  0.54130
