Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.68569,  0.42857,  2.11503
1, validation, -3.66363,  0.28571,  2.10785
2, train, -3.66195,  0.28571,  2.10478
2, validation, -3.64505,  0.28571,  2.10077
3, train, -3.64330,  0.28571,  2.08964
3, validation, -3.62670,  0.28571,  2.09435
4, train, -3.63269,  0.28571,  2.09524
4, validation, -3.60873,  0.28571,  2.08871
5, train, -3.60862,  0.28571,  2.08841
5, validation, -3.59111,  0.28571,  2.08362
6, train, -3.59467,  0.28571,  2.07871
6, validation, -3.57371,  0.28571,  2.07914
7, train, -3.58592,  0.28571,  2.09434
7, validation, -3.55644,  0.14286,  2.07501
8, train, -3.55666,  0.14286,  2.06571
8, validation, -3.53913,  0.14286,  2.07111
9, train, -3.54030,  0.14286,  2.06806
9, validation, -3.52166,  0.28571,  2.06739
10, train, -3.52564,  0.28571,  2.06222
10, validation, -3.50406,  0.28571,  2.06378
11, train, -3.50426,  0.28571,  2.05774
11, validation, -3.48639,  0.28571,  2.06023
12, train, -3.48828,  0.28571,  2.05779
12, validation, -3.46875,  0.28571,  2.05677
13, train, -3.46880,  0.28571,  2.05443
13, validation, -3.45122,  0.28571,  2.05351
14, train, -3.45212,  0.28571,  2.05022
14, validation, -3.43391,  0.28571,  2.05050
15, train, -3.43481,  0.28571,  2.05112
15, validation, -3.41691,  0.28571,  2.04777
16, train, -3.42185,  0.28571,  2.05702
16, validation, -3.40028,  0.28571,  2.04528
17, train, -3.40399,  0.28571,  2.04314
17, validation, -3.38410,  0.42857,  2.04315
18, train, -3.38789,  0.28571,  2.03413
18, validation, -3.36845,  0.14286,  2.04127
19, train, -3.36870,  0.14286,  2.03959
19, validation, -3.35341,  0.14286,  2.03962
20, train, -3.35745,  0.14286,  2.03671
20, validation, -3.33905,  0.14286,  2.03812
