Epoch,Split,Log-likelihood,RMSE,Accuracy,NumEvents,RMSE NumEvents,LearningRate
1,train,-7.338743576627515,3.6289732310103195,0.21354492065475447,8003,8003,0.001
1,valid,-7.163667719414893,3.2376025912962634,0.20551257253384914,2068,2068,0.001
2,train,-7.2587929672857054,3.7811875390483087,0.21379482693989754,8003,8003,0.001
2,valid,-7.080377516017892,3.4191325603939986,0.20502901353965183,2068,2068,0.001
3,train,-7.154773746954267,3.471587425225527,0.2140447332250406,8003,8003,0.001
3,valid,-6.8682405630440035,3.0090717466579786,0.20647969052224371,2068,2068,0.001
4,train,-8.15138683345308,4.2987287237363,0.21429463951018368,8003,8003,0.001
4,valid,-6.513873987548356,2.6416990193332723,0.20647969052224371,2068,2068,0.001
5,train,-7.043718102781769,4.15086899552553,0.22616518805447958,8003,8003,0.001
5,valid,-6.588069598494923,3.0064103819859587,0.22823984526112184,2068,2068,0.001
6,train,-6.986056986442584,4.607480183900888,0.19317755841559414,8003,8003,0.001
6,valid,-6.602824286750484,3.371964778209579,0.20261121856866537,2068,2068,0.001
7,train,-6.975967264229039,4.578590262227037,0.20467324753217545,8003,8003,0.001
7,valid,-6.7572259958293035,3.764638377795482,0.2190522243713733,2068,2068,0.001
8,train,-6.940944265041234,4.832064967130839,0.22928901661876797,8003,8003,0.001
8,valid,-6.733060323984526,3.8516692119242415,0.23259187620889749,2068,2068,0.001
9,train,-6.8855087545295515,4.483949007782326,0.23016368861676872,8003,8003,0.001
9,valid,-6.644696056727515,3.422893786077631,0.23355899419729206,2068,2068,0.001
10,train,-6.841348312742097,4.836213934683423,0.2297888291890541,8003,8003,0.0003
10,valid,-6.565625188890232,3.1719216732233204,0.23017408123791103,2068,2068,0.0003
11,train,-6.824527350095277,4.776726897111416,0.22878920404848183,8003,8003,0.0003
11,valid,-6.526848857591876,3.084300367743434,0.22872340425531915,2068,2068,0.0003
12,train,-6.807696747508746,4.780443874531127,0.23028864175934025,8003,8003,0.0003
12,valid,-6.505751235342118,3.0830967179672495,0.22727272727272727,2068,2068,0.0003
13,train,-6.7962515765572284,4.441799039005287,0.2332875171810571,8003,8003,0.0003
13,valid,-6.516501450676983,3.1547171108139906,0.2379110251450677,2068,2068,0.0003
14,train,-6.777526664805386,4.444686575915331,0.23353742346620018,8003,8003,0.0003
14,valid,-6.49032220895793,3.1592271517262036,0.2393617021276596,2068,2068,0.0003
15,train,-6.760362813163813,4.611159303860354,0.22991378233162563,8003,8003,0.0003
15,valid,-6.44487616356383,3.1284591589760358,0.22823984526112184,2068,2068,0.0003
16,train,-6.752826576752468,4.605599541283225,0.22928901661876797,8003,8003,0.0003
16,valid,-6.414671198772969,3.112012118221963,0.22437137330754353,2068,2068,0.0003
17,train,-6.732996366596901,4.636503913754996,0.23278770461077097,8003,8003,0.0003
17,valid,-6.41788091604207,3.155549719314951,0.2311411992263056,2068,2068,0.0003
18,train,-6.71724348486505,4.828267228776639,0.23191303261277021,8003,8003,0.0003
18,valid,-6.3982523875725335,3.158208464619796,0.23355899419729206,2068,2068,0.0003
19,train,-6.702595901536924,4.8259173846769,0.2357865800324878,8003,8003,0.0003
19,valid,-6.384720763569875,3.157395850758937,0.23646034816247583,2068,2068,0.0003
20,train,-6.688310853156628,4.816059391871921,0.2389104085967762,8003,8003,0.0003
20,valid,-6.362272576160541,3.1337245233584063,0.2374274661508704,2068,2068,0.0003
21,train,-6.681607800395164,4.800473649508077,0.23728601774334623,8003,8003,0.0003
21,valid,-6.350502353572292,3.1241350652633795,0.23500967117988394,2068,2068,0.0003
22,train,-6.661570026474447,4.799561061679828,0.23628639260277395,8003,8003,0.0003
22,valid,-6.33696600731383,3.1134624418892747,0.23887814313346228,2068,2068,0.0003
23,train,-6.647734272499375,4.795032264496472,0.23691115831563164,8003,8003,0.0003
23,valid,-6.311535243139507,3.119959214215466,0.23839458413926498,2068,2068,0.0003
24,train,-6.638790360841247,4.824913177421448,0.2389104085967762,8003,8003,0.0003
24,valid,-6.325656204666345,3.1522736936497147,0.2432301740812379,2068,2068,0.0003
25,train,-6.6268339070114335,4.830602112197698,0.238160689741347,8003,8003,0.0003
25,valid,-6.312390443665377,3.1575844424659794,0.24177949709864605,2068,2068,0.0003
