accuracy,anchor,evaluation,evaluation_scope,nll_per_event,num_events,task,time_rmse
0.14973519499277804,,pre_update,,9.416119064455946,2077,0,2.553875654531909
0.35869041887337505,,post_update,,2.8013205457089554,2077,0,4.875639209108904
0.38071065989847713,A_1,frozen_anchor,persistent,2.776750069872492,4137,0,4.598055770880728
0.06425317669623591,B_1,frozen_anchor,persistent,3.6474859895708462,4171,0,5.696426424086838
0.10202512176365035,C_1,frozen_anchor,persistent,3.3398983233465778,3901,0,4.974604663030806
0.07889074826679417,B_prime_1,frozen_anchor,persistent,3.6298592330564188,4183,0,5.688446075028386
0.34074261177064913,A_2,frozen_anchor,persistent,2.9218730266481434,3959,0,5.33425546671585
0.2882338729161633,X_transient,frozen_anchor,diagnostic_only,2.964795617902875,4139,0,4.616638116900224
0.3524509803921569,A_merge,frozen_anchor,persistent,2.7704307406556374,4080,0,4.490945667013644
0.1148682247637991,E_1,frozen_anchor,persistent,3.4470762369467924,4022,0,4.783693297302347
0.08317120622568093,,pre_update,,3.679993863235652,2056,1,6.042076443011182
0.13472762645914396,,scratch_pre,,9.946764994224221,2056,1,2.6159904650447894
0.26459143968871596,,post_update,,3.005921122628891,2056,1,5.269934548657161
0.08025138989605994,A_1,frozen_anchor,persistent,3.4278873391044233,4137,1,5.822048504727072
0.27930951810117477,B_1,frozen_anchor,persistent,2.857785949487533,4171,1,5.1464023962444845
0.1012560881825173,C_1,frozen_anchor,persistent,3.355380381232376,3901,1,4.913401489302313
0.2787473105426727,B_prime_1,frozen_anchor,persistent,2.8042392571121204,4183,1,5.098672449654366
0.08007072493053802,A_2,frozen_anchor,persistent,3.4531753204723414,3959,1,7.645675728824823
0.08625271804783764,X_transient,frozen_anchor,diagnostic_only,3.380314349782556,4139,1,6.1735090386233145
0.07377450980392157,A_merge,frozen_anchor,persistent,3.41271302466299,4080,1,5.910415521954176
0.09696668324216808,E_1,frozen_anchor,persistent,3.3125597300783194,4022,1,7.11666784699172
0.11679586563307494,,pre_update,,3.3123082202842378,1935,2,4.571793082551318
0.10129198966408269,,scratch_pre,,7.323788759689922,1935,2,2.1070879253590244
0.38708010335917314,,post_update,,2.390545512354651,1935,2,4.191779457387978
0.08629441624365482,A_1,frozen_anchor,persistent,3.3263947115965675,4137,2,4.932872908777925
0.11004555262526972,B_1,frozen_anchor,persistent,3.4368446659224405,4171,2,5.337424694881562
0.377595488336324,C_1,frozen_anchor,persistent,2.379897081677775,3901,2,4.853835830219897
0.09921109251733205,B_prime_1,frozen_anchor,persistent,3.4276853484341383,4183,2,5.123125418813887
0.07653447840363728,A_2,frozen_anchor,persistent,3.419843927601667,3959,2,7.77150592270527
0.08407827977772409,X_transient,frozen_anchor,diagnostic_only,3.3479285266670695,4139,2,5.910480015144503
0.08431372549019608,A_merge,frozen_anchor,persistent,3.3128662109375,4080,2,5.1014373455131325
0.09174540029835902,E_1,frozen_anchor,persistent,3.435944347106539,4022,2,7.658555243887049
0.0968208092485549,,pre_update,,3.3460498140956165,2076,3,8.140928972196406
0.13872832369942195,,scratch_pre,,9.13006344833815,2076,3,2.6029687153109937
0.3627167630057804,,post_update,,2.8044955744219653,2076,3,6.020979486162048
0.36669083877205705,A_1,frozen_anchor,persistent,2.7576940000302153,4137,3,6.746858014113366
0.0678494365859506,B_1,frozen_anchor,persistent,3.6547567092723567,4171,3,8.006942264722044
0.11714944885926686,C_1,frozen_anchor,persistent,3.175670100615227,3901,3,6.884113416232844
0.07434855366961511,B_prime_1,frozen_anchor,persistent,3.6232425143437723,4183,3,7.955862190027433
0.33240717352866883,A_2,frozen_anchor,persistent,2.8961466851635516,3959,3,8.956294644185903
0.2829185793669969,X_transient,frozen_anchor,diagnostic_only,2.938765826966055,4139,3,6.928780783143257
0.333578431372549,A_merge,frozen_anchor,persistent,2.75244140625,4080,3,6.184758131852029
0.11188463451019394,E_1,frozen_anchor,persistent,3.3637525348862507,4022,3,13.89201781154131
0.06505295007564296,,pre_update,,3.5724515313760716,1983,4,7.162742254710343
