Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.64453,  0.16129,  2.12025
1, validation, -3.42457,  0.35484,  2.10021
2, train, -3.40084,  0.35484,  2.09198
2, validation, -3.21345,  0.35484,  1.98211
3, train, -3.22371,  0.35484,  2.01171
3, validation, -3.06955,  0.35484,  1.92269
4, train, -3.09321,  0.35484,  1.94384
4, validation, -2.96879,  0.35484,  1.90174
5, train, -2.97158,  0.35484,  1.91411
5, validation, -2.88517,  0.45161,  1.89174
6, train, -2.87209,  0.51613,  1.91354
6, validation, -2.81563,  0.41935,  1.88126
7, train, -2.81414,  0.45161,  1.85816
7, validation, -2.76092,  0.41935,  1.87000
8, train, -2.77541,  0.45161,  1.89823
8, validation, -2.72016,  0.41935,  1.85897
9, train, -2.71771,  0.41935,  1.86596
9, validation, -2.69154,  0.41935,  1.84927
10, train, -2.71077,  0.41935,  1.86466
10, validation, -2.67110,  0.45161,  1.84354
11, train, -2.67093,  0.45161,  1.85394
11, validation, -2.65285,  0.51613,  1.84237
12, train, -2.67117,  0.51613,  1.86562
12, validation, -2.63349,  0.54839,  1.84038
13, train, -2.64781,  0.54839,  1.84460
13, validation, -2.61282,  0.51613,  1.83181
14, train, -2.63232,  0.48387,  1.86094
14, validation, -2.59123,  0.58065,  1.81549
15, train, -2.63675,  0.54839,  1.85826
15, validation, -2.56970,  0.61290,  1.79707
16, train, -2.57551,  0.51613,  1.79236
16, validation, -2.54740,  0.58065,  1.77922
17, train, -2.55352,  0.54839,  1.80047
17, validation, -2.52494,  0.58065,  1.76086
18, train, -2.54378,  0.58065,  1.78223
18, validation, -2.50083,  0.58065,  1.74298
19, train, -2.49726,  0.58065,  1.77098
19, validation, -2.47442,  0.58065,  1.72561
20, train, -2.51231,  0.51613,  1.75188
20, validation, -2.44538,  0.58065,  1.70979
21, train, -2.46544,  0.51613,  1.69842
21, validation, -2.43224,  0.61290,  1.70335
22, train, -2.43238,  0.61290,  1.71698
22, validation, -2.41933,  0.67742,  1.69469
23, train, -2.45157,  0.67742,  1.69685
23, validation, -2.40594,  0.67742,  1.68432
24, train, -2.42997,  0.67742,  1.72965
24, validation, -2.39209,  0.67742,  1.67216
25, train, -2.41418,  0.64516,  1.68519
25, validation, -2.37770,  0.67742,  1.65825
