Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.44523,  0.28571,  1.75887
1, validation, -3.24631,  0.42857,  1.68642
2, train, -3.27771,  0.42857,  1.71393
2, validation, -3.00528,  0.42857,  1.57070
3, train, -2.97343,  0.42857,  1.55175
3, validation, -2.80055,  0.42857,  1.48196
4, train, -2.76508,  0.42857,  1.46470
4, validation, -2.62928,  0.42857,  1.42618
5, train, -2.65129,  0.42857,  1.41893
5, validation, -2.48568,  0.42857,  1.39793
6, train, -2.47542,  0.42857,  1.37105
6, validation, -2.37098,  0.85714,  1.38762
7, train, -2.37223,  0.85714,  1.37289
7, validation, -2.28363,  0.57143,  1.38365
8, train, -2.25757,  0.71429,  1.37414
8, validation, -2.21500,  0.57143,  1.37946
9, train, -2.27467,  0.57143,  1.40351
9, validation, -2.15761,  0.57143,  1.37251
10, train, -2.17478,  0.57143,  1.39994
10, validation, -2.10886,  0.57143,  1.36435
11, train, -2.11510,  0.71429,  1.37022
11, validation, -2.06828,  0.57143,  1.35671
12, train, -2.05006,  0.71429,  1.34550
12, validation, -2.03552,  0.71429,  1.34906
13, train, -2.05173,  0.71429,  1.35941
13, validation, -2.00825,  0.71429,  1.34224
14, train, -2.00152,  0.71429,  1.33908
14, validation, -1.98258,  0.71429,  1.33456
15, train, -1.99732,  0.71429,  1.33703
15, validation, -1.95726,  0.85714,  1.32718
16, train, -1.98963,  0.85714,  1.34675
16, validation, -1.93189,  0.85714,  1.31989
17, train, -1.94180,  0.85714,  1.32288
17, validation, -1.90688,  0.85714,  1.31462
18, train, -1.94780,  0.85714,  1.30824
18, validation, -1.88217,  0.85714,  1.30962
19, train, -1.90244,  0.85714,  1.33096
19, validation, -1.85728,  0.85714,  1.30315
20, train, -1.88528,  0.85714,  1.32620
20, validation, -1.83205,  0.85714,  1.29643
21, train, -1.83827,  0.85714,  1.28810
21, validation, -1.81928,  0.85714,  1.29262
22, train, -1.85160,  0.85714,  1.30331
22, validation, -1.80611,  1.00000,  1.28820
23, train, -1.82428,  0.85714,  1.28862
23, validation, -1.79259,  1.00000,  1.28368
24, train, -1.82294,  0.85714,  1.30957
24, validation, -1.77941,  1.00000,  1.27994
25, train, -1.76325,  0.85714,  1.26915
25, validation, -1.76665,  1.00000,  1.27639
