Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.94768,  0.00000,  1.97614
1, validation, -3.93282,  0.14286,  1.97904
2, train, -3.93447,  0.00000,  2.00021
2, validation, -3.89075,  0.14286,  1.98072
3, train, -3.89742,  0.28571,  1.98126
3, validation, -3.85210,  0.14286,  1.98262
4, train, -3.85458,  0.14286,  2.00907
4, validation, -3.81614,  0.14286,  1.98504
5, train, -3.82312,  0.14286,  1.98376
5, validation, -3.78248,  0.14286,  1.98751
6, train, -3.77223,  0.14286,  1.95805
6, validation, -3.75062,  0.14286,  1.98945
7, train, -3.74931,  0.14286,  2.00608
7, validation, -3.72050,  0.28571,  1.99087
8, train, -3.73736,  0.28571,  2.01597
8, validation, -3.69176,  0.28571,  1.99228
9, train, -3.69591,  0.28571,  2.00196
9, validation, -3.66425,  0.28571,  1.99352
10, train, -3.66678,  0.28571,  1.98031
10, validation, -3.63773,  0.28571,  1.99434
11, train, -3.63799,  0.28571,  1.99897
11, validation, -3.61224,  0.28571,  1.99436
12, train, -3.61027,  0.28571,  2.00119
12, validation, -3.58760,  0.28571,  1.99395
13, train, -3.60082,  0.28571,  2.00294
13, validation, -3.56370,  0.28571,  1.99272
14, train, -3.57197,  0.14286,  1.99354
14, validation, -3.54057,  0.28571,  1.99027
15, train, -3.56273,  0.28571,  1.99803
15, validation, -3.51794,  0.28571,  1.98696
16, train, -3.51663,  0.28571,  1.99003
16, validation, -3.49591,  0.28571,  1.98283
17, train, -3.49360,  0.28571,  2.00587
17, validation, -3.47431,  0.28571,  1.97821
18, train, -3.46101,  0.28571,  1.97193
18, validation, -3.45312,  0.28571,  1.97291
19, train, -3.44955,  0.28571,  1.98385
19, validation, -3.43235,  0.28571,  1.96696
20, train, -3.42786,  0.28571,  1.98548
20, validation, -3.41214,  0.28571,  1.96103
