Epoch,Split,Log-likelihood,Accuracy,RMSE,num_events,SelectionMetric
1,train,-3.3037240206339713,,,8360,validation_loglike
1,valid,-2.9815111454446517,,,2010,validation_loglike
2,train,-2.9720329321172247,,,8360,validation_loglike
2,valid,-2.9333848336442787,,,2010,validation_loglike
3,train,-2.9213273773923447,,,8360,validation_loglike
3,valid,-2.987500242925995,,,2010,validation_loglike
4,train,-2.969334769363038,,,8360,validation_loglike
4,valid,-3.0391526255441543,,,2010,validation_loglike
5,train,-3.016631934061005,,,8360,validation_loglike
5,valid,-3.0224091942630595,,,2010,validation_loglike
6,train,-2.9946644176136363,,,8360,validation_loglike
6,valid,-2.992645658426617,,,2010,validation_loglike
7,train,-2.9595941424940193,,,8360,validation_loglike
7,valid,-2.956111775108831,,,2010,validation_loglike
8,train,-2.91453185743122,,,8360,validation_loglike
8,valid,-2.948820351368159,,,2010,validation_loglike
9,train,-2.910489869916268,,,8360,validation_loglike
9,valid,-2.944874747356965,,,2010,validation_loglike
10,train,-2.9090021306818183,,,8360,validation_loglike
10,valid,-2.8960534242848257,,,2010,validation_loglike
11,train,-2.87391480076256,,,8360,validation_loglike
11,valid,-2.855928365982587,,,2010,validation_loglike
12,train,-2.849828517494019,,,8360,validation_loglike
12,valid,-2.848222267568408,,,2010,validation_loglike
13,train,-2.85099151465311,,,8360,validation_loglike
13,valid,-2.85669188238495,,,2010,validation_loglike
14,train,-2.8576204582834928,,,8360,validation_loglike
14,valid,-2.811464649409204,,,2010,validation_loglike
15,train,-2.803831021979665,,,8360,validation_loglike
15,valid,-2.8486590485074625,,,2010,validation_loglike
16,train,-2.826414613860646,,,8360,validation_loglike
16,valid,-2.9071371657338307,,,2010,validation_loglike
17,train,-2.8668833171351675,,,8360,validation_loglike
17,valid,-2.9525278879042287,,,2010,validation_loglike
18,train,-2.9158896998355264,,,8360,validation_loglike
18,valid,-2.9935804376554724,,,2010,validation_loglike
19,train,-2.943383672248804,,,8360,validation_loglike
19,valid,-2.9359443019278606,,,2010,validation_loglike
20,train,-2.9036163184061006,,,8360,validation_loglike
20,valid,-2.871915325715174,,,2010,validation_loglike
21,train,-2.8477497009569377,,,8360,validation_loglike
21,valid,-2.8112032610385573,,,2010,validation_loglike
22,train,-2.8054023998205744,,,8360,validation_loglike
22,valid,-2.8282066231343284,,,2010,validation_loglike
23,train,-2.821613804575359,,,8360,validation_loglike
23,valid,-2.8680015450093284,,,2010,validation_loglike
24,train,-2.8631146736692585,,,8360,validation_loglike
24,valid,-2.880957760027985,,,2010,validation_loglike
25,train,-2.8896678285735646,,,8360,validation_loglike
25,valid,-2.8962548099347014,,,2010,validation_loglike
26,train,-2.9086923407595693,,,8360,validation_loglike
26,valid,-2.8737656930192785,,,2010,validation_loglike
27,train,-2.876726740056818,,,8360,validation_loglike
27,valid,-2.8197544989894276,,,2010,validation_loglike
28,train,-2.8213850833582534,,,8360,validation_loglike
28,valid,-2.794312616604478,,,2010,validation_loglike
29,train,-2.7893239290520335,,,8360,validation_loglike
29,valid,-2.8032425761815922,,,2010,validation_loglike
30,train,-2.7773400119617224,,,8360,validation_loglike
30,valid,-2.8277397193718907,,,2010,validation_loglike
31,train,-2.7924150530801435,,,8360,validation_loglike
31,valid,-2.8560410836442784,,,2010,validation_loglike
32,train,-2.8105485103917465,,,8360,validation_loglike
32,valid,-2.8665070642879353,,,2010,validation_loglike
33,train,-2.812740636214115,,,8360,validation_loglike
33,valid,-2.8545519472947762,,,2010,validation_loglike
34,train,-2.8127333937649523,,,8360,validation_loglike
34,valid,-2.844610443874378,,,2010,validation_loglike
35,train,-2.800430808911483,,,8360,validation_loglike
35,valid,-2.804892529539801,,,2010,validation_loglike
36,train,-2.769823751495215,,,8360,validation_loglike
36,valid,-2.7873071167599504,,,2010,validation_loglike
37,train,-2.764518774297249,,,8360,validation_loglike
37,valid,-2.7809633473258706,,,2010,validation_loglike
38,train,-2.7607284034838515,,,8360,validation_loglike
38,valid,-2.784742789956468,,,2010,validation_loglike
39,train,-2.7801442415520334,,,8360,validation_loglike
39,valid,-2.805049459732587,,,2010,validation_loglike
40,train,-2.795837928005383,,,8360,validation_loglike
40,valid,-2.789053025886194,,,2010,validation_loglike
