Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.70174,  0.06452,  1.80866
1, validation, -3.59889,  0.09677,  1.71224
2, train, -3.58888,  0.06452,  1.69407
2, validation, -3.46636,  0.03226,  1.58253
3, train, -3.46742,  0.06452,  1.57270
3, validation, -3.34761,  0.12903,  1.50214
4, train, -3.34785,  0.16129,  1.51188
4, validation, -3.24110,  0.19355,  1.45485
5, train, -3.26581,  0.16129,  1.45409
5, validation, -3.14504,  0.25806,  1.42911
6, train, -3.15710,  0.22581,  1.44064
6, validation, -3.05712,  0.29032,  1.41611
7, train, -3.05932,  0.25806,  1.41808
7, validation, -2.97807,  0.32258,  1.40820
8, train, -2.99161,  0.32258,  1.40344
8, validation, -2.90798,  0.35484,  1.40227
9, train, -2.92442,  0.38710,  1.40958
9, validation, -2.84743,  0.35484,  1.39222
10, train, -2.87459,  0.35484,  1.41311
10, validation, -2.79406,  0.38710,  1.37194
11, train, -2.82040,  0.38710,  1.38046
11, validation, -2.74501,  0.41935,  1.34534
12, train, -2.74433,  0.38710,  1.34542
12, validation, -2.69749,  0.45161,  1.31067
13, train, -2.74712,  0.38710,  1.31442
13, validation, -2.65335,  0.48387,  1.27315
14, train, -2.64996,  0.48387,  1.25679
14, validation, -2.61371,  0.45161,  1.23721
15, train, -2.67305,  0.45161,  1.28143
15, validation, -2.57821,  0.45161,  1.20597
16, train, -2.59923,  0.48387,  1.20601
16, validation, -2.54204,  0.48387,  1.17787
17, train, -2.56549,  0.45161,  1.19483
17, validation, -2.50498,  0.48387,  1.15422
18, train, -2.54484,  0.48387,  1.18054
18, validation, -2.46595,  0.54839,  1.13450
19, train, -2.48839,  0.45161,  1.13370
19, validation, -2.42964,  0.54839,  1.11940
20, train, -2.44952,  0.48387,  1.10457
20, validation, -2.39606,  0.51613,  1.10415
21, train, -2.44731,  0.45161,  1.11691
21, validation, -2.37989,  0.51613,  1.09701
22, train, -2.40796,  0.54839,  1.10898
22, validation, -2.36321,  0.51613,  1.08837
23, train, -2.38281,  0.54839,  1.09505
23, validation, -2.34631,  0.51613,  1.08011
24, train, -2.38841,  0.54839,  1.13085
24, validation, -2.32937,  0.51613,  1.07402
25, train, -2.36149,  0.58065,  1.08610
25, validation, -2.31236,  0.58065,  1.06698
