protocol,task_id,K,pre_nll,adapted_nll,gain_nll
baseline,1,0,3.7106618421844892,3.7106618421844892,0.0
baseline,1,1,3.7106618421844892,3.7106618421844892,0.0
baseline,1,2,3.7106618421844892,15.082883625361271,-11.372221783176782
baseline,1,4,3.7106618421844892,13.525482824542388,-9.8148209823579
baseline,1,8,3.7106618421844892,15.942062936536608,-12.231401094352119
baseline,1,16,3.7106618421844892,10.680043126806359,-6.9693812846218695
baseline,1,32,3.7106618421844892,17.18203012102601,-13.47136827884152
baseline,2,0,3.29331447446003,3.29331447446003,0.0
baseline,2,1,3.29331447446003,3.29331447446003,0.0
baseline,2,2,3.29331447446003,9.654537378972195,-6.361222904512165
baseline,2,4,3.29331447446003,13.350670307845084,-10.057355833385053
baseline,2,8,3.29331447446003,5.3262867932286495,-2.0329723187686195
baseline,2,16,3.29331447446003,4.195555913294439,-0.9022414388344089
baseline,2,32,3.29331447446003,14.007189905039722,-10.71387543057969
baseline,3,0,3.2515022195473504,3.2515022195473504,0.0
baseline,3,1,3.2515022195473504,3.2515022195473504,0.0
baseline,3,2,3.2515022195473504,8.49042700410942,-5.23892478456207
baseline,3,4,3.2515022195473504,9.575397525147203,-6.323895305599852
baseline,3,8,3.2515022195473504,7.460232151619235,-4.2087299320718845
baseline,3,16,3.2515022195473504,6.667939041032875,-3.416436821485525
baseline,3,32,3.2515022195473504,7.5498454175355745,-4.298343197988224
baseline,4,0,3.5722930187315454,3.5722930187315454,0.0
baseline,4,1,3.5722930187315454,3.5722930187315454,0.0
baseline,4,2,3.5722930187315454,11.874603992372048,-8.302310973640502
baseline,4,4,3.5722930187315454,13.294819989542322,-9.722526970810776
baseline,4,8,3.5722930187315454,9.817050242987206,-6.24475722425566
baseline,4,16,3.5722930187315454,12.936215858759843,-9.363922840028298
baseline,4,32,3.5722930187315454,15.651779535248524,-12.07948651651698
baseline,5,0,3.4419953232511467,3.4419953232511467,0.0
baseline,5,1,3.4419953232511467,3.4419953232511467,0.0
baseline,5,2,3.4419953232511467,11.898012829701836,-8.456017506450689
baseline,5,4,3.4419953232511467,9.478260285263762,-6.0362649620126145
baseline,5,8,3.4419953232511467,11.936372921444955,-8.494377598193807
baseline,5,16,3.4419953232511467,7.4853923272649086,-4.043397004013762
baseline,5,32,3.4419953232511467,6.251312983801606,-2.8093176605504593
baseline,6,0,3.104882137678924,3.104882137678924,0.0
baseline,6,1,3.104882137678924,3.104882137678924,0.0
baseline,6,2,3.104882137678924,11.370323489943237,-8.265441352264313
baseline,6,4,3.104882137678924,10.55936593811698,-7.454483800438055
baseline,6,8,3.104882137678924,11.016727850444225,-7.911845712765301
baseline,6,16,3.104882137678924,12.36792594706318,-9.263043809384255
baseline,6,32,3.104882137678924,14.567443546396841,-11.462561408717917
baseline,7,0,3.188236367582071,3.188236367582071,0.0
baseline,7,1,3.188236367582071,3.188236367582071,0.0
baseline,7,2,3.188236367582071,9.332593513257576,-6.144357145675505
baseline,7,4,3.188236367582071,5.867408952809344,-2.6791725852272728
baseline,7,8,3.188236367582071,11.888074100378788,-8.699837732796716
baseline,7,16,3.188236367582071,13.544810408775252,-10.35657404119318
baseline,7,32,3.188236367582071,11.498602233270201,-8.31036586568813
baseline,8,0,2.7567493890699053,2.7567493890699053,0.0
baseline,8,1,2.7567493890699053,2.7567493890699053,0.0
baseline,8,2,2.7567493890699053,6.663974563092417,-3.9072251740225115
baseline,8,4,2.7567493890699053,10.067146771327014,-7.310397382257109
baseline,8,8,2.7567493890699053,9.855120704976303,-7.098371315906397
baseline,8,16,2.7567493890699053,14.605243816646919,-11.848494427577013
baseline,8,32,2.7567493890699053,5.813060944905213,-3.0563115558353076
baseline,9,0,3.4047260319549952,3.4047260319549952,0.0
baseline,9,1,3.4047260319549952,3.4047260319549952,0.0
baseline,9,2,3.4047260319549952,13.480639603476058,-10.075913571521063
baseline,9,4,3.4047260319549952,10.597810018128452,-7.193083986173457
baseline,9,8,3.4047260319549952,12.598886395027625,-9.19416036307263
baseline,9,16,3.4047260319549952,13.854458016804788,-10.449731984849793
baseline,9,32,3.4047260319549952,10.275988612166206,-6.87126258021121
