Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.77911,  0.14286,  1.68677
1, validation, -3.75226,  0.28571,  1.61062
2, train, -3.75768,  0.28571,  1.62629
2, validation, -3.72094,  0.42857,  1.49270
3, train, -3.69084,  0.42857,  1.41431
3, validation, -3.68950,  0.42857,  1.38939
4, train, -3.68299,  0.42857,  1.35712
4, validation, -3.65818,  0.28571,  1.30157
5, train, -3.64702,  0.28571,  1.28645
5, validation, -3.62683,  0.28571,  1.22862
6, train, -3.63496,  0.28571,  1.24343
6, validation, -3.59577,  0.28571,  1.17042
7, train, -3.59697,  0.28571,  1.16601
7, validation, -3.56528,  0.28571,  1.12659
8, train, -3.57489,  0.28571,  1.14237
8, validation, -3.53537,  0.28571,  1.09397
9, train, -3.53525,  0.28571,  1.07597
9, validation, -3.50640,  0.28571,  1.07115
10, train, -3.51370,  0.28571,  1.08519
10, validation, -3.47855,  0.28571,  1.05514
11, train, -3.49974,  0.28571,  1.07474
11, validation, -3.45177,  0.28571,  1.04347
12, train, -3.46615,  0.28571,  1.06655
12, validation, -3.42587,  0.28571,  1.03462
13, train, -3.40481,  0.28571,  1.02779
13, validation, -3.40108,  0.28571,  1.02740
14, train, -3.40446,  0.28571,  1.03932
14, validation, -3.37704,  0.28571,  1.02069
15, train, -3.38131,  0.28571,  1.03494
15, validation, -3.35389,  0.28571,  1.01388
16, train, -3.34511,  0.28571,  1.01340
16, validation, -3.33142,  0.28571,  1.00676
17, train, -3.37896,  0.28571,  1.06199
17, validation, -3.30957,  0.28571,  0.99907
18, train, -3.33544,  0.28571,  1.04453
18, validation, -3.28822,  0.28571,  0.99055
19, train, -3.30527,  0.28571,  1.01970
19, validation, -3.26724,  0.28571,  0.98127
20, train, -3.29129,  0.28571,  1.02177
20, validation, -3.24666,  0.28571,  0.97128
