Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.74554,  0.00000,  0.63181
1, validation, -3.44757,  0.00000,  0.02010
2, train, -3.44346,  0.00000,  0.01212
2, validation, -3.24733,  0.00000,  0.17306
3, train, -3.26253,  0.00000,  0.11764
3, validation, -3.07832,  1.00000,  0.34926
4, train, -3.05111,  1.00000,  0.37854
4, validation, -2.94256,  1.00000,  0.46320
5, train, -2.93700,  1.00000,  0.37717
5, validation, -2.83050,  1.00000,  0.51807
6, train, -2.81528,  1.00000,  0.47701
6, validation, -2.73414,  1.00000,  0.52582
7, train, -2.76208,  1.00000,  0.47186
7, validation, -2.64622,  1.00000,  0.50251
8, train, -2.67640,  1.00000,  0.47190
8, validation, -2.56334,  1.00000,  0.45897
9, train, -2.62506,  1.00000,  0.34462
9, validation, -2.48342,  1.00000,  0.40805
10, train, -2.50824,  1.00000,  0.37029
10, validation, -2.40487,  1.00000,  0.35250
11, train, -2.45195,  1.00000,  0.20865
11, validation, -2.32630,  1.00000,  0.30074
12, train, -2.32988,  1.00000,  0.34187
12, validation, -2.24814,  1.00000,  0.24681
13, train, -2.28875,  1.00000,  0.11170
13, validation, -2.17020,  1.00000,  0.20128
14, train, -2.21364,  1.00000,  0.04245
14, validation, -2.09293,  1.00000,  0.16465
15, train, -2.13233,  1.00000,  0.02642
15, validation, -2.01676,  1.00000,  0.13575
16, train, -2.03961,  1.00000,  0.13995
16, validation, -1.94267,  1.00000,  0.10554
17, train, -2.01074,  1.00000,  0.04946
17, validation, -1.87137,  1.00000,  0.08492
18, train, -1.89172,  1.00000,  0.07252
18, validation, -1.80361,  1.00000,  0.06492
19, train, -1.83449,  1.00000,  0.06457
19, validation, -1.74058,  1.00000,  0.04477
20, train, -1.75416,  1.00000,  0.03259
20, validation, -1.68311,  1.00000,  0.02610
21, train, -1.69901,  1.00000,  0.04640
21, validation, -1.65649,  1.00000,  0.01712
22, train, -1.69244,  1.00000,  0.03088
22, validation, -1.63115,  1.00000,  0.01217
23, train, -1.64933,  1.00000,  0.00522
23, validation, -1.60724,  1.00000,  0.00874
24, train, -1.61960,  1.00000,  0.03965
24, validation, -1.58494,  1.00000,  0.00479
25, train, -1.60296,  1.00000,  0.00905
25, validation, -1.56420,  1.00000,  0.00232
