checkpoint_task,checkpoint,eval_name,regime_id,variant,protocol,memory_view,nll_per_event,accuracy,local_time_mae
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_A_1,A_1,online_write/full,online_write,full,3.0239316830799514,0.33015948583670557,1.3711746114400813
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_B_1,B_1,online_write/full,online_write,full,3.8462504880628168,0.07367178276269186,1.6395314080442753
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_C_1,C_1,online_write/full,online_write,full,3.2557743794314122,0.16620428751576294,1.2151615133952973
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_B_prime_1,B_prime_1,online_write/full,online_write,full,3.7995709769159367,0.07911466917824346,1.6224830224632003
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_A_2,A_2,online_write/full,online_write,full,3.153822853013025,0.30201342281879195,1.3927015855685227
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_X_transient,X_transient,online_write/full,online_write,full,3.173941196090702,0.251724958363074,1.285288099736102
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_A_merge,A_merge,online_write/full,online_write,full,3.012272941094237,0.3207046332046332,1.2966634219289401
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_E_1,E_1,online_write/full,online_write,full,3.4201723296214417,0.15051395007342144,1.2611104544503793
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_A_1,A_1,online_write/full,online_write,full,3.374465954315092,0.16019995239228754,1.3133897980288474
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_B_1,B_1,online_write/full,online_write,full,3.174336681283632,0.2663518299881936,1.2745868171188088
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_C_1,C_1,online_write/full,online_write,full,3.100363843971664,0.19117276166456496,1.0679981005447359
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_B_prime_1,B_prime_1,online_write/full,online_write,full,3.155463604982359,0.2446432776077231,1.2685523107450536
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_A_2,A_2,online_write/full,online_write,full,3.4661182129883867,0.11483967188665176,1.3089674832269256
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_X_transient,X_transient,online_write/full,online_write,full,3.3868015127297726,0.12966928384487272,1.195447610165479
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_A_merge,A_merge,online_write/full,online_write,full,3.3614248020509727,0.15033783783783783,1.2398816475206016
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_E_1,E_1,online_write/full,online_write,full,3.3058234293905473,0.13582966226138032,1.119106344936112
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_A_1,A_1,online_write/full,online_write,full,3.413982208622223,0.09973815758152821,1.276422690051029
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_B_1,B_1,online_write/full,online_write,full,3.480626310902475,0.08736717827626919,1.2721330263466082
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_C_1,C_1,online_write/full,online_write,full,2.5459647420399163,0.39394703656998736,0.9697696995915561
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_B_prime_1,B_prime_1,online_write/full,online_write,full,3.435361570250379,0.08052743112785496,1.2782037030433575
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_A_2,A_2,online_write/full,online_write,full,3.510615566091183,0.09371116082525478,1.3133916207840386
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_X_transient,X_transient,online_write/full,online_write,full,3.440576419172232,0.07566024268379729,1.183299112860592
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_A_merge,A_merge,online_write/full,online_write,full,3.4068419337883937,0.09145752895752896,1.2043440813939428
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_E_1,E_1,online_write/full,online_write,full,3.4064439361212058,0.09055310817425355,1.0832743243730527
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_03_best.pt,anchor_A_1,A_1,online_write/full,online_write,full,2.9742264581422555,0.3208759819090693,1.2743083982061354
