Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.65677,  0.26667,  2.66508
1, validation, -3.64377,  0.46667,  2.67985
2, train, -3.64871,  0.46667,  2.68879
2, validation, -3.61986,  0.46667,  2.67559
3, train, -3.60593,  0.46667,  2.66022
3, validation, -3.59545,  0.46667,  2.67101
4, train, -3.60586,  0.46667,  2.67889
4, validation, -3.57118,  0.46667,  2.66765
5, train, -3.57804,  0.46667,  2.67140
5, validation, -3.54807,  0.46667,  2.66319
6, train, -3.53974,  0.46667,  2.65891
6, validation, -3.52566,  0.46667,  2.65847
7, train, -3.53420,  0.46667,  2.66672
7, validation, -3.50422,  0.46667,  2.65153
8, train, -3.51445,  0.46667,  2.65224
8, validation, -3.48291,  0.46667,  2.64440
9, train, -3.48357,  0.46667,  2.66491
9, validation, -3.46288,  0.46667,  2.63624
10, train, -3.46848,  0.46667,  2.63677
10, validation, -3.44310,  0.46667,  2.62979
11, train, -3.44135,  0.46667,  2.62308
11, validation, -3.42268,  0.46667,  2.62455
12, train, -3.42081,  0.46667,  2.62688
12, validation, -3.40079,  0.46667,  2.61984
13, train, -3.39936,  0.46667,  2.61441
13, validation, -3.37732,  0.46667,  2.61546
14, train, -3.38800,  0.46667,  2.63139
14, validation, -3.35271,  0.46667,  2.61174
15, train, -3.35409,  0.46667,  2.61574
15, validation, -3.32779,  0.46667,  2.60813
16, train, -3.32827,  0.46667,  2.60591
16, validation, -3.30239,  0.46667,  2.60425
17, train, -3.30874,  0.46667,  2.60585
17, validation, -3.27632,  0.46667,  2.60289
18, train, -3.27522,  0.46667,  2.58777
18, validation, -3.25073,  0.46667,  2.60499
19, train, -3.26414,  0.46667,  2.60559
19, validation, -3.22570,  0.46667,  2.60516
20, train, -3.23901,  0.46667,  2.61124
20, validation, -3.20050,  0.46667,  2.59798
