Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.11886,  0.22581,  2.97911
1, validation, -3.98045,  0.22581,  2.94206
2, train, -3.97148,  0.22581,  2.92434
2, validation, -3.89209,  0.09677,  2.91925
3, train, -3.89671,  0.16129,  2.92923
3, validation, -3.83850,  0.25806,  2.90666
4, train, -3.82715,  0.25806,  2.88131
4, validation, -3.79586,  0.29032,  2.89858
5, train, -3.79091,  0.29032,  2.90307
5, validation, -3.76000,  0.29032,  2.88167
6, train, -3.76405,  0.29032,  2.87398
6, validation, -3.73105,  0.29032,  2.86814
7, train, -3.73136,  0.29032,  2.86241
7, validation, -3.70730,  0.29032,  2.85711
8, train, -3.71022,  0.29032,  2.86619
8, validation, -3.68769,  0.29032,  2.84643
9, train, -3.69166,  0.32258,  2.86024
9, validation, -3.67216,  0.35484,  2.83555
10, train, -3.67192,  0.35484,  2.84697
10, validation, -3.65938,  0.35484,  2.82359
11, train, -3.67407,  0.35484,  2.84117
11, validation, -3.64739,  0.38710,  2.80982
12, train, -3.65273,  0.38710,  2.81542
12, validation, -3.63432,  0.38710,  2.79476
13, train, -3.63920,  0.38710,  2.79579
13, validation, -3.62016,  0.38710,  2.77916
14, train, -3.63294,  0.41935,  2.79665
14, validation, -3.60441,  0.38710,  2.76325
15, train, -3.62166,  0.41935,  2.78373
15, validation, -3.58754,  0.38710,  2.74670
16, train, -3.60384,  0.38710,  2.77188
16, validation, -3.57033,  0.41935,  2.72995
17, train, -3.57512,  0.38710,  2.73633
17, validation, -3.55146,  0.41935,  2.71297
18, train, -3.57212,  0.38710,  2.73035
18, validation, -3.52989,  0.45161,  2.69522
19, train, -3.52622,  0.45161,  2.69395
19, validation, -3.50529,  0.45161,  2.67504
20, train, -3.51092,  0.48387,  2.69344
20, validation, -3.47433,  0.48387,  2.65241
21, train, -3.47205,  0.45161,  2.66462
21, validation, -3.45716,  0.51613,  2.64010
22, train, -3.45517,  0.51613,  2.62715
22, validation, -3.44081,  0.48387,  2.62733
23, train, -3.46149,  0.48387,  2.64985
23, validation, -3.42635,  0.51613,  2.61510
24, train, -3.43266,  0.45161,  2.62115
24, validation, -3.41569,  0.54839,  2.60239
25, train, -3.42154,  0.51613,  2.62918
25, validation, -3.40595,  0.54839,  2.59028
