Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.50742,  0.19355,  1.97163
1, validation, -3.48893,  0.35484,  1.98385
2, train, -3.48719,  0.35484,  1.99422
2, validation, -3.46190,  0.35484,  1.98719
3, train, -3.45209,  0.35484,  1.97563
3, validation, -3.43770,  0.35484,  1.99097
4, train, -3.44204,  0.35484,  1.99403
4, validation, -3.41553,  0.35484,  1.99450
5, train, -3.41773,  0.35484,  2.00206
5, validation, -3.39478,  0.35484,  1.99545
6, train, -3.38555,  0.35484,  1.99389
6, validation, -3.37456,  0.35484,  1.99376
7, train, -3.37374,  0.35484,  2.00237
7, validation, -3.35439,  0.35484,  1.98956
8, train, -3.35639,  0.35484,  1.98638
8, validation, -3.33394,  0.35484,  1.98351
9, train, -3.33830,  0.35484,  2.00289
9, validation, -3.31325,  0.35484,  1.97597
10, train, -3.31633,  0.35484,  1.97609
10, validation, -3.29214,  0.41935,  1.96846
11, train, -3.29218,  0.35484,  1.96587
11, validation, -3.27075,  0.45161,  1.96114
12, train, -3.27077,  0.45161,  1.96262
12, validation, -3.24900,  0.38710,  1.95501
13, train, -3.24767,  0.38710,  1.95520
13, validation, -3.22673,  0.41935,  1.95035
14, train, -3.23210,  0.38710,  1.95571
14, validation, -3.20358,  0.41935,  1.94727
15, train, -3.20198,  0.41935,  1.94739
15, validation, -3.17996,  0.45161,  1.94483
16, train, -3.17852,  0.45161,  1.94044
16, validation, -3.15584,  0.41935,  1.94272
17, train, -3.15499,  0.41935,  1.94721
17, validation, -3.13143,  0.41935,  1.94062
18, train, -3.12751,  0.41935,  1.93437
18, validation, -3.10687,  0.41935,  1.93833
19, train, -3.11086,  0.45161,  1.94238
19, validation, -3.08240,  0.41935,  1.93597
20, train, -3.08503,  0.41935,  1.93916
20, validation, -3.05862,  0.45161,  1.93347
