Epoch,Split,Log-likelihood,RMSE,Accuracy,NumEvents,RMSE NumEvents,LearningRate
1,train,-3.602647654215495,5.534504802437444,0.06666666666666667,15,15,0.001
1,valid,-3.602647654215495,5.369117534167335,0.06666666666666667,15,15,0.001
2,train,-3.525110371907552,5.499686492307709,0.13333333333333333,15,15,0.001
2,valid,-3.525110371907552,5.309779481110382,0.06666666666666667,15,15,0.001
3,train,-3.452320353190104,5.480773427174858,0.2,15,15,0.001
3,valid,-3.452320353190104,5.34288206432214,0.06666666666666667,15,15,0.001
4,train,-3.3840563456217447,5.666998161642767,0.13333333333333333,15,15,0.001
4,valid,-3.3840563456217447,5.325732409713221,0.0,15,15,0.001
5,train,-3.320282745361328,5.680931775672345,0.13333333333333333,15,15,0.001
5,valid,-3.320282745361328,5.357951440249129,0.0,15,15,0.001
6,train,-3.260803731282552,5.65359359382053,0.13333333333333333,15,15,0.001
6,valid,-3.260803731282552,5.343447504535247,0.0,15,15,0.001
7,train,-3.2052881876627604,5.635572746028681,0.2,15,15,0.001
7,valid,-3.2052881876627604,5.302420738691354,0.06666666666666667,15,15,0.001
8,train,-3.1534141540527343,5.590184137522328,0.2,15,15,0.001
8,valid,-3.1534141540527343,5.822833975635275,0.06666666666666667,15,15,0.001
9,train,-3.104930877685547,5.523846711032011,0.2,15,15,0.001
9,valid,-3.104930877685547,6.089052676730593,0.13333333333333333,15,15,0.001
10,train,-3.0596844991048178,5.450697697301676,0.2,15,15,0.001
10,valid,-3.0596844991048178,5.969283762128628,0.13333333333333333,15,15,0.001
11,train,-3.0175262451171876,5.701738915467478,0.2,15,15,0.001
11,valid,-3.0175262451171876,5.910480255907192,0.2,15,15,0.001
12,train,-2.978252665201823,5.615350700787845,0.2,15,15,0.001
12,valid,-2.978252665201823,6.0053880023353825,0.13333333333333333,15,15,0.001
13,train,-2.94165522257487,5.539777405968789,0.26666666666666666,15,15,0.001
13,valid,-2.94165522257487,5.870866162560506,0.2,15,15,0.001
14,train,-2.9075780232747395,5.4807621053288145,0.2,15,15,0.001
14,valid,-2.9075780232747395,6.031997470952995,0.2,15,15,0.001
15,train,-2.875931803385417,5.424548489815477,0.2,15,15,0.001
15,valid,-2.875931803385417,5.985306444048347,0.2,15,15,0.001
16,train,-2.846654764811198,5.5135185794237636,0.26666666666666666,15,15,0.001
16,valid,-2.846654764811198,5.8483253451264074,0.2,15,15,0.001
17,train,-2.8196507771809896,5.456276138551843,0.3333333333333333,15,15,0.001
17,valid,-2.8196507771809896,6.057317305226623,0.2,15,15,0.001
18,train,-2.794785563151042,5.396285335898417,0.3333333333333333,15,15,0.001
18,valid,-2.794785563151042,6.076682160581477,0.2,15,15,0.001
19,train,-2.7719375610351564,5.337918853405967,0.4,15,15,0.001
19,valid,-2.7719375610351564,5.92354857618092,0.2,15,15,0.001
20,train,-2.750982666015625,5.281983237745849,0.4,15,15,0.001
20,valid,-2.750982666015625,5.774699449080752,0.2,15,15,0.001
21,train,-2.731797281901042,5.229368719120965,0.4,15,15,0.001
21,valid,-2.731797281901042,5.640962774108708,0.2,15,15,0.001
22,train,-2.714246622721354,5.180799552255524,0.4,15,15,0.001
22,valid,-2.714246622721354,5.489760977122547,0.3333333333333333,15,15,0.001
23,train,-2.698113505045573,5.13668637109567,0.4,15,15,0.001
23,valid,-2.698113505045573,5.348007296884143,0.26666666666666666,15,15,0.001
24,train,-2.6830535888671876,5.0971111418319595,0.4,15,15,0.001
24,valid,-2.6830535888671876,5.6656371733528905,0.3333333333333333,15,15,0.001
25,train,-2.6686798095703126,5.061893932343078,0.4,15,15,0.001
25,valid,-2.6686798095703126,5.5286899310339,0.4,15,15,0.001
