Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.96366,  0.00000,  1.73559
1, validation, -3.83990,  0.06667,  1.71000
2, train, -3.82425,  0.00000,  1.75970
2, validation, -3.69980,  0.26667,  1.67722
3, train, -3.71161,  0.26667,  1.64189
3, validation, -3.57699,  0.26667,  1.65285
4, train, -3.57069,  0.26667,  1.65665
4, validation, -3.47332,  0.26667,  1.63038
5, train, -3.51051,  0.26667,  1.66179
5, validation, -3.38409,  0.26667,  1.60912
6, train, -3.41226,  0.26667,  1.62421
6, validation, -3.30620,  0.26667,  1.59128
7, train, -3.30821,  0.26667,  1.56474
7, validation, -3.23647,  0.40000,  1.57680
8, train, -3.24099,  0.26667,  1.58997
8, validation, -3.17459,  0.46667,  1.56211
9, train, -3.20110,  0.40000,  1.58772
9, validation, -3.11683,  0.46667,  1.54156
10, train, -3.14635,  0.46667,  1.56021
10, validation, -3.05990,  0.53333,  1.51368
11, train, -3.06878,  0.46667,  1.52585
11, validation, -3.00620,  0.60000,  1.48931
12, train, -3.02311,  0.40000,  1.49152
12, validation, -2.95468,  0.60000,  1.46573
13, train, -2.98197,  0.53333,  1.49669
13, validation, -2.90497,  0.66667,  1.44186
14, train, -2.91448,  0.53333,  1.42342
14, validation, -2.85800,  0.66667,  1.41904
15, train, -2.89698,  0.66667,  1.46249
15, validation, -2.81295,  0.66667,  1.39152
16, train, -2.86682,  0.60000,  1.42501
16, validation, -2.77090,  0.66667,  1.35845
17, train, -2.78264,  0.66667,  1.40117
17, validation, -2.73167,  0.66667,  1.32202
18, train, -2.76796,  0.60000,  1.39182
18, validation, -2.69714,  0.66667,  1.28368
19, train, -2.76762,  0.53333,  1.28687
19, validation, -2.65761,  0.73333,  1.25166
20, train, -2.72149,  0.66667,  1.30402
20, validation, -2.62003,  0.73333,  1.22607
21, train, -2.66059,  0.66667,  1.25132
21, validation, -2.59902,  0.73333,  1.21617
22, train, -2.64413,  0.60000,  1.23680
22, validation, -2.57747,  0.80000,  1.20567
23, train, -2.64298,  0.73333,  1.23740
23, validation, -2.55507,  0.80000,  1.19862
24, train, -2.59580,  0.66667,  1.19704
24, validation, -2.53356,  0.73333,  1.19447
25, train, -2.55987,  0.86667,  1.23531
25, validation, -2.51360,  0.73333,  1.19180
