Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.28534,  0.00000,  1.57640
1, validation, -4.08015,  0.00000,  1.51090
2, train, -4.07332,  0.00000,  1.50472
2, validation, -3.88705,  0.33333,  1.49320
3, train, -3.85712,  0.33333,  1.43490
3, validation, -3.70805,  0.33333,  1.47700
4, train, -3.68851,  0.33333,  1.43854
4, validation, -3.54839,  0.66667,  1.46075
5, train, -3.51436,  0.66667,  1.48516
5, validation, -3.41129,  0.66667,  1.44601
6, train, -3.38919,  0.66667,  1.43518
6, validation, -3.28895,  0.66667,  1.43473
7, train, -3.31031,  0.66667,  1.48934
7, validation, -3.18173,  0.66667,  1.42789
8, train, -3.20093,  0.66667,  1.45410
8, validation, -3.09495,  0.66667,  1.42155
9, train, -3.12583,  0.66667,  1.41242
9, validation, -3.02239,  0.66667,  1.41380
10, train, -3.04378,  0.66667,  1.44449
10, validation, -2.96109,  0.66667,  1.40754
11, train, -2.94199,  0.66667,  1.37956
11, validation, -2.90853,  0.66667,  1.40341
12, train, -2.93236,  0.66667,  1.40241
12, validation, -2.86811,  0.66667,  1.40649
13, train, -2.88559,  0.66667,  1.44307
13, validation, -2.83207,  0.66667,  1.39608
14, train, -2.87366,  0.66667,  1.39744
14, validation, -2.79213,  1.00000,  1.37426
15, train, -2.82234,  1.00000,  1.38042
15, validation, -2.74635,  1.00000,  1.34103
16, train, -2.81304,  1.00000,  1.31454
16, validation, -2.70209,  1.00000,  1.31287
17, train, -2.71318,  1.00000,  1.28457
17, validation, -2.66492,  1.00000,  1.29946
18, train, -2.75180,  1.00000,  1.35539
18, validation, -2.62826,  1.00000,  1.28995
19, train, -2.64607,  1.00000,  1.27820
19, validation, -2.59699,  1.00000,  1.28970
20, train, -2.63287,  1.00000,  1.31560
20, validation, -2.56850,  1.00000,  1.29161
21, train, -2.59549,  1.00000,  1.34849
21, validation, -2.55518,  1.00000,  1.29001
22, train, -2.56484,  1.00000,  1.26216
22, validation, -2.54142,  1.00000,  1.28489
23, train, -2.52482,  1.00000,  1.25784
23, validation, -2.52687,  1.00000,  1.27648
24, train, -2.52950,  1.00000,  1.24808
24, validation, -2.51233,  1.00000,  1.26633
25, train, -2.52221,  1.00000,  1.23472
25, validation, -2.49930,  1.00000,  1.25736
