event_times,event_types,cluster
"3.955232,4.699868,4.753668,4.803519,4.839725,4.852526,4.979437,9.779419,18.338187,42.930286,42.952889,44.837298,48.661356,53.227407,53.295001,53.462307,53.465021,53.475223,53.491268,55.594907,55.656330,55.762807,71.213860,90.043168,104.564576,120.540790,139.596316,146.356976,146.382560,146.435133,146.440822,146.452726,146.463096,146.475921,146.479358,146.483748,146.487048,146.537128,146.590219,146.703516,152.709338,164.603288,164.622892,164.632453,164.664356,167.922961,169.304699,171.882836,177.863164,178.487864,185.298502,206.285842,234.827157,245.963164,245.974187,246.053271,246.062493,246.071905,246.171101,246.191531,246.443063,246.522396,246.628718,256.604031,256.658765,256.664183,256.671754,256.739349,256.812035,256.822861,256.840178,256.871288,261.619818,301.364258,325.095548,367.056610,367.193744,375.715982,375.780845,376.721876,377.528935,377.767961,395.176814,395.254306,402.734550,402.857420,402.872782,402.909259,416.831879,427.696978,445.649273,445.655416,445.664785,445.668441,453.565263,453.566363,453.889121,453.943721,486.095934,486.154495,486.162802,486.177917,486.210606,486.220701,486.221340,486.266622,495.041145,495.137156,495.169010,495.193780,563.750318,563.811844,571.911119,601.772580,601.802276,603.762074,604.852636,662.732738,664.665350,665.791536,665.900783,677.370680,677.466857,682.835727,692.309959,692.348698,702.180341,702.189167,702.264224,702.319394,702.325724,702.333209,702.387742,702.432335,702.521408,702.547353,702.614633,720.210467,750.628187,750.873095,756.224788,775.934521,777.986323,780.828025,780.960764,798.508421,805.263441,805.285969,805.313660,805.315692,805.317835,805.516689,805.660717,805.703014,805.891632,805.959215,829.053150,834.179585,858.443834,865.899821,865.932726,865.987041,875.162961,880.012703,880.025658,914.650245,920.152575,931.193426,931.209945,940.104197,952.072217,959.322858,959.336610,959.371912,961.043817,961.061973,994.107879,1011.823080,1011.893396,1011.960131,1012.924245,1027.010388,1027.024705,1027.035379,1027.048831,1027.080359,1031.291282,1048.948439,1076.449325,1076.534637,1077.439107,1084.443431,1084.455055,1090.539656,1093.861106,1103.637100,1103.660667,1109.983062,1132.279484,1136.207885","1,0,7,7,3,3,3,4,5,6,6,0,7,1,2,2,5,5,6,0,7,7,0,6,6,0,0,2,5,6,4,6,4,0,7,5,4,6,7,4,2,0,7,3,1,4,5,6,7,3,5,5,6,4,0,7,7,3,0,3,7,3,3,7,3,3,1,1,1,3,2,2,6,7,0,1,2,3,1,0,5,6,2,5,7,3,1,1,5,4,2,5,6,6,6,4,4,0,3,1,2,5,5,6,4,2,3,1,2,5,0,7,0,6,4,6,7,4,7,1,2,2,5,0,0,7,0,7,3,1,7,3,3,1,3,1,1,1,3,1,0,2,4,7,3,6,4,0,7,7,3,1,2,5,6,4,3,7,2,0,7,3,5,7,3,6,0,2,5,4,7,4,0,0,3,1,6,5,6,6,0,7,3,1,2,5,0,3,2,5,2,5,6,0,2,7,3,4,6,3",0
"26.819940,26.850634,37.252111,37.272673,61.436846,71.152179,76.778426,92.328587,92.331106,92.572258,92.978332,93.026081,93.033069,93.034483,93.037208,93.055295,93.056439,93.061468,93.212093,93.343340,93.419010,93.564848,93.573781,93.582360,93.586686,93.606731,93.623023,93.716386,93.746733,93.850639,93.875774,93.912763,93.938224,123.852107,123.931546,132.317538,133.262368,147.450540,153.302273,171.370822,195.459370,204.610181,204.618427,204.620410,204.632305,204.652074,226.695489,226.852395,226.882135,226.924981,230.484637,245.711962,245.754709,253.634843,274.491979,274.570692,276.538049,278.406263,283.713992,284.417694,289.220629,289.225635,290.723464,296.590045,296.619865,296.674885,299.946456,316.476696,323.318954,339.835357,339.898258,340.124665,340.160909,340.162987,340.235229,340.249326,340.380823,348.733324,373.405279,373.415245,385.106554,398.039229,398.163101,398.230965,398.235669,398.245342,398.260531,417.952857,417.976025,417.984498,417.989566,418.034633,418.284058,425.975112,431.131599,431.761241,441.375192,441.590106,441.687555,441.687762,441.714969,441.722072,441.737933,441.745824,466.052746,466.059181,479.617697,479.652902,479.744710,485.859947,485.876014,488.112109,488.239007,497.740812,504.588454,527.188065,546.438174,558.974234,559.074483,574.588252,577.933039,577.992312,584.260970,584.364940,584.373468,584.459745,584.692333,589.166612,599.212475,607.224796,607.382042,624.750922,655.853373,672.329808,672.367735,673.148157,673.276539,673.283369,673.355783,673.373397,673.392676,680.012080,680.078879,689.174018,702.237061,702.252948,702.299132,702.377411,702.380809,702.383717,702.390011,702.391398,702.395346,702.430583,702.444798,702.535975,702.603020,702.612958,702.637132,702.707104,702.875725,707.383443,707.447073,732.777249,734.188713,735.421541,737.518613,772.994375,779.007025,781.646883,781.718251,781.756506,781.812589,815.943422,818.578700,852.010527,852.107043,852.197012,858.615781,858.660862,865.109710,865.957092,866.120420,871.037179,895.246852,915.054739,915.298687,918.282302,918.327311,918.384368,918.403741,918.459248,933.322534,933.469716,933.640106,938.520664,938.626927,977.551178,980.566972,980.968569","4,0,5,6,1,4,2,2,5,6,4,0,0,7,7,7,3,0,7,7,3,1,2,5,2,6,6,4,0,4,1,0,2,6,4,2,2,3,5,4,3,6,4,0,0,7,4,0,7,3,7,6,4,3,5,6,4,1,2,1,0,7,1,2,5,6,3,6,1,1,2,2,5,6,6,4,6,3,4,0,1,3,1,2,2,5,5,4,0,0,0,7,0,1,4,0,4,0,7,7,3,3,1,2,6,4,4,0,7,5,6,7,3,7,7,6,3,0,7,0,1,2,4,0,7,3,3,5,6,1,2,0,6,2,5,3,1,2,5,6,6,7,3,4,1,1,2,5,5,2,6,5,4,4,2,0,0,7,3,3,6,4,0,1,1,2,5,0,3,6,4,0,0,5,4,6,4,0,4,0,0,6,4,4,7,7,3,0,7,7,3,3,2,5,5,0,7,4,6,3",0
"11.580571,30.438353,30.551971,46.628659,61.663908,73.641645,95.703933,100.076767,100.080633,102.750358,112.364100,161.044183,171.955004,184.596032,184.762134,184.816385,184.985984,185.010950,185.018474,185.081305,185.949465,193.152546,193.898347,193.902339,193.935397,193.938147,194.022627,194.034359,194.042795,194.076827,194.175729,194.198829,194.543363,194.565339,213.453310,226.920182,261.358825,269.498955,269.513740,269.553746,269.568510,269.590302,299.304765,327.704341,327.789508,327.835675,327.862416,327.867956,327.871717,327.889494,327.893649,327.940252,328.047307,328.062234,328.106679,328.110149,328.124745,328.170629,328.218380,328.273636,328.302864,334.711827,358.048646,358.058845,358.093807,358.110935,358.123264,358.146984,358.180859,360.030449,368.315458,392.540715,393.061210,395.063116,395.102156,395.131206,395.138418,395.208124,395.464186,395.597158,395.661200,395.683828,421.851904,494.651237,516.916299,520.486822,520.506815,533.626636,533.788808,533.791888,544.024779,551.489500,554.198392,563.601601,589.010026,589.038068,589.050108,589.128505,589.187156,589.213231,589.239744,589.241760,589.242825,589.269484,589.274082,589.338573,589.448453,589.450924,589.570447,589.583674,589.596255,589.615164,589.625756,589.633211,589.659805,589.687091,589.756919,589.859263,594.894245,594.922065,595.013780,595.066904,595.104398,607.523907,612.943716,622.251425,622.270982,622.315222,659.306790,659.333430,659.382624,659.398538,659.737064,659.795022,660.130877,660.165241,662.656514,664.518533,664.699580,664.761683,664.788877,664.791608,664.838222,664.914725,664.936191,664.936933,664.941496,664.963426,664.971717,664.988613,685.202276,698.463551,698.505016,698.618064,698.662298,738.504302,738.597374,738.699549,743.610676,764.594961,767.204674,774.560100,823.732535,827.029574,852.039618,852.044533,852.065138,852.148344,852.207100,852.255473,852.262537,852.289403,852.295380,852.302197,852.302862,852.304789,852.326679,852.328829,852.420003,852.422544,852.448138,852.503761,852.536390,852.589275,852.594629,852.669657,863.902177,886.132693,907.410406,907.429694,907.508744,907.509146,907.526211,907.598319,907.648445,907.684873,907.737479,922.193949,922.196737,922.252316","0,3,1,5,7,1,4,0,7,1,0,3,5,7,3,1,2,5,6,6,4,1,7,3,1,2,5,6,6,4,4,0,7,3,1,4,3,7,3,1,3,2,2,0,7,3,3,1,1,1,1,1,2,5,2,5,5,6,2,5,4,6,2,5,6,4,4,0,5,0,3,5,6,5,6,6,4,4,4,0,7,3,7,2,7,1,2,3,1,1,6,6,5,4,7,3,1,2,5,5,6,4,0,3,0,0,0,0,7,3,3,1,3,3,7,3,1,1,3,1,2,5,5,6,5,5,6,6,6,4,0,0,7,7,1,2,6,3,1,2,2,5,5,6,4,0,0,4,0,7,3,1,2,5,2,7,3,3,3,4,4,7,7,3,1,2,2,2,5,5,6,5,6,6,6,6,2,6,5,4,6,6,4,0,0,7,3,5,5,6,6,4,4,0,7,0,0,5,6,6",0
"11.055069,49.115852,49.125557,49.331274,50.849780,50.932568,50.933220,52.751531,53.851254,62.219128,63.822470,90.958768,109.762468,111.292295,134.657454,134.693234,136.151196,138.958149,145.534521,145.574000,145.617440,145.626432,145.887169,145.973404,146.020946,146.115591,146.169992,150.375425,150.378886,150.418284,150.425624,150.432464,150.473072,150.753493,164.318552,164.387468,164.402373,164.462236,164.824574,165.020228,165.028797,214.591866,222.246408,253.838450,253.984629,254.019900,254.080407,264.028220,264.049826,264.054427,264.104312,300.353467,300.378169,324.153374,325.273248,329.596717,329.682023,341.067416,356.878290,361.966174,366.800205,384.643595,385.470901,385.508363,386.850960,399.533294,399.555651,408.529248,408.529989,408.586562,426.968175,426.976070,427.043883,427.080135,427.443010,427.445834,432.422468,448.687976,448.721019,448.721886,448.745686,448.757676,448.765112,448.800042,448.806314,449.195316,489.117609,489.185343,489.271559,489.276129,489.360635,489.415183,489.422872,489.509340,489.578857,489.646785,489.774926,489.840276,495.927234,496.084006,496.140597,496.256637,501.273476,501.335700,501.417114,501.433354,501.456206,501.471044,501.499022,501.510282,501.514106,501.516120,501.570622,501.574493,501.611933,518.806365,553.302528,565.650839,567.552513,568.080307,570.800726,588.613072,588.614889,588.656701,588.668717,588.700541,588.703715,588.728475,588.755390,588.820088,588.887886,588.943574,588.962328,591.940660,592.055635,592.124876,604.409048,604.502711,604.698208,616.221177,623.136562,623.170546,624.631116,626.911839,631.931702,647.428265,652.216943,652.317727,652.399832,652.508315,666.339467,669.894267,671.138568,671.279186,694.496353,712.147884,715.291333,725.675109,739.808057,739.844369,739.888861,739.985512,740.097098,740.115326,740.168336,740.240719,745.786965,746.222624,746.274037,746.365172,746.697103,746.784110,764.041445,767.268655,775.740311,775.749715,775.779994,775.844095,775.849728,775.873968,775.963065,775.991171,776.037849,776.046506,776.061323,776.075260,776.109690,776.131165,776.283561,776.338452,776.502691,776.537375,779.875043,779.891392,782.932424,788.802313,788.852980,788.897450,788.907167,788.963929","4,2,5,6,0,7,7,6,6,4,2,4,7,6,3,1,3,4,3,1,1,2,5,6,4,0,1,2,5,6,6,5,4,0,5,6,4,6,4,0,7,6,5,0,7,3,1,4,0,0,0,1,2,7,2,2,5,1,3,3,5,6,0,7,6,4,0,1,2,5,2,5,5,6,6,4,2,7,3,1,3,2,5,3,6,1,6,4,1,0,0,7,2,5,0,6,7,3,7,3,1,2,2,5,5,6,4,4,4,4,0,0,0,0,0,1,2,3,0,7,6,5,6,4,4,4,0,7,3,3,7,3,3,0,7,3,1,2,2,0,0,7,1,2,7,3,2,5,6,4,3,7,3,1,6,7,0,0,5,6,4,4,0,7,3,7,6,3,1,1,2,5,3,3,7,3,1,2,2,5,5,1,6,2,5,5,6,6,6,4,0,7,3,1,4,4,0,7,3,3",0
"2.625512,2.715716,2.807540,2.831997,2.882497,3.200764,3.283437,3.294524,3.303706,3.306832,3.334795,3.385397,13.625585,39.958019,47.402752,74.522445,90.348871,158.427768,163.010841,163.123315,183.161123,192.882675,209.860985,209.941195,209.980488,228.019384,228.055034,229.004433,229.486555,229.509513,229.622028,233.788935,289.057447,289.071737,289.146050,289.188846,289.265425,289.330156,289.339897,289.551507,289.667316,292.632487,292.745125,311.603213,322.505824,329.353112,329.358036,329.382518,329.456698,329.476483,329.664046,337.839320,337.928109,337.948957,338.001402,338.045996,338.057991,338.203545,347.027650,358.786650,358.789395,358.793424,369.601476,369.613016,369.662196,369.775136,369.819470,369.826897,370.296548,370.453745,370.683371,370.730055,387.839601,407.065958,407.138975,407.393357,407.423273,416.350613,431.381468,450.580531,450.626074,450.697990,450.701548,450.716117,450.784985,451.004649,451.031975,451.050603,451.492688,456.872042,490.722784,490.731575,490.786998,490.981857,491.000112,491.024570,493.731260,493.977020,497.199457,497.226940,507.458427,520.057534,520.084971,525.214509,534.140223,534.377489,534.393722,538.994653,547.093682,557.075146,586.807123,586.839656,586.850757,590.751307,603.976060,603.996876,604.003592,604.022226,604.024986,604.062380,604.274943,604.402857,604.414858,604.434761,604.436768,604.446305,604.522791,604.565921,604.603735,606.108233,606.163453,620.508056,621.909639,626.262006,632.289019,659.539380,686.415269,686.433875,686.435070,686.496422,686.503353,686.642621,686.688660,686.735417,701.414855,701.425226,701.518081,713.686758,725.063392,737.610345,744.330147,750.643222,784.426570,784.445157,801.858121,802.235399,820.505767,820.680050,832.439560,832.440286,832.486861,832.590451,840.303389,856.807216,871.265310,871.370122,871.413454,874.972055,875.017431,875.132774,875.213109,875.326329,886.354474,886.442065,886.454990,886.467884,889.825540,897.463379,897.491828,897.650177,905.645068,912.691383,912.702934,912.779013,912.899067,912.939380,912.982086,912.986918,913.003736,925.814972,926.269175,937.263882,937.543353,941.146665,941.171419,941.397367,942.483982,942.525371,942.595417,942.622700","1,2,5,6,4,6,4,4,0,0,0,7,4,6,5,2,3,3,5,6,6,4,5,6,4,2,5,2,5,6,4,5,6,4,4,0,7,3,1,1,7,5,6,5,2,3,1,1,2,5,5,5,6,4,4,4,4,4,0,0,7,3,6,4,4,0,7,3,6,4,0,7,6,3,1,2,5,6,7,2,5,5,6,4,0,4,0,7,5,3,0,7,7,3,1,1,3,1,7,3,7,5,6,7,0,0,7,3,3,7,4,0,7,2,6,4,0,0,7,0,3,1,2,5,6,4,2,2,5,5,6,0,5,4,3,6,7,3,3,3,3,1,2,5,0,7,3,3,1,1,2,3,6,4,0,7,7,3,1,2,5,6,6,4,0,7,3,1,2,5,6,6,1,2,5,5,4,3,1,2,7,5,6,6,4,0,7,3,0,1,4,3,1,0,7,3,4,0,0,7",0
"5.716880,5.923149,23.715823,34.917792,34.938321,45.452757,73.536981,105.323915,112.207205,112.314407,112.315550,112.332737,112.347301,120.723951,128.264252,140.181100,160.220418,160.310160,160.355815,160.451151,169.065708,169.098911,169.169989,169.209656,189.520110,189.534031,189.555063,189.578747,189.616860,193.911981,243.195008,246.747699,251.565295,251.762939,251.856868,251.858413,253.324614,253.371361,273.435642,273.495617,279.875811,287.714853,295.954166,296.426217,309.137895,318.284016,323.301027,323.374517,329.399892,329.476106,329.490094,329.565948,332.249614,332.252181,332.280243,335.032330,345.866377,355.592374,380.807502,388.858131,390.116236,390.152650,392.134895,392.142669,392.191490,392.202847,392.247877,392.279113,392.369483,392.504913,392.557401,417.381262,425.633921,444.183124,444.249122,444.259137,444.271773,444.357720,444.464447,444.529248,444.630481,450.422094,450.503439,450.571204,478.494778,478.569328,478.862217,487.321135,487.406418,487.468737,487.529499,487.637946,487.729043,487.829704,487.857289,487.863582,487.923627,487.989782,555.016163,562.259543,584.437930,584.438063,584.495427,584.666922,597.063641,600.496350,615.495492,615.633408,636.324537,646.065156,646.498469,646.668808,646.669873,646.716288,646.755743,646.922657,647.103337,656.232790,656.440379,669.837957,677.786448,677.805765,677.815366,677.926102,685.635622,685.656152,688.542000,688.681283,689.101433,710.656891,710.864827,716.673327,747.340230,803.841153,830.343613,830.371402,854.818120,854.849832,854.941673,863.164971,863.261040,863.277298,863.319187,863.686247,884.780849,888.169402,888.193230,888.237578,912.453885,916.885886,916.904806,917.336593,917.348115,917.356039,921.934032,921.956742,921.975415,922.093663,922.122892,931.627184,941.164592,944.786441,945.062752,955.566626,955.673169,955.708784,955.725127,955.814807,955.915081,1001.586354,1001.624965,1001.660785,1001.674439,1001.754944,1001.801411,1056.028226,1061.779192,1061.875177,1061.890564,1061.899053,1061.947389,1062.027271,1062.030471,1096.866524,1117.955794,1136.344780,1138.567732,1150.391876,1165.574720,1165.729718,1165.743745,1168.680651,1209.419362,1221.949458,1250.778993,1277.319826,1287.292441,1289.078603,1289.111740,1289.252340","5,6,2,7,3,6,4,7,7,3,1,1,2,7,0,0,6,4,4,0,3,1,1,2,7,3,3,1,1,4,0,0,7,3,1,1,5,6,2,5,7,3,1,2,4,6,7,3,4,0,7,3,2,5,5,7,7,1,6,3,4,0,1,2,2,5,5,6,4,4,0,0,6,3,1,1,2,2,5,6,4,5,6,6,0,7,6,3,1,1,2,5,5,6,6,4,4,0,3,1,3,1,1,2,6,2,5,6,3,4,6,4,3,1,2,0,5,7,3,4,6,4,0,7,1,2,1,3,7,5,6,6,3,1,4,0,7,3,3,4,0,7,0,7,4,5,6,4,0,1,2,5,6,6,5,6,6,4,0,3,0,2,5,3,1,2,1,5,6,7,3,1,1,3,3,1,3,1,2,1,2,5,5,7,6,4,3,3,6,4,0,3,6,4,0,6,3,6,4,0",0
"54.402705,58.702890,58.818604,58.864579,58.917516,58.959133,58.963980,58.967615,58.975429,59.001744,59.118165,59.947051,63.894771,63.940760,69.408038,69.443189,69.460509,69.515574,69.554206,72.569859,88.722177,88.763011,88.777434,88.778355,88.799388,88.812144,88.817953,88.829610,88.834400,89.007417,89.458009,99.479445,109.853313,137.968953,140.051108,140.074477,146.010482,146.013681,146.031676,152.199887,152.232231,185.881434,185.894315,185.933068,186.023862,193.784262,193.938789,198.064753,206.387033,229.410968,229.430077,229.559005,229.592339,229.644292,241.986043,242.026419,242.149255,242.152714,242.192836,242.240045,250.354359,250.531136,263.128511,263.189618,263.210350,263.231414,263.390493,268.542891,268.563268,268.725889,348.914595,348.917184,349.006889,394.099794,394.898824,394.929677,406.081251,406.148997,406.217626,406.218508,406.255720,406.261573,406.390689,406.469770,406.542327,410.102229,416.500001,416.735887,416.772267,428.382813,433.747533,470.842595,478.395166,478.409677,478.446173,495.615748,498.192416,503.789137,503.893119,504.499423,505.370430,521.292151,521.684722,529.582314,561.630357,561.640601,561.705156,561.715921,596.025207,596.048834,596.170263,596.421118,636.096514,636.179177,639.726695,639.740293,639.759274,639.903341,640.008076,640.060734,640.106845,640.312055,643.938944,648.147337,716.797591,716.813184,716.888793,716.893771,716.899788,716.989333,717.001321,728.591376,728.591476,728.600182,728.845955,728.880551,729.035658,729.111566,729.171827,730.707332,730.719423,771.557244,771.577597,771.624656,771.626682,771.656436,771.748629,771.917963,771.918687,771.991691,772.017570,772.053205,772.318645,772.405863,778.187332,784.977007,805.344572,805.392205,819.086783,830.106629,837.665965,837.779943,876.262598,886.633437,923.919255,929.966118,929.969167,929.971230,971.940216,993.334554,993.338556,993.557592,1000.523263,1000.577950,1000.635700,1000.676389,1000.900245,1000.905757,1001.017709,1001.082169,1001.107470,1001.164690,1001.173910,1001.400603,1001.504501,1001.515271,1001.515698,1001.521683,1001.547266,1001.612607,1001.835787,1001.926575,1001.992998,1002.044136,1002.115539,1002.428653,1002.445592,1012.684080,1012.686995,1022.687055","5,3,1,2,2,5,6,5,6,4,6,1,6,4,1,2,2,5,6,1,4,0,7,3,7,3,7,3,3,1,2,0,1,3,5,6,6,4,4,6,4,3,1,1,2,3,1,1,4,1,2,5,6,4,0,7,7,7,3,1,1,2,6,4,0,7,7,6,4,4,1,2,5,2,0,7,1,2,2,5,5,5,6,6,4,6,5,6,4,6,0,5,0,7,7,4,3,4,0,0,2,0,7,5,2,5,5,5,0,7,3,3,4,0,5,6,4,6,6,0,7,3,6,1,1,2,2,5,5,6,4,0,7,3,1,2,5,6,6,6,4,6,4,0,4,0,7,3,1,2,5,6,6,4,4,3,1,2,2,1,2,5,3,6,3,6,4,0,3,0,7,3,3,1,2,5,6,4,0,7,7,3,1,3,3,1,1,2,2,1,2,5,6,4,4,0,7,3,1,6",0
"20.854463,27.139811,27.145854,27.147698,27.194900,27.216310,27.291723,27.326428,27.329113,27.393602,27.403631,27.434919,27.446007,27.463791,27.490079,27.505450,27.578099,27.596268,27.617949,27.626814,27.638193,27.693552,39.715396,48.556547,59.106378,59.157208,64.470950,64.471801,74.665703,74.676063,87.707420,87.780829,116.430972,151.281136,151.291408,151.302860,151.304027,151.310362,151.314495,151.326840,151.375964,151.392000,151.496636,151.507553,158.711340,158.928736,171.733603,174.475940,198.871771,199.525033,211.680963,211.717036,211.717185,224.979199,226.807283,244.260670,258.995960,259.129739,268.570737,282.748181,282.786645,282.827414,282.846107,282.866738,291.145495,316.866462,344.985049,346.880990,347.096436,360.165634,360.177511,385.665144,385.697185,403.545171,403.587205,403.615490,403.615939,403.643166,403.671428,403.685606,403.696395,403.712690,403.712858,403.716629,403.719012,403.730178,403.822706,403.828234,403.829699,403.830231,403.856848,403.896026,403.915919,403.916199,403.920429,403.981037,403.985527,403.990638,403.994899,404.029645,404.034872,404.037729,404.038890,404.041617,404.050773,404.051146,404.057138,404.062292,404.064042,404.081645,404.124999,404.128043,404.135234,404.151378,404.158658,404.164163,404.165438,404.205744,404.231818,404.244159,404.268674,404.330687,404.401786,404.463127,404.533055,408.201475,410.874898,415.926033,418.672661,418.693670,418.740954,418.763959,420.891146,420.916378,425.435489,425.445846,425.478391,425.505362,425.513856,425.562630,425.610763,425.617759,425.646804,425.662150,425.731066,425.798498,425.804974,426.981278,429.742858,444.854953,451.586381,460.049680,460.268392,460.305767,460.315573,460.377669,461.943399,476.295995,480.871709,480.885538,481.006336,484.926574,488.519575,488.598527,491.151276,491.172043,491.172958,491.180081,491.182545,491.249260,495.339949,498.058756,498.063837,530.182656,530.197207,530.218725,557.253721,573.815173,573.947594,573.955322,574.078271,577.978660,577.995694,578.104487,584.599836,584.609088,584.781785,584.784593,584.819663,584.826466,584.893585,584.923982,585.159435,585.184278,587.380900,592.913475,593.082380,593.091693,593.167244,616.439295","4,5,6,4,4,0,0,7,3,1,2,2,5,0,5,2,0,6,5,7,7,6,1,0,6,4,7,3,0,0,5,6,0,3,1,1,2,2,2,5,1,5,5,6,3,1,7,3,3,1,6,3,4,5,3,2,1,2,1,5,6,6,6,4,0,0,1,2,5,2,5,2,5,2,5,5,6,4,5,6,0,6,6,6,7,4,4,6,4,0,6,4,7,0,7,7,4,3,1,0,0,7,1,3,7,4,3,7,3,2,1,2,2,0,2,5,5,5,5,6,5,6,6,5,6,3,3,1,3,1,2,5,7,3,0,7,3,3,7,1,2,5,2,5,6,5,6,7,4,1,7,4,0,7,0,7,4,0,2,5,6,3,0,7,7,3,1,7,3,2,7,5,6,2,5,6,0,7,3,1,1,0,7,3,3,1,2,5,6,4,0,4,7,3,4,3,1,2,5,5",0
"4.083060,14.814594,35.933692,37.279431,45.739334,45.745443,45.793317,45.823044,45.833752,52.827915,52.929941,52.997214,101.800701,101.843937,101.930300,114.305285,114.381959,114.410906,114.413952,114.435498,114.459475,114.543109,120.991439,121.049790,125.809510,125.892545,125.928386,134.301362,152.842857,196.834608,210.010783,215.077438,216.489669,228.656030,233.728457,237.274190,237.340364,249.003800,249.012420,249.079452,249.141671,249.233309,249.342948,251.411971,251.439578,251.443621,251.501001,251.512671,251.523603,251.526559,251.549998,251.574692,251.628211,251.654616,251.685502,251.942691,262.656520,307.989675,308.070036,308.202602,308.228842,332.419558,339.582790,339.588244,352.513802,376.293887,376.322559,376.355882,390.835141,391.018937,391.032700,391.085190,391.093608,391.100131,391.163912,391.183250,391.189034,391.251482,393.904616,419.057155,419.062983,419.103293,426.608626,426.631653,426.681203,447.511228,447.521140,447.551392,447.568295,447.571390,460.720148,460.806644,460.848879,460.865040,460.868825,460.918060,460.931732,460.990335,460.998705,461.002480,461.047377,461.061752,474.250182,494.532151,494.575131,503.970562,503.989909,504.085737,504.140186,504.167956,525.984557,531.218660,536.845797,537.008224,537.020446,542.923989,542.957991,543.018769,543.072522,550.867352,586.351575,599.590296,599.750810,612.812093,612.866992,618.558858,618.821664,618.853292,619.131863,621.354468,623.415326,623.585298,623.680707,623.804668,623.892643,632.492874,641.711713,641.884100,655.817638,655.917896,656.100473,657.058707,657.169119,657.331334,669.867947,669.919525,669.983281,670.221175,670.236602,670.242917,670.267780,670.315359,670.511286,670.512104,670.678260,670.685564,670.743272,670.749674,670.779740,670.782397,670.787835,670.817613,674.185494,674.260564,674.260688,674.353281,720.605687,720.618823,720.858176,721.760366,723.328232,723.362823,723.380604,723.456928,723.555345,725.286978,725.293133,725.427781,731.613227,731.709862,731.784332,732.010723,746.742606,747.661111,747.718809,765.567454,774.434863,799.828355,799.914278,801.886022,809.228226,809.318039,814.530686,814.600429,822.500736,823.849899,827.430643,827.483276,827.495837,827.514247","2,1,3,3,6,4,0,7,3,2,5,6,6,4,0,0,7,3,1,1,2,2,5,6,2,5,6,1,4,0,1,3,4,4,6,6,4,0,7,7,7,3,1,2,5,6,5,6,5,4,6,0,5,7,3,7,4,6,4,0,0,0,2,5,6,0,7,3,6,4,0,7,0,7,7,3,1,3,4,5,6,6,4,0,0,0,7,3,3,1,1,2,5,5,6,4,0,7,4,0,0,3,1,7,3,0,7,3,1,2,0,7,3,1,2,1,2,5,6,7,5,5,6,6,4,1,2,5,5,0,3,1,2,5,6,3,1,2,3,1,0,3,1,2,5,6,4,2,5,5,5,6,4,0,0,7,3,1,2,7,5,6,6,4,0,0,3,1,4,3,0,7,7,3,1,2,5,6,4,0,7,3,7,7,3,7,4,6,4,6,1,2,6,4,2,4,4,0,7,0",0
