checkpoint_task,checkpoint,eval_name,regime_id,variant,protocol,memory_view,nll_per_event,accuracy,local_time_mae
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_A_1,A_1,online_write/full,online_write,full,3.0241614275773108,0.33134967864794096,1.3764843856454716
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_B_1,B_1,online_write/full,online_write,full,3.8377064041432694,0.07390791027154664,1.646668822881947
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_C_1,C_1,online_write/full,online_write,full,3.253481063125526,0.15031525851197983,1.221356379053782
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_B_prime_1,B_prime_1,online_write/full,online_write,full,3.791298536123712,0.07887920885330822,1.6294721504965017
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_A_2,A_2,online_write/full,online_write,full,3.1533861039139253,0.30325627641063885,1.398102655491495
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_X_transient,X_transient,online_write/full,online_write,full,3.172877848809556,0.2533904354032834,1.2914511872467223
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_A_merge,A_merge,online_write/full,online_write,full,3.0126689563875724,0.32432432432432434,1.3018859088722918
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_E_1,E_1,online_write/full,online_write,full,3.4154613781510705,0.15002447381302006,1.2681833270360996
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_A_1,A_1,online_write/full,online_write,full,3.3633922585360465,0.15710545108307547,1.287891062121316
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_B_1,B_1,online_write/full,online_write,full,3.22049394916334,0.23636363636363636,1.2931597251746334
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_C_1,C_1,online_write/full,online_write,full,3.0720090013885257,0.2484237074401009,1.0703942034764669
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_B_prime_1,B_prime_1,online_write/full,online_write,full,3.2105608865362574,0.2194490228396515,1.2882955125882811
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_A_2,A_2,online_write/full,online_write,full,3.4630108182773407,0.11309967685806611,1.2833514942354916
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_X_transient,X_transient,online_write/full,online_write,full,3.3757407029923616,0.12895550797049726,1.1703573922915178
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_A_merge,A_merge,online_write/full,online_write,full,3.3485408651581374,0.1472007722007722,1.2149604907093936
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_E_1,E_1,online_write/full,online_write,full,3.2925111295339002,0.1213901125795399,1.1090665167763765
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_A_1,A_1,online_write/full,online_write,full,3.421773833238427,0.1011663889550107,1.2721857882003502
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_B_1,B_1,online_write/full,online_write,full,3.4840574752271105,0.08878394332939787,1.2765708680204175
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_C_1,C_1,online_write/full,online_write,full,2.5482616263959663,0.38865069356872634,0.9682273245549292
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_B_prime_1,B_prime_1,online_write/full,online_write,full,3.4413484981709406,0.08288203437720744,1.2828392581862893
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_A_2,A_2,online_write/full,online_write,full,3.5178976725567463,0.09545115585384041,1.3090069782157392
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_X_transient,X_transient,online_write/full,online_write,full,3.450946354320751,0.07351891506067094,1.1801965570569442
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_A_merge,A_merge,online_write/full,online_write,full,3.4147476890136965,0.09314671814671814,1.2006654263218743
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_E_1,E_1,online_write/full,online_write,full,3.415275577928942,0.08883994126284875,1.0801580903228378
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_03_best.pt,anchor_A_1,A_1,online_write/full,online_write,full,3.0472837726983943,0.226612711259224,1.26398614824321
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_03_best.pt,anchor_B_1,B_1,online_write/full,online_write,full,3.5801274465416792,0.0703659976387249,1.3422219075515445
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_03_best.pt,anchor_C_1,C_1,online_write/full,online_write,full,2.850356975953185,0.28524590163934427,1.0321560725137535
