Epoch,Split,Log-likelihood,Accuracy,RMSE,num_events,SelectionMetric
1,train,-3.2579944957386364,,,8360,validation_loglike
1,valid,-3.00908300295398,,,2010,validation_loglike
2,train,-2.9748486094497606,,,8360,validation_loglike
2,valid,-2.9540748406405473,,,2010,validation_loglike
3,train,-2.9404469759270335,,,8360,validation_loglike
3,valid,-2.913174848414179,,,2010,validation_loglike
4,train,-2.876903595992823,,,8360,validation_loglike
4,valid,-2.909704650575249,,,2010,validation_loglike
5,train,-2.8670370439593302,,,8360,validation_loglike
5,valid,-2.8837560245646765,,,2010,validation_loglike
6,train,-2.8583119953648324,,,8360,validation_loglike
6,valid,-2.8010523554104476,,,2010,validation_loglike
7,train,-2.7923687948564595,,,8360,validation_loglike
7,valid,-2.815468555659204,,,2010,validation_loglike
8,train,-2.8021514746561005,,,8360,validation_loglike
8,valid,-2.799501515858209,,,2010,validation_loglike
9,train,-2.7871402138157895,,,8360,validation_loglike
9,valid,-2.7839598394745027,,,2010,validation_loglike
10,train,-2.7811149633672247,,,8360,validation_loglike
10,valid,-2.7811071595149253,,,2010,validation_loglike
11,train,-2.77377228805323,,,8360,validation_loglike
11,valid,-2.788836335898632,,,2010,validation_loglike
12,train,-2.7788177052183016,,,8360,validation_loglike
12,valid,-2.7917920164800996,,,2010,validation_loglike
13,train,-2.790020839563397,,,8360,validation_loglike
13,valid,-2.7943301072761195,,,2010,validation_loglike
14,train,-2.782220955442584,,,8360,validation_loglike
14,valid,-2.7789886019123133,,,2010,validation_loglike
15,train,-2.774359860944976,,,8360,validation_loglike
15,valid,-2.7723195545708954,,,2010,validation_loglike
16,train,-2.7605066910885165,,,8360,validation_loglike
16,valid,-2.7624868819962685,,,2010,validation_loglike
17,train,-2.7464916174491627,,,8360,validation_loglike
17,valid,-2.7621229788557216,,,2010,validation_loglike
18,train,-2.7409604889354067,,,8360,validation_loglike
18,valid,-2.7410802433146766,,,2010,validation_loglike
19,train,-2.730068779904306,,,8360,validation_loglike
19,valid,-2.7382851368159202,,,2010,validation_loglike
20,train,-2.724475740131579,,,8360,validation_loglike
20,valid,-2.7547686372823383,,,2010,validation_loglike
21,train,-2.730568508896531,,,8360,validation_loglike
21,valid,-2.741123484141791,,,2010,validation_loglike
22,train,-2.7201526988636364,,,8360,validation_loglike
22,valid,-2.7533069515702735,,,2010,validation_loglike
23,train,-2.716335694527512,,,8360,validation_loglike
23,valid,-2.748309963852612,,,2010,validation_loglike
