Epoch,Split,Log-likelihood,RMSE,Accuracy,NumEvents,RMSE NumEvents,LearningRate
1,train,-4812.846004751782,23.055411765828094,0.18994622983618856,7997,7997,0.001
1,valid,-4209.16297390448,23.706829950715925,0.16986706056129985,2031,2031,0.001
2,train,-3717.981555583344,20.928022695066584,0.25834688008003,7997,7997,0.001
2,valid,-3257.188084687346,21.278867205793457,0.2294436238306253,2031,2031,0.001
3,train,-3126.2242090784043,19.50989302821109,0.264599224709266,7997,7997,0.001
3,valid,-2707.292712949286,18.503737296661722,0.24421467257508617,2031,2031,0.001
4,train,-2794.1491809428535,18.370279458278954,0.2647242716018507,7997,7997,0.001
4,valid,-2350.421221073363,17.54374149329203,0.24372230428360414,2031,2031,0.001
5,train,-2538.6326747530325,17.553040433516717,0.2647242716018507,7997,7997,0.001
5,valid,-2120.7373215164944,17.36246687632583,0.24322993599212211,2031,2031,0.001
6,train,-2371.0450481430535,17.45313509900998,0.26484931849443544,7997,7997,0.001
6,valid,-1972.8025603151157,17.16872743889306,0.24421467257508617,2031,2031,0.001
7,train,-2157.066524946855,17.29458254322735,0.26484931849443544,7997,7997,0.001
7,valid,-1773.7289512555392,16.958801122123987,0.24421467257508617,2031,2031,0.001
8,train,-1906.3317494060273,16.3559062707857,0.26334875578341876,7997,7997,0.001
8,valid,-1551.2820039389464,16.378544151357637,0.24372230428360414,2031,2031,0.001
9,train,-1798.2426534950607,16.247389195910255,0.2649743653870201,7997,7997,0.001
9,valid,-1448.9743968488428,16.376223592848685,0.24421467257508617,2031,2031,0.001
10,train,-1666.7842941102913,15.653277463466097,0.2647242716018507,7997,7997,0.001
10,valid,-1323.6605120630231,16.159698724773023,0.24421467257508617,2031,2031,0.001
11,train,-1574.9521226710017,15.606178672998078,0.2647242716018507,7997,7997,0.001
11,valid,-1233.4889217134416,16.157607661019156,0.24421467257508617,2031,2031,0.001
12,train,-1490.6624359134676,15.490384668002472,0.26447417781668126,7997,7997,0.001
12,valid,-1153.489660265879,16.15560489954224,0.2447070408665682,2031,2031,0.001
13,train,-1413.6884769288483,15.376180211831384,0.264599224709266,7997,7997,0.001
13,valid,-1080.5308961102905,15.93677935202763,0.24421467257508617,2031,2031,0.001
14,train,-1343.3844254095286,15.266081442932018,0.2642240840315118,7997,7997,0.001
14,valid,-1008.651157065485,15.93487967327871,0.24372230428360414,2031,2031,0.001
15,train,-1285.5483775165687,15.154997847778214,0.2642240840315118,7997,7997,0.001
15,valid,-944.5754554406697,15.934143879166811,0.24421467257508617,2031,2031,0.001
16,train,-1226.5140208828311,15.154928872760403,0.2643491309240965,7997,7997,0.001
16,valid,-879.59219596258,15.933661056169118,0.24519940915805022,2031,2031,0.001
17,train,-1168.5811241715644,15.041627661626805,0.2643491309240965,7997,7997,0.001
17,valid,-820.1217380600689,15.713414304155616,0.24569177744953224,2031,2031,0.001
18,train,-1113.0282449668625,14.81103291822651,0.2643491309240965,7997,7997,0.001
18,valid,-770.0423436730674,15.27961725941748,0.24569177744953224,2031,2031,0.001
19,train,-1064.596223583844,14.692553070549009,0.2639739902463424,7997,7997,0.001
19,valid,-728.1219842442147,15.053706373466062,0.24569177744953224,2031,2031,0.001
20,train,-1024.3618857071401,14.51034380615307,0.2640990371389271,7997,7997,0.001
20,valid,-689.2847119645495,14.816814411032814,0.24569177744953224,2031,2031,0.001
21,train,-984.307959234713,14.26693639447627,0.2639739902463424,7997,7997,0.001
21,valid,-651.3176390940423,14.576522113408883,0.24519940915805022,2031,2031,0.001
22,train,-948.6438039264724,14.022272868365459,0.26309866199824933,7997,7997,0.001
22,valid,-613.0608690300345,14.085875792752217,0.2447070408665682,2031,2031,0.001
23,train,-911.7629110916594,13.895210840442928,0.2627235213204952,7997,7997,0.001
23,valid,-578.8801698670605,13.59578258275043,0.24372230428360414,2031,2031,0.001
24,train,-873.432115168188,13.706673613858099,0.26184819307240215,7997,7997,0.001
24,valid,-548.8965411127523,12.834388764493177,0.24519940915805022,2031,2031,0.001
25,train,-838.9012285857197,13.643673182118613,0.2620982868575716,7997,7997,0.001
25,valid,-522.5307114721812,12.563860752036113,0.24372230428360414,2031,2031,0.001
