Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.65213,  0.06452,  2.30282
1, validation, -3.49385,  0.12903,  2.23399
2, train, -3.48048,  0.09677,  2.21028
2, validation, -3.33590,  0.29032,  2.08642
3, train, -3.33131,  0.29032,  2.06642
3, validation, -3.19641,  0.35484,  1.97844
4, train, -3.21268,  0.25806,  1.97254
4, validation, -3.07704,  0.29032,  1.91775
5, train, -3.09413,  0.38710,  1.91799
5, validation, -2.98944,  0.29032,  1.90852
6, train, -2.97071,  0.29032,  1.89708
6, validation, -2.91819,  0.32258,  1.90940
7, train, -2.92126,  0.29032,  1.90513
7, validation, -2.85628,  0.32258,  1.91005
8, train, -2.86651,  0.32258,  1.89936
8, validation, -2.80119,  0.32258,  1.90779
9, train, -2.78638,  0.32258,  1.91239
9, validation, -2.75378,  0.32258,  1.90124
10, train, -2.77923,  0.32258,  1.91183
10, validation, -2.71073,  0.32258,  1.89053
11, train, -2.72580,  0.32258,  1.89428
11, validation, -2.66972,  0.38710,  1.87557
12, train, -2.66785,  0.41935,  1.88001
12, validation, -2.62864,  0.38710,  1.85441
13, train, -2.64542,  0.45161,  1.84998
13, validation, -2.58424,  0.38710,  1.82618
14, train, -2.59512,  0.45161,  1.84246
14, validation, -2.53757,  0.41935,  1.78919
15, train, -2.54242,  0.38710,  1.79235
15, validation, -2.49076,  0.41935,  1.74798
16, train, -2.50762,  0.32258,  1.77768
16, validation, -2.44753,  0.38710,  1.71151
17, train, -2.45644,  0.38710,  1.72628
17, validation, -2.40800,  0.38710,  1.68248
18, train, -2.41298,  0.38710,  1.68044
18, validation, -2.36989,  0.45161,  1.65568
19, train, -2.38182,  0.45161,  1.68009
19, validation, -2.33393,  0.45161,  1.62729
20, train, -2.35201,  0.51613,  1.65708
20, validation, -2.29974,  0.45161,  1.59571
21, train, -2.36639,  0.45161,  1.63732
21, validation, -2.28121,  0.41935,  1.58062
22, train, -2.29015,  0.35484,  1.59042
22, validation, -2.26086,  0.48387,  1.56553
23, train, -2.30583,  0.48387,  1.56741
23, validation, -2.23931,  0.54839,  1.55369
24, train, -2.26525,  0.38710,  1.61727
24, validation, -2.21886,  0.51613,  1.54359
25, train, -2.25382,  0.58065,  1.52800
25, validation, -2.20045,  0.54839,  1.53628
