Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.44761,  0.42857,  1.57508
1, validation, -3.41677,  0.42857,  1.55086
2, train, -3.41414,  0.42857,  1.54626
2, validation, -3.38123,  0.42857,  1.53006
3, train, -3.37397,  0.42857,  1.52672
3, validation, -3.34590,  0.42857,  1.51335
4, train, -3.34617,  0.42857,  1.51636
4, validation, -3.31076,  0.42857,  1.50035
5, train, -3.30700,  0.42857,  1.49813
5, validation, -3.27593,  0.42857,  1.49054
6, train, -3.27311,  0.42857,  1.48005
6, validation, -3.24139,  0.42857,  1.48328
7, train, -3.24012,  0.42857,  1.48758
7, validation, -3.20724,  0.42857,  1.47787
8, train, -3.20327,  0.42857,  1.47037
8, validation, -3.17344,  0.42857,  1.47377
9, train, -3.16604,  0.42857,  1.47145
9, validation, -3.13994,  0.42857,  1.47067
10, train, -3.13866,  0.42857,  1.45584
10, validation, -3.10669,  0.71429,  1.46816
11, train, -3.10085,  0.71429,  1.46124
11, validation, -3.07358,  0.71429,  1.46619
12, train, -3.07021,  0.71429,  1.46305
12, validation, -3.04042,  0.57143,  1.46459
13, train, -3.03502,  0.71429,  1.46490
13, validation, -3.00708,  0.71429,  1.46318
14, train, -3.00554,  0.71429,  1.45823
14, validation, -2.97343,  0.71429,  1.46192
15, train, -2.97194,  0.71429,  1.45999
15, validation, -2.93949,  0.71429,  1.46076
16, train, -2.94277,  0.71429,  1.45637
16, validation, -2.90521,  0.71429,  1.45967
17, train, -2.90604,  0.71429,  1.46087
17, validation, -2.87067,  0.71429,  1.45870
18, train, -2.86916,  0.71429,  1.45162
18, validation, -2.83598,  0.71429,  1.45783
19, train, -2.84158,  0.71429,  1.45971
19, validation, -2.80124,  0.71429,  1.45698
20, train, -2.81020,  0.71429,  1.46132
20, validation, -2.76654,  0.71429,  1.45616
