Epoch,Split,Log-likelihood,RMSE,Accuracy,NumEvents,RMSE NumEvents,LearningRate
1,train,-34.09052134520884,3.771469242616687,0.07334152334152334,8140,8140,0.001
1,valid,-7.353825583723509,3.254711866609333,0.06899950714637752,2029,2029,0.001
2,train,-32.1058609346207,4.027755917471649,0.07555282555282555,8140,8140,0.001
2,valid,-7.260425971845737,3.5266148016761316,0.06899950714637752,2029,2029,0.001
3,train,-31.40799893465909,4.212244534855733,0.09164619164619164,8140,8140,0.001
3,valid,-7.205489157220305,3.72357736291157,0.08279940857565303,2029,2029,0.001
4,train,-28.62376538025952,4.3024473165783,0.10601965601965602,8140,8140,0.001
4,valid,-7.199084947942336,3.8204846035501214,0.10349926071956629,2029,2029,0.001
5,train,-25.694841854460996,4.352160874186565,0.15552825552825553,8140,8140,0.001
5,valid,-7.187509626047314,3.8865719853191347,0.16017742730409068,2029,2029,0.001
6,train,-22.490458240555895,4.320373719831189,0.18095823095823096,8140,8140,0.001
6,valid,-7.18296179999384,3.8770912068561683,0.19615574174470182,2029,2029,0.001
7,train,-19.685197999846437,4.232283268838514,0.1866093366093366,8140,8140,0.001
7,valid,-7.18742395422622,3.792838042680109,0.1996057171020207,2029,2029,0.001
8,train,-17.700068023456694,4.141076869669268,0.19238329238329238,8140,8140,0.001
8,valid,-7.186210109659931,3.6756668844364193,0.20847708230655496,2029,2029,0.001
9,train,-16.005035295416153,4.0573981324193555,0.19508599508599508,8140,8140,0.001
9,valid,-7.1776809504374075,3.5627412847483426,0.2134056185312962,2029,2029,0.001
10,train,-14.447774301289927,4.093675884834654,0.1955773955773956,8140,8140,0.001
10,valid,-7.193980736354115,3.603712659584376,0.2134056185312962,2029,2029,0.001
11,train,-14.594322980651105,4.117538104013946,0.19606879606879607,8140,8140,0.001
11,valid,-7.182139254250862,3.6181482764624517,0.21389847215377034,2029,2029,0.001
12,train,-12.362679716292998,4.131884419435559,0.19533169533169534,8140,8140,0.001
12,valid,-7.157992314563825,3.6821258589205628,0.21192705766387382,2029,2029,0.001
13,train,-14.289876142122235,4.353782654316689,0.19164619164619165,8140,8140,0.001
13,valid,-6.952839587697142,3.906960322306698,0.20896993592902907,2029,2029,0.001
14,train,-31.459637856073403,4.400723778978837,0.1807125307125307,8140,8140,0.001
14,valid,-6.642261428043371,4.348686977161345,0.19418432725480533,2029,2029,0.001
15,train,-31.113052825552824,4.7206627894159015,0.1773955773955774,8140,8140,0.001
15,valid,-6.462422317798176,4.226048587291543,0.19221291276490882,2029,2029,0.001
16,train,-28.671780582962224,3.7343569290373164,0.19631449631449632,8140,8140,0.001
16,valid,-6.470919229762198,3.13683840679827,0.21192705766387382,2029,2029,0.001
17,train,-38.858674490363946,4.381202879451628,0.19508599508599508,8140,8140,0.001
17,valid,-6.398035131222277,3.8713944546789056,0.2114342040413997,2029,2029,0.001
18,train,-35.60620369126229,4.146761293223059,0.19496314496314496,8140,8140,0.001
18,valid,-6.490003831166831,3.1127872496457925,0.21439132577624445,2029,2029,0.001
19,train,-40.36640984912469,4.172097703039076,0.19643734643734645,8140,8140,0.001
19,valid,-6.446521531542632,3.150870306697093,0.21389847215377034,2029,2029,0.001
20,train,-46.9643996180129,4.72417793665041,0.1955773955773956,8140,8140,0.001
20,valid,-6.353514662395269,4.050421347013668,0.2134056185312962,2029,2029,0.001
21,train,-52.80720976658477,4.739737520667025,0.1961916461916462,8140,8140,0.001
21,valid,-6.340291361200099,4.9964829455118265,0.2134056185312962,2029,2029,0.001
22,train,-49.31900025913698,5.104746311877822,0.19717444717444718,8140,8140,0.001
22,valid,-6.265371834955643,4.249803850603604,0.21439132577624445,2029,2029,0.001
23,train,-44.60335342444717,5.1573823769608875,0.1947174447174447,8140,8140,0.001
23,valid,-6.343132970367176,4.314014678535987,0.2134056185312962,2029,2029,0.001
24,train,-41.54185770020731,4.852150271199332,0.19656019656019655,8140,8140,0.001
24,valid,-6.347023818691474,4.1394638850392935,0.21291276490882208,2029,2029,0.001
25,train,-47.63418352656634,4.904476984639579,0.1957002457002457,8140,8140,0.001
25,valid,-6.404843634487432,4.216140205946679,0.21389847215377034,2029,2029,0.001
