Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -5.86160,  1.00000,  2.09574
1, validation, -5.66192,  1.00000,  1.98882
2, train, -5.71476,  1.00000,  2.01020
2, validation, -5.59080,  1.00000,  1.95452
3, train, -5.60635,  1.00000,  1.97256
3, validation, -5.52201,  1.00000,  1.91986
4, train, -5.56682,  1.00000,  1.95424
4, validation, -5.45465,  1.00000,  1.88487
5, train, -5.50054,  1.00000,  1.90585
5, validation, -5.38882,  1.00000,  1.84964
6, train, -5.53283,  1.00000,  1.97613
6, validation, -5.32416,  1.00000,  1.81297
7, train, -5.49712,  1.00000,  1.86968
7, validation, -5.26056,  1.00000,  1.77641
8, train, -5.34503,  1.00000,  1.80579
8, validation, -5.19799,  1.00000,  1.73962
9, train, -5.31958,  1.00000,  1.80103
9, validation, -5.13609,  1.00000,  1.70204
10, train, -5.26278,  1.00000,  1.78651
10, validation, -5.07506,  1.00000,  1.66348
11, train, -5.11015,  1.00000,  1.69189
11, validation, -5.01490,  1.00000,  1.62377
12, train, -5.07559,  1.00000,  1.68065
12, validation, -4.95542,  1.00000,  1.58264
13, train, -5.04083,  1.00000,  1.65913
13, validation, -4.89678,  1.00000,  1.53974
14, train, -4.95358,  1.00000,  1.57952
14, validation, -4.83871,  1.00000,  1.49556
15, train, -4.88994,  1.00000,  1.57305
15, validation, -4.78137,  1.00000,  1.44932
16, train, -4.88134,  1.00000,  1.48339
16, validation, -4.72463,  1.00000,  1.40222
17, train, -4.75446,  1.00000,  1.45614
17, validation, -4.66873,  1.00000,  1.35317
18, train, -4.71327,  1.00000,  1.38556
18, validation, -4.61351,  1.00000,  1.30259
19, train, -4.73052,  1.00000,  1.43254
19, validation, -4.55890,  1.00000,  1.24970
20, train, -4.64655,  1.00000,  1.34333
20, validation, -4.50486,  1.00000,  1.19479
