Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -5.41937,  0.00000,  1.80239
1, validation, -5.05096,  0.00000,  1.66332
2, train, -5.17331,  0.00000,  1.65852
2, validation, -4.86446,  1.00000,  1.61530
3, train, -4.92640,  1.00000,  1.69615
3, validation, -4.69605,  1.00000,  1.56603
4, train, -4.74225,  1.00000,  1.54554
4, validation, -4.54642,  1.00000,  1.52934
5, train, -4.60587,  1.00000,  1.65086
5, validation, -4.41137,  1.00000,  1.47969
6, train, -4.47857,  1.00000,  1.58530
6, validation, -4.28642,  1.00000,  1.40864
7, train, -4.39430,  1.00000,  1.67085
7, validation, -4.16258,  1.00000,  1.27827
8, train, -4.20411,  1.00000,  1.26838
8, validation, -4.04298,  1.00000,  1.14495
9, train, -4.15177,  1.00000,  1.32327
9, validation, -3.92728,  1.00000,  0.99679
10, train, -3.96889,  1.00000,  1.05611
10, validation, -3.81586,  1.00000,  0.84397
11, train, -3.85158,  1.00000,  0.98689
11, validation, -3.70910,  1.00000,  0.68204
12, train, -3.73534,  1.00000,  0.75886
12, validation, -3.60645,  1.00000,  0.52139
13, train, -3.66003,  1.00000,  0.63311
13, validation, -3.50808,  1.00000,  0.36494
14, train, -3.56262,  1.00000,  0.56011
14, validation, -3.41464,  1.00000,  0.20591
15, train, -3.43858,  1.00000,  0.23568
15, validation, -3.32488,  1.00000,  0.06889
16, train, -3.37470,  1.00000,  0.13726
16, validation, -3.23954,  1.00000,  0.04948
17, train, -3.28892,  1.00000,  0.00720
17, validation, -3.15998,  1.00000,  0.14999
18, train, -3.18240,  1.00000,  0.03452
18, validation, -3.08695,  1.00000,  0.23606
19, train, -3.11280,  1.00000,  0.16850
19, validation, -3.02137,  1.00000,  0.29863
20, train, -3.03745,  1.00000,  0.27459
20, validation, -2.96454,  1.00000,  0.33187
21, train, -2.98204,  1.00000,  0.31257
21, validation, -2.93948,  1.00000,  0.33460
22, train, -2.96557,  1.00000,  0.24288
22, validation, -2.91633,  1.00000,  0.32931
23, train, -2.93602,  1.00000,  0.31274
23, validation, -2.89499,  1.00000,  0.31400
24, train, -2.91220,  1.00000,  0.29378
24, validation, -2.87491,  1.00000,  0.29248
25, train, -2.91105,  1.00000,  0.20389
25, validation, -2.85535,  1.00000,  0.27245
