checkpoint_task,checkpoint,eval_name,regime_id,variant,protocol,memory_view,nll_per_event,accuracy,local_time_mae
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.0240386276408566,0.32968340871221136,1.2076313311189335
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.8468622345006733,0.07367178276269186,1.4604489962635243
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,3.256636158966026,0.1631778058007566,1.0734973147417528
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.8001193986770994,0.07911466917824346,1.4590088727756587
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.153936613207577,0.30275913497390006,1.2113357181724493
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.174220210167728,0.25267665952890794,1.1272139411978912
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,3.012378348346843,0.3216698841698842,1.1440939866437876
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.4207364501056867,0.14977973568281938,1.1015508673206242
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.3751535104643984,0.15877172101880505,1.2312763175973436
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.1744516978438377,0.26587957497048403,1.1948528879789422
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,3.1013150266861405,0.18940731399747793,0.9976253841443441
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.1556389765765265,0.2451141982575936,1.2017364398658992
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.466743717672456,0.11483967188665176,1.225388542799223
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.387508965037761,0.12919343326195576,1.1227938198005192
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,3.362078397890776,0.14937258687258687,1.1647203843105713
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.306435680716165,0.1343612334801762,1.0442173967627526
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.414830626206465,0.09950011901928113,1.193074874723562
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.4809609693506953,0.08689492325855962,1.1724774456361953
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,2.545875609928242,0.3944514501891551,0.9064736458873388
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.4357373206397073,0.08029197080291971,1.1880876394280384
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.5113621578268703,0.09346259010688542,1.2108308299987018
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.441483455188723,0.07566024268379729,1.1040079687256035
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,3.4076690489721115,0.09121621621621621,1.1318996026249006
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.407292314212928,0.09006363191385218,1.0027479609612209
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_03_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,2.974096974257315,0.3234944060937872,1.1645560193078854
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_03_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.5896391597238875,0.06965761511216056,1.302731502492425
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_03_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,2.947077555133295,0.27187894073139973,0.960114509130336
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_03_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.540252976566869,0.08288203437720744,1.31427784563374
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_03_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.1002331116648123,0.307979120059657,1.172539850387175
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_03_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.1157319030108237,0.24601475136807044,1.0844383502953852
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_03_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,2.9657783710818495,0.32215250965250963,1.1068498508350268
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_03_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.3068325847489426,0.14757709251101322,1.022923891531505
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_04_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.259489584752305,0.27755296358009995,1.2637048225066856
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_04_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.0896753250356266,0.25478158205430934,1.1365809169260361
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_04_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,3.0207370503102093,0.20832282471626734,0.950291196094335
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_04_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.039475191501216,0.25076524605603956,1.1453749133694557
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_04_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.3589047311758655,0.22719363658960975,1.2583002284365508
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_04_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.312898732525038,0.21484653818700927,1.1596202192322402
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_04_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,3.2508873479246634,0.24879343629343628,1.1955524844092291
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_04_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.298346617965213,0.15638766519823788,1.0562947969254592
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_05_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,2.94186980699931,0.379671506784099,1.1659484065109649
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_05_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.370212959370619,0.17355371900826447,1.2626144409179687
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_05_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,3.086082556629542,0.10138713745271122,0.9514138619806547
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_05_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.314263750026443,0.19237108547209794,1.2737104255563094
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_05_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.065458025115656,0.35396470295799154,1.174257901424263
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_05_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.0848000413203507,0.3009754936949798,1.0847727330616477
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_05_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,2.9414500030311377,0.35834942084942084,1.1081912821324176
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_05_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.331336063902225,0.10230053842388644,1.016201346047766
6,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_06_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.2034322788135916,0.15401094977386337,1.1842350095999976
6,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_06_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.4451017287433356,0.09988193624557261,1.1598034251819958
6,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_06_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,2.582712334612429,0.3679697351828499,0.9118346487288217
6,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_06_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.3927922079303223,0.08759124087591241,1.1738140015481977
