Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.42760,  0.14378,  2.08015
1, validation, -3.28559,  0.24776,  1.95100
2, train, -3.22040,  0.28301,  2.03612
2, validation, -3.17024,  0.33831,  1.94702
3, train, -3.15493,  0.33170,  2.03702
3, validation, -3.13814,  0.33781,  1.93068
4, train, -3.12005,  0.33888,  2.02106
4, validation, -3.10166,  0.34577,  1.91686
5, train, -3.08674,  0.34390,  2.01397
5, validation, -3.08266,  0.34129,  1.91663
6, train, -3.07054,  0.34246,  2.01030
6, validation, -3.07108,  0.33532,  1.91348
7, train, -3.05867,  0.34270,  2.00762
7, validation, -3.05965,  0.33433,  1.91303
8, train, -3.04608,  0.34474,  2.00659
8, validation, -3.05028,  0.33632,  1.91390
9, train, -3.03939,  0.34773,  2.00538
9, validation, -3.04480,  0.33980,  1.91261
10, train, -3.03071,  0.34844,  2.00214
10, validation, -3.04163,  0.33383,  1.90903
11, train, -3.02558,  0.34952,  1.99742
11, validation, -3.03765,  0.34328,  1.90555
12, train, -3.02077,  0.35395,  1.99540
12, validation, -3.03221,  0.33781,  1.90152
13, train, -3.01449,  0.35646,  1.99235
13, validation, -3.02832,  0.34378,  1.89845
14, train, -3.00714,  0.35981,  1.98721
14, validation, -3.02484,  0.34378,  1.89385
15, train, -3.00306,  0.35730,  1.98299
15, validation, -3.02041,  0.34627,  1.89283
16, train, -3.00042,  0.35682,  1.98350
16, validation, -3.01786,  0.34129,  1.88739
17, train, -2.99198,  0.36112,  1.97907
17, validation, -3.01519,  0.34478,  1.88589
18, train, -2.98575,  0.36160,  1.97719
18, validation, -3.01288,  0.34776,  1.88694
19, train, -2.98008,  0.36471,  1.97244
19, validation, -3.01177,  0.34527,  1.88633
20, train, -2.97416,  0.36711,  1.96953
20, validation, -3.01422,  0.34726,  1.88843
21, train, -2.96912,  0.36926,  1.96508
21, validation, -3.01351,  0.35025,  1.88989
22, train, -2.96670,  0.36722,  1.96615
22, validation, -3.01260,  0.34975,  1.88704
23, train, -2.96700,  0.36890,  1.96583
23, validation, -3.01338,  0.34925,  1.89069
24, train, -2.96250,  0.36842,  1.96323
24, validation, -3.01496,  0.35124,  1.88652
25, train, -2.95884,  0.36950,  1.96337
25, validation, -3.01381,  0.34677,  1.89401
