Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.85918,  0.13333,  2.48353
1, validation, -3.71634,  0.13333,  2.42253
2, train, -3.68510,  0.13333,  2.43440
2, validation, -3.63062,  0.33333,  2.38298
3, train, -3.63061,  0.33333,  2.40670
3, validation, -3.55660,  0.40000,  2.35445
4, train, -3.58386,  0.40000,  2.36530
4, validation, -3.48722,  0.33333,  2.33358
5, train, -3.48568,  0.26667,  2.35699
5, validation, -3.42202,  0.26667,  2.30879
6, train, -3.43258,  0.26667,  2.34181
6, validation, -3.36211,  0.26667,  2.27984
7, train, -3.38171,  0.26667,  2.28955
7, validation, -3.30911,  0.26667,  2.24512
8, train, -3.36474,  0.26667,  2.27559
8, validation, -3.26145,  0.26667,  2.21580
9, train, -3.27003,  0.33333,  2.26684
9, validation, -3.21960,  0.33333,  2.17800
10, train, -3.27767,  0.33333,  2.25340
10, validation, -3.18227,  0.40000,  2.14289
11, train, -3.23338,  0.46667,  2.18205
11, validation, -3.14634,  0.46667,  2.11299
12, train, -3.15539,  0.40000,  2.12422
12, validation, -3.11146,  0.46667,  2.08079
13, train, -3.14040,  0.53333,  2.13092
13, validation, -3.07653,  0.60000,  2.04091
14, train, -3.11634,  0.46667,  2.08345
14, validation, -3.04137,  0.60000,  1.99743
15, train, -3.08671,  0.46667,  2.09085
15, validation, -3.00704,  0.53333,  1.95038
16, train, -3.10969,  0.40000,  2.12517
16, validation, -2.97279,  0.53333,  1.90748
17, train, -2.99858,  0.60000,  1.94739
17, validation, -2.93860,  0.53333,  1.86437
18, train, -2.96583,  0.60000,  1.85378
18, validation, -2.90427,  0.60000,  1.82069
19, train, -2.92217,  0.53333,  1.86976
19, validation, -2.86950,  0.60000,  1.77914
20, train, -2.90846,  0.66667,  1.84425
20, validation, -2.83442,  0.60000,  1.73735
21, train, -2.89412,  0.66667,  1.84579
21, validation, -2.81320,  0.66667,  1.72094
22, train, -2.84095,  0.60000,  1.77453
22, validation, -2.79078,  0.66667,  1.70786
23, train, -2.83976,  0.66667,  1.71699
23, validation, -2.76776,  0.66667,  1.70069
24, train, -2.81470,  0.60000,  1.84938
24, validation, -2.74699,  0.66667,  1.69023
25, train, -2.80279,  0.66667,  1.70237
25, validation, -2.72655,  0.66667,  1.68110
