Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.33307,  0.28571,  2.58135
1, validation, -4.25683,  0.28571,  2.50147
2, train, -4.23150,  0.28571,  2.49458
2, validation, -4.15049,  0.28571,  2.47033
3, train, -4.15801,  0.28571,  2.46753
3, validation, -4.07642,  0.28571,  2.45733
4, train, -4.08674,  0.28571,  2.46690
4, validation, -4.01923,  0.28571,  2.45110
5, train, -4.03981,  0.14286,  2.45007
5, validation, -3.96884,  0.28571,  2.44453
6, train, -3.97537,  0.42857,  2.45331
6, validation, -3.92228,  0.28571,  2.43568
7, train, -3.91052,  0.42857,  2.40913
7, validation, -3.87887,  0.42857,  2.42530
8, train, -3.88118,  0.42857,  2.42293
8, validation, -3.83918,  0.57143,  2.41215
9, train, -3.87052,  0.57143,  2.40957
9, validation, -3.80082,  0.57143,  2.39938
10, train, -3.81586,  0.57143,  2.40204
10, validation, -3.76219,  0.57143,  2.38528
11, train, -3.78431,  0.57143,  2.41888
11, validation, -3.72492,  0.57143,  2.36812
12, train, -3.76216,  0.42857,  2.40655
12, validation, -3.69174,  0.57143,  2.34617
13, train, -3.71023,  0.57143,  2.33997
13, validation, -3.65797,  0.57143,  2.31682
14, train, -3.67939,  0.57143,  2.31596
14, validation, -3.62055,  0.57143,  2.28478
15, train, -3.64568,  0.57143,  2.28848
15, validation, -3.57835,  0.57143,  2.25200
16, train, -3.58246,  0.57143,  2.27411
16, validation, -3.53498,  0.57143,  2.21923
17, train, -3.53880,  0.57143,  2.22833
17, validation, -3.49139,  0.57143,  2.17788
18, train, -3.50302,  0.57143,  2.13594
18, validation, -3.44778,  0.71429,  2.13446
19, train, -3.49678,  0.71429,  2.15414
19, validation, -3.40183,  0.71429,  2.08422
20, train, -3.41208,  0.71429,  2.09440
20, validation, -3.35556,  0.71429,  2.03296
21, train, -3.40302,  0.71429,  2.07684
21, validation, -3.33337,  0.71429,  2.00964
22, train, -3.42503,  0.71429,  2.11978
22, validation, -3.31172,  0.71429,  1.98644
23, train, -3.31131,  0.71429,  1.85302
23, validation, -3.28983,  0.71429,  1.96462
24, train, -3.31382,  0.71429,  1.99134
24, validation, -3.26812,  0.71429,  1.94551
25, train, -3.30316,  0.71429,  1.97494
25, validation, -3.24709,  0.71429,  1.92823
