Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.05041,  0.26667,  1.90514
1, validation, -3.92522,  0.26667,  1.83322
2, train, -3.91334,  0.26667,  1.84613
2, validation, -3.84232,  0.13333,  1.84594
3, train, -3.85988,  0.00000,  1.86353
3, validation, -3.77141,  0.26667,  1.85184
4, train, -3.78041,  0.33333,  1.84498
4, validation, -3.70581,  0.33333,  1.84741
5, train, -3.70640,  0.33333,  1.88242
5, validation, -3.64673,  0.33333,  1.82855
6, train, -3.65380,  0.33333,  1.85374
6, validation, -3.59542,  0.33333,  1.81349
7, train, -3.59407,  0.33333,  1.80088
7, validation, -3.55602,  0.33333,  1.81124
8, train, -3.57591,  0.33333,  1.82415
8, validation, -3.52699,  0.46667,  1.81280
9, train, -3.53955,  0.46667,  1.82907
9, validation, -3.50243,  0.40000,  1.80840
10, train, -3.50589,  0.46667,  1.82510
10, validation, -3.47977,  0.40000,  1.79908
11, train, -3.48570,  0.46667,  1.80546
11, validation, -3.45555,  0.46667,  1.78731
12, train, -3.47645,  0.40000,  1.80631
12, validation, -3.42859,  0.60000,  1.77854
13, train, -3.44189,  0.53333,  1.78201
13, validation, -3.40424,  0.60000,  1.77336
14, train, -3.43402,  0.46667,  1.77927
14, validation, -3.38281,  0.66667,  1.77335
15, train, -3.39389,  0.53333,  1.76458
15, validation, -3.36532,  0.66667,  1.77310
16, train, -3.36230,  0.66667,  1.78260
16, validation, -3.34875,  0.66667,  1.77002
17, train, -3.35905,  0.66667,  1.76281
17, validation, -3.32825,  0.66667,  1.76452
18, train, -3.32543,  0.66667,  1.78197
18, validation, -3.31133,  0.66667,  1.75600
19, train, -3.31244,  0.66667,  1.73337
19, validation, -3.29092,  0.66667,  1.74861
20, train, -3.31355,  0.60000,  1.76408
20, validation, -3.26591,  0.73333,  1.73927
21, train, -3.26905,  0.66667,  1.72486
21, validation, -3.25274,  0.73333,  1.73401
22, train, -3.24700,  0.66667,  1.72124
22, validation, -3.23903,  0.73333,  1.72859
23, train, -3.24562,  0.66667,  1.73257
23, validation, -3.22386,  0.73333,  1.72156
24, train, -3.23416,  0.73333,  1.67307
24, validation, -3.20879,  0.73333,  1.71478
25, train, -3.22212,  0.73333,  1.73253
25, validation, -3.19363,  0.73333,  1.70725
