Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -6.20847,  0.42857,  4.12096
1, validation, -4.78187,  0.42857,  3.57983
2, train, -4.71348,  0.42857,  3.53417
2, validation, -4.58634,  0.42857,  3.32687
3, train, -4.58460,  0.42857,  3.27282
3, validation, -4.47995,  0.42857,  3.17667
4, train, -4.56879,  0.42857,  3.28257
4, validation, -4.39835,  0.42857,  3.05964
5, train, -4.37336,  0.42857,  3.00807
5, validation, -4.32616,  0.42857,  2.98135
6, train, -4.35772,  0.42857,  3.05904
6, validation, -4.25690,  0.42857,  2.92468
7, train, -4.23713,  0.42857,  2.88618
7, validation, -4.18407,  0.42857,  2.87792
8, train, -4.23029,  0.57143,  2.97239
8, validation, -4.11050,  0.57143,  2.83364
9, train, -4.13778,  0.57143,  2.80964
9, validation, -4.03566,  0.57143,  2.78833
10, train, -4.00946,  0.57143,  2.72993
10, validation, -3.96117,  0.57143,  2.73681
11, train, -3.96371,  0.57143,  2.74863
11, validation, -3.89087,  0.57143,  2.67892
12, train, -3.93160,  0.42857,  2.73367
12, validation, -3.82479,  0.57143,  2.61373
13, train, -3.84817,  0.57143,  2.65086
13, validation, -3.76547,  0.57143,  2.54181
14, train, -3.75759,  0.57143,  2.48918
14, validation, -3.71199,  0.57143,  2.46429
15, train, -3.74555,  0.42857,  2.49011
15, validation, -3.66164,  0.42857,  2.37858
16, train, -3.69439,  0.57143,  2.43928
16, validation, -3.61695,  0.42857,  2.28898
17, train, -3.67737,  0.42857,  2.35076
17, validation, -3.57522,  0.57143,  2.20107
18, train, -3.62403,  0.42857,  2.23372
18, validation, -3.53083,  0.57143,  2.11004
19, train, -3.53968,  0.42857,  2.16530
19, validation, -3.48461,  0.57143,  2.01348
20, train, -3.49790,  0.71429,  2.07910
20, validation, -3.43679,  0.71429,  1.91226
21, train, -3.47326,  0.71429,  1.97690
21, validation, -3.41284,  0.71429,  1.85887
22, train, -3.51259,  0.71429,  2.05609
22, validation, -3.38799,  0.71429,  1.80485
23, train, -3.39648,  0.71429,  1.82412
23, validation, -3.36399,  0.71429,  1.75019
24, train, -3.38951,  0.71429,  1.87154
24, validation, -3.34157,  0.71429,  1.69131
25, train, -3.44006,  0.71429,  1.85829
25, validation, -3.31949,  0.71429,  1.63529
