Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.70266,  0.29032,  2.70989
1, validation, -3.67729,  0.29032,  2.70185
2, train, -3.68010,  0.25806,  2.69345
2, validation, -3.64782,  0.25806,  2.68719
3, train, -3.66582,  0.29032,  2.71002
3, validation, -3.62499,  0.25806,  2.67449
4, train, -3.62459,  0.22581,  2.66754
4, validation, -3.60718,  0.19355,  2.66449
5, train, -3.60683,  0.19355,  2.66241
5, validation, -3.59254,  0.19355,  2.65669
6, train, -3.59349,  0.19355,  2.66084
6, validation, -3.58002,  0.19355,  2.65058
7, train, -3.58088,  0.19355,  2.63740
7, validation, -3.56900,  0.22581,  2.64575
8, train, -3.56513,  0.22581,  2.64253
8, validation, -3.55906,  0.22581,  2.64171
9, train, -3.55418,  0.22581,  2.64621
9, validation, -3.55005,  0.22581,  2.63826
10, train, -3.55026,  0.19355,  2.63851
10, validation, -3.54188,  0.19355,  2.63534
11, train, -3.54470,  0.22581,  2.64011
11, validation, -3.53443,  0.19355,  2.63281
12, train, -3.53028,  0.19355,  2.63006
12, validation, -3.52764,  0.19355,  2.63064
13, train, -3.52401,  0.25806,  2.62739
13, validation, -3.52143,  0.19355,  2.62868
14, train, -3.52772,  0.22581,  2.62955
14, validation, -3.51564,  0.25806,  2.62680
15, train, -3.52300,  0.25806,  2.62813
15, validation, -3.51020,  0.25806,  2.62487
16, train, -3.51892,  0.22581,  2.62874
16, validation, -3.50490,  0.25806,  2.62280
17, train, -3.50896,  0.25806,  2.62287
17, validation, -3.49979,  0.22581,  2.62058
18, train, -3.50038,  0.22581,  2.62006
18, validation, -3.49471,  0.22581,  2.61816
19, train, -3.49555,  0.22581,  2.62595
19, validation, -3.48956,  0.22581,  2.61552
20, train, -3.49316,  0.22581,  2.61518
20, validation, -3.48440,  0.22581,  2.61265
