Epoch,Split,Log-likelihood,RMSE,Accuracy,NumEvents,RMSE NumEvents,LearningRate
1,train,-102.70844703199761,5.05092471433414,0.25430622009569376,8360,8360,0.001
1,valid,-4.313165617226368,4.749609665815912,0.2462686567164179,2010,2010,0.001
2,train,-96.09603312369168,4.8374387807842,0.2541866028708134,8360,8360,0.001
2,valid,-4.307783834732587,4.655179202561401,0.2462686567164179,2010,2010,0.001
3,train,-91.62037546258223,4.639179878456647,0.23708133971291867,8360,8360,0.001
3,valid,-4.3117989155783585,4.622587443912437,0.23134328358208955,2010,2010,0.001
4,train,-88.13249313135466,4.621157468420288,0.22751196172248803,8360,8360,0.001
4,valid,-4.320398009950249,2.7509367397681954,0.22786069651741295,2010,2010,0.001
5,train,-85.63706381765849,4.627939260445216,0.2208133971291866,8360,8360,0.001
5,valid,-4.330411419465174,2.762297684702301,0.22338308457711442,2010,2010,0.001
6,train,-83.60851840516597,4.64819845415871,0.225,8360,8360,0.001
6,valid,-4.34062548585199,2.801107471465128,0.22388059701492538,2010,2010,0.001
7,train,-80.81998261812201,4.646733666318714,0.2361244019138756,8360,8360,0.001
7,valid,-4.348900516946517,2.800754391810583,0.2263681592039801,2010,2010,0.001
8,train,-79.73444310238487,4.646516762969721,0.24043062200956938,8360,8360,0.0003
8,valid,-4.350774448072139,2.7993519546186247,0.23333333333333334,2010,2010,0.0003
9,train,-78.20390087656997,4.649910939380308,0.24186602870813398,8360,8360,0.0003
9,valid,-4.353299906716418,2.80562255101917,0.236318407960199,2010,2010,0.0003
10,train,-76.72241327751196,4.649666222401327,0.24210526315789474,8360,8360,0.0003
10,valid,-4.3561460276741295,2.809721886632889,0.23432835820895523,2010,2010,0.0003
11,train,-75.60603494598534,4.47137879294887,0.24270334928229664,8360,8360,0.0003
11,valid,-4.357949024409204,2.8267896386306592,0.23383084577114427,2010,2010,0.0003
12,train,-74.48957683070425,4.474021811358408,0.2431818181818182,8360,8360,0.0003
12,valid,-4.359974541355721,2.832197126403977,0.23432835820895523,2010,2010,0.0003
13,train,-74.15119734038576,4.477747575264497,0.2429425837320574,8360,8360,8.999999999999999e-05
13,valid,-4.360664937033582,2.83268556142299,0.23532338308457712,2010,2010,8.999999999999999e-05
14,train,-73.8089444247159,4.480969070058192,0.2423444976076555,8360,8360,8.999999999999999e-05
14,valid,-4.361363106343283,2.8339312683016344,0.23432835820895523,2010,2010,8.999999999999999e-05
15,train,-73.4688050192509,4.481761075906119,0.2415071770334928,8360,8360,8.999999999999999e-05
15,valid,-4.362172535758707,2.8426207198195668,0.23383084577114427,2010,2010,8.999999999999999e-05
16,train,-73.1682832124701,4.484346997186796,0.2410287081339713,8360,8360,8.999999999999999e-05
16,valid,-4.362861959732587,2.8485237868593414,0.23432835820895523,2010,2010,8.999999999999999e-05
17,train,-72.88447522615131,4.484987006651806,0.24066985645933014,8360,8360,8.999999999999999e-05
17,valid,-4.3635261194029855,2.8484919767328103,0.23582089552238805,2010,2010,8.999999999999999e-05
