Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.57288,  0.00000,  1.64529
1, validation, -4.47908,  0.00000,  1.74886
2, train, -4.47675,  0.00000,  1.75634
2, validation, -4.37521,  0.33333,  1.78870
3, train, -4.42688,  0.33333,  1.80391
3, validation, -4.28475,  0.33333,  1.80857
4, train, -4.29720,  0.33333,  1.85258
4, validation, -4.20635,  0.33333,  1.81250
5, train, -4.20885,  0.33333,  1.81252
5, validation, -4.13318,  0.33333,  1.80741
6, train, -4.15848,  0.33333,  1.83194
6, validation, -4.06205,  0.33333,  1.79859
7, train, -4.03359,  0.33333,  1.75791
7, validation, -3.99220,  0.33333,  1.78787
8, train, -3.98797,  0.33333,  1.81030
8, validation, -3.92371,  0.33333,  1.77538
9, train, -3.97170,  0.33333,  1.85153
9, validation, -3.85646,  0.33333,  1.76304
10, train, -3.88701,  0.33333,  1.78670
10, validation, -3.79078,  0.33333,  1.74872
11, train, -3.79082,  0.66667,  1.78457
11, validation, -3.72654,  0.66667,  1.73114
12, train, -3.71681,  0.66667,  1.73851
12, validation, -3.66397,  0.66667,  1.71005
13, train, -3.68849,  0.66667,  1.74218
13, validation, -3.60281,  1.00000,  1.68292
14, train, -3.62794,  1.00000,  1.68465
14, validation, -3.54293,  1.00000,  1.64768
15, train, -3.56281,  1.00000,  1.64841
15, validation, -3.48464,  1.00000,  1.60182
16, train, -3.49830,  1.00000,  1.66640
16, validation, -3.42789,  1.00000,  1.54404
17, train, -3.43729,  1.00000,  1.50948
17, validation, -3.37064,  1.00000,  1.47809
18, train, -3.38244,  1.00000,  1.37542
18, validation, -3.31017,  1.00000,  1.41827
19, train, -3.37426,  1.00000,  1.48508
19, validation, -3.24953,  1.00000,  1.34731
20, train, -3.25969,  1.00000,  1.35291
20, validation, -3.18934,  1.00000,  1.25953
21, train, -3.24213,  1.00000,  1.28194
21, validation, -3.15704,  1.00000,  1.21627
22, train, -3.20120,  1.00000,  1.24548
22, validation, -3.12446,  1.00000,  1.17206
23, train, -3.14361,  1.00000,  1.17075
23, validation, -3.09051,  1.00000,  1.12564
24, train, -3.12458,  1.00000,  1.12969
24, validation, -3.05527,  1.00000,  1.07675
25, train, -3.24889,  1.00000,  1.30328
25, validation, -3.01924,  1.00000,  1.03416
