Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.78358,  0.19355,  3.71579
1, validation, -4.37242,  0.19355,  3.47053
2, train, -4.37095,  0.19355,  3.47164
2, validation, -4.24732,  0.32258,  3.30980
3, train, -4.24519,  0.22581,  3.30492
3, validation, -4.21589,  0.29032,  3.23563
4, train, -4.21433,  0.29032,  3.22716
4, validation, -4.19981,  0.38710,  3.21475
5, train, -4.20129,  0.38710,  3.21481
5, validation, -4.17938,  0.45161,  3.20549
6, train, -4.15732,  0.41935,  3.19957
6, validation, -4.15228,  0.41935,  3.18941
7, train, -4.18786,  0.45161,  3.22323
7, validation, -4.12268,  0.41935,  3.16697
8, train, -4.13437,  0.38710,  3.17580
8, validation, -4.09399,  0.35484,  3.14694
9, train, -4.11109,  0.25806,  3.13696
9, validation, -4.06418,  0.32258,  3.13021
10, train, -4.06983,  0.32258,  3.13726
10, validation, -4.03309,  0.38710,  3.11677
11, train, -4.06357,  0.38710,  3.14597
11, validation, -4.00209,  0.48387,  3.10536
12, train, -3.99727,  0.51613,  3.10842
12, validation, -3.96912,  0.48387,  3.09066
13, train, -3.97403,  0.41935,  3.08621
13, validation, -3.93469,  0.48387,  3.07092
14, train, -3.94859,  0.48387,  3.07811
14, validation, -3.90026,  0.51613,  3.04596
15, train, -3.93023,  0.41935,  3.07963
15, validation, -3.86520,  0.51613,  3.01528
16, train, -3.90091,  0.51613,  3.02958
16, validation, -3.82902,  0.54839,  2.98182
17, train, -3.86055,  0.48387,  3.01653
17, validation, -3.79590,  0.54839,  2.94732
18, train, -3.81739,  0.48387,  2.97276
18, validation, -3.76091,  0.54839,  2.91453
19, train, -3.81636,  0.54839,  2.95945
19, validation, -3.72428,  0.54839,  2.88910
20, train, -3.74617,  0.54839,  2.89519
20, validation, -3.69158,  0.58065,  2.86767
21, train, -3.72539,  0.51613,  2.88337
21, validation, -3.67617,  0.58065,  2.85563
22, train, -3.73528,  0.51613,  2.91609
22, validation, -3.66144,  0.58065,  2.84382
23, train, -3.68255,  0.54839,  2.86679
23, validation, -3.64751,  0.58065,  2.83209
24, train, -3.70395,  0.58065,  2.91012
24, validation, -3.63460,  0.58065,  2.81680
25, train, -3.66656,  0.61290,  2.85555
25, validation, -3.62081,  0.58065,  2.80269
