Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.46143,  0.28571,  1.40262
1, validation, -3.29230,  0.28571,  1.39632
2, train, -3.30387,  0.28571,  1.42072
2, validation, -3.16920,  0.28571,  1.36169
3, train, -3.19302,  0.28571,  1.38079
3, validation, -3.06906,  0.42857,  1.33475
4, train, -3.09452,  0.28571,  1.33998
4, validation, -2.98559,  0.42857,  1.31374
5, train, -2.98482,  0.42857,  1.32107
5, validation, -2.91291,  0.42857,  1.29825
6, train, -2.95500,  0.42857,  1.31407
6, validation, -2.84355,  0.42857,  1.28359
7, train, -2.84839,  0.42857,  1.32722
7, validation, -2.77339,  0.57143,  1.26586
8, train, -2.75885,  0.57143,  1.28173
8, validation, -2.70596,  0.57143,  1.24268
9, train, -2.74003,  0.57143,  1.27696
9, validation, -2.64183,  0.57143,  1.21479
10, train, -2.64942,  0.57143,  1.23005
10, validation, -2.58193,  0.57143,  1.18832
11, train, -2.59849,  0.57143,  1.13526
11, validation, -2.52510,  0.57143,  1.16358
12, train, -2.54744,  0.57143,  1.17250
12, validation, -2.47332,  0.57143,  1.14405
13, train, -2.51471,  0.71429,  1.21934
13, validation, -2.42869,  0.71429,  1.13414
14, train, -2.47444,  0.71429,  1.23087
14, validation, -2.39318,  0.71429,  1.12204
15, train, -2.39985,  0.71429,  1.09339
15, validation, -2.36204,  0.71429,  1.11065
16, train, -2.39424,  0.71429,  1.13069
16, validation, -2.33385,  0.71429,  1.09722
17, train, -2.42381,  0.71429,  1.19007
17, validation, -2.30212,  0.85714,  1.06875
18, train, -2.36317,  0.71429,  1.14652
18, validation, -2.27065,  0.85714,  1.03745
19, train, -2.32636,  0.71429,  1.13562
19, validation, -2.24485,  0.85714,  1.01519
20, train, -2.32220,  0.71429,  1.11843
20, validation, -2.22134,  0.85714,  0.99741
21, train, -2.24733,  0.85714,  1.03298
21, validation, -2.20919,  0.85714,  0.98996
22, train, -2.24082,  1.00000,  0.97680
22, validation, -2.19789,  0.85714,  0.98481
23, train, -2.20757,  0.85714,  1.00128
23, validation, -2.18580,  0.85714,  0.98108
24, train, -2.20409,  1.00000,  0.94451
24, validation, -2.17326,  0.85714,  0.97889
25, train, -2.19561,  1.00000,  0.97874
25, validation, -2.15958,  0.85714,  0.97660
